Gene = mge
index = 1790
Annotated 5SS: [711 928]
Annotated 3SS: [ 891 1399]
SMsplice 5SS: [711]
SMsplice 3SS: [891]
top_k =  100
Partition function (log Z): -4.914505008828065

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.8422174725240849
Position 175: 0.6253953360482764
Position 928: 0.3294042470408328
Position 1243: 0.12641230270607642
Position 1182: 0.11513026757222675
Position 1153: 0.0385131885868215
Position 47: 0.02236320564007117
Position 41: 0.016973595154614805
Position 1009: 0.013412622654497285
Position 802: 0.005228790808432109
Position 351: 0.0029715241907284063
Position 974: 0.002848286691959846
Position 75: 0.0012642064840688117
Position 715: 0.0012334361130220846
Position 356: 0.00035431206449659027
Position 723: 0.0002474918436600978
Position 250: 0.00019022838681599825
Position 60: 0.00012185674823609937
Position 243: 0.00011889752572130813
Position 226: 8.51063977142287e-05
Position 239: 8.1416137989663e-05
Position 472: 3.5362661115835645e-05
Position 552: 3.2121381498830945e-05
Position 485: 3.108137394030786e-05
Position 13: 2.7554930060679006e-05
Position 7: 1.2503619450939931e-05
Position 55: 4.768029731098347e-06
Position 206: 2.083691684655168e-07
Position 155: 1.547077942110547e-07
Position 105: 2.973122406859926e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.8924438882845359
Position 1399: 0.6353307818049777
Position 514: 0.14714837983897136
Position 413: 0.08535970364828818
Position 239: 0.06401878697449112
Position 289: 0.054691735669140956
Position 1093: 0.034376117268065304
Position 591: 0.032814930232567076
Position 226: 0.03097650576782732
Position 440: 0.03045096787192918
Position 89: 0.023432800825370418
Position 1347: 0.01950110720790715
Position 137: 0.01399319358383847
Position 525: 0.010466264606039664
Position 1892: 0.008662570496323622
Position 247: 0.008599335759066193
Position 1286: 0.007979970105010467
Position 1313: 0.006311320862951593
Position 576: 0.006295076266049032
Position 644: 0.00583701531800054
Position 456: 0.005306054267630192
Position 1350: 0.0048577795259467016
Position 768: 0.004759327093228587
Position 567: 0.003681463250320118
Position 268: 0.002825434585698054
Position 1025: 0.0018486293278725332
Position 292: 0.0006756662703142184
Position 2072: 0.0006380250890323293
Position 825: 0.0005529753176335565
Position 492: 0.0005047962614380958
Position 666: 0.00030809522805234836
Position 822: 6.168429077455815e-05
Position 765: 7.658283284288536e-07
Position 254: 4.2505838883875023e-07
Position 168: 2.3383220676900933e-09
