Gene = Deaf1
index = 1130
Annotated 5SS: [  493  1837 10772]
Annotated 3SS: [ 1037 10142 10845]
SMsplice 5SS: [  235   493 10772]
SMsplice 3SS: [  369 10062 10845]
top_k =  100
Partition function (log Z): -8.163416092902606

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9999797126187949
Position 10772: 0.9778755336740936
Position 235: 0.6977203517736801
Position 11022: 0.2132490511201784
Position 11213: 0.14121665270056544
Position 153: 0.11432983641319298
Position 283: 0.06316239316872999
Position 11032: 0.05427492811791878
Position 280: 0.029484691722433655
Position 241: 0.028226569930907705
Position 10987: 0.02558634785756181
Position 304: 0.025468045590581467
Position 11230: 0.023279440171419502
Position 52: 0.012196027163653174
Position 222: 0.011598646832903564
Position 163: 0.010605849804359307
Position 82: 0.0026150718610499484
Position 317: 0.0014164837095638966
Position 60: 0.0012452602396731578
Position 226: 0.0012135065897568844
Position 106: 0.00037340651963578596
Position 65: 0.00019710901994590883
Position 229: 0.00011522943171784088
Position 1828: 5.8893724439883326e-05
Position 3193: 2.124694420438544e-05
Position 3431: 1.1249526903095077e-05
Position 2444: 1.1204784275379091e-05
Position 1837: 1.1104725404824768e-05
Position 2440: 8.92529499659303e-06
Position 2448: 3.204249456644928e-06
Position 1029: 7.27088743663906e-07
Position 2370: 3.054531459063797e-07
Position 521: 1.0634290633881236e-07
Position 2121: 6.217960312882576e-08
Position 340: 4.674012666700933e-09
Position 13: 3.668230861622194e-13
Position 157: 9.970210165967701e-14
Position 160: 3.403854254219142e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10845: 0.9998814013292081
Position 9084: 0.9778755336740936
Position 369: 0.8148153700256786
Position 11069: 0.1656967521302542
Position 11288: 0.1644960928719849
Position 328: 0.1482418834986788
Position 11093: 0.12741357496540465
Position 304: 0.028623048258831406
Position 218: 0.00828756200121232
Position 2951: 0.00010556116821974289
Position 2264: 2.5219951501202014e-05
Position 3249: 2.275596634640911e-05
Position 668: 1.6873806594438582e-05
Position 1084: 1.3481647884123798e-05
Position 1282: 9.532378762254485e-06
Position 3502: 9.392940411831882e-06
Position 2144: 4.864585555847851e-06
Position 1037: 3.1061922480102693e-06
Position 1223: 2.916676842391609e-06
Position 2321: 2.888013037895959e-06
Position 605: 2.269658492889338e-06
Position 2019: 1.98461779886376e-06
Position 3788: 1.8565864912631938e-06
Position 1751: 1.310497326629221e-06
Position 1049: 8.886557230061535e-07
Position 1325: 3.6395207795882895e-07
Position 1241: 3.4547063169236166e-07
Position 103: 1.8512357643948025e-07
Position 401: 6.968054223201075e-08
Position 701: 5.476487271841992e-08
Position 113: 2.376410015730559e-08
Position 334: 9.600274284519334e-09
Position 238: 5.379289028514661e-09
Position 280: 1.1811422407816335e-09
Position 157: 5.812398366251241e-12
