Gene = ND-MLRQ
index = 1304
Annotated 5SS: [ 151  355 2277]
Annotated 3SS: [ 207 2130 6516]
SMsplice 5SS: [ 151  355 1742]
SMsplice 3SS: [ 207 1431 2130]
top_k =  100
Partition function (log Z): -8.197038028157955

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9787085575870907
Position 151: 0.8703077651064612
Position 1742: 0.40461857050838335
Position 44: 0.1367609351166766
Position 1961: 0.078159366303221
Position 2277: 0.07346023824839909
Position 579: 0.027627492647218012
Position 1847: 0.01931308918036675
Position 1863: 0.018294850053799536
Position 39: 0.015227122042094622
Position 2580: 0.012812789030552225
Position 1198: 0.011837033489208443
Position 746: 0.010548412702234966
Position 791: 0.010235938645623315
Position 2227: 0.008698922194639396
Position 1521: 0.008335689555247373
Position 1494: 0.007414093900329365
Position 2554: 0.003219266880263963
Position 608: 0.002954341608879883
Position 34: 0.00256994071688045
Position 706: 0.0024880499108917787
Position 1578: 0.0021061928332598828
Position 1206: 0.001005072591523342
Position 968: 0.0009001665001591513
Position 131: 0.00010349162308405121
Position 333: 5.3288545409059234e-05
Position 155: 3.5622748467442543e-05
Position 116: 3.061264069804467e-05
Position 9: 1.2770134416386453e-05
Position 60: 9.891198256343516e-06
Position 122: 9.401495042093876e-06
Position 555: 7.460789169830811e-06
Position 19: 3.2282345198705045e-06
Position 100: 1.4738062355621913e-06
Position 62: 1.1033632047290276e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.8734464673881884
Position 2130: 0.6340264376857082
Position 1431: 0.542487787030335
Position 5290: 0.23991002977774845
Position 103: 0.13018214559150676
Position 6516: 0.0861039217626781
Position 454: 0.044734900193600415
Position 4337: 0.041090743564192574
Position 1846: 0.01517689535132248
Position 618: 0.014627168211610572
Position 920: 0.014429130141940178
Position 2647: 0.012812789030552225
Position 2323: 0.008712622237942912
Position 2290: 0.008698922194639386
Position 2817: 0.008374994493621843
Position 666: 0.006152724106903978
Position 647: 0.004985965577632459
Position 115: 0.004920401371708327
Position 577: 0.0032590402499390425
Position 2612: 0.003219266880263963
Position 1478: 0.0031866634917479203
Position 1605: 0.002946091685989203
Position 1573: 0.002911150534592253
Position 552: 0.0010709607787145149
Position 148: 0.0003439947768464834
Position 173: 2.9690270803552382e-05
Position 408: 1.6698504809272344e-05
Position 558: 5.318351291440623e-06
Position 413: 4.329147488499736e-06
Position 131: 2.642278048043706e-06
Position 235: 1.3562347736587215e-06
Position 331: 5.3572537783871376e-12
Position 333: 2.5266535479197934e-12
