Gene = Eaf6
index = 1146
Annotated 5SS: [214 495 749]
Annotated 3SS: [280 616 834]
SMsplice 5SS: [214 495 749]
SMsplice 3SS: [280 616 834]
top_k =  100
Partition function (log Z): 6.130940075255962

Sorted 5' Splice Sites (High to Low Probability):
Position 749: 0.9983482706635254
Position 495: 0.9935698505048071
Position 214: 0.9658817842166391
Position 499: 0.0011579340329470008
Position 1033: 0.0010782409534833318
Position 565: 0.0007024736748969653
Position 1070: 0.0004680720718728809
Position 533: 0.0003107511590386809
Position 563: 9.734890604108347e-05
Position 463: 9.57316455608125e-05
Position 433: 5.330950375725989e-05
Position 597: 3.1950300312075294e-05
Position 967: 2.0905927476022877e-05
Position 1031: 6.276734547768146e-06
Position 83: 6.1468603804557616e-06
Position 518: 5.4600577643331755e-06
Position 898: 5.135197162367159e-06
Position 520: 4.464710590875149e-06
Position 177: 2.85624619868701e-06
Position 531: 1.8092512388124898e-06
Position 349: 1.7475955529669427e-06
Position 346: 1.2975303789715753e-06
Position 988: 1.131710695597281e-06
Position 91: 5.294396628654297e-07
Position 10: 3.8182196913395345e-07
Position 123: 3.274612696263413e-07
Position 40: 1.8603796654864227e-07
Position 18: 1.725900046493226e-07
Position 801: 7.354309690821491e-10
Position 265: 1.4307146167991905e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 834: 0.9992028493149667
Position 280: 0.9594654177557549
Position 616: 0.8698115886266615
Position 583: 0.09514027744200257
Position 561: 0.014504833158369052
Position 545: 0.010057626659376711
Position 655: 0.003708943434904628
Position 307: 0.003036651496017604
Position 558: 0.00170285379513576
Position 1125: 0.0011572011247835581
Position 687: 0.0009732314078896202
Position 397: 0.000617108107426693
Position 672: 0.000522427462282853
Position 335: 0.0004108412465274135
Position 662: 0.0003816544449457869
Position 1102: 0.0003694096012543208
Position 346: 0.00019411057169577232
Position 796: 0.0001535720478176527
Position 898: 0.0001303600774363271
Position 1111: 7.796238819615725e-05
Position 967: 6.137356112375068e-05
Position 862: 5.297520077164878e-05
Position 301: 3.937329020628869e-05
Position 867: 2.4571234192768923e-05
Position 629: 2.1260778420038866e-05
Position 412: 1.279532258399975e-05
Position 801: 8.142021112513589e-06
Position 151: 5.069458286030458e-06
Position 621: 3.627414525850179e-06
Position 857: 2.854346643758214e-06
Position 421: 1.1512105331298991e-06
Position 468: 8.332308357427258e-07
Position 463: 6.141952271181212e-07
Position 247: 4.429675934700057e-07
Position 95: 3.1664288928346085e-07
Position 114: 7.969373768071534e-08
Position 433: 3.061528962968769e-08
Position 123: 2.7377178609522207e-08
Position 439: 2.302510809858789e-08
Position 83: 2.0126475849700208e-08
Position 376: 1.3996558775063239e-08
Position 322: 1.083062813950918e-08
Position 137: 1.0064310127922968e-08
Position 120: 5.534120221762426e-09
Position 442: 1.1237497036919419e-09
Position 337: 1.0867303725436422e-09
Position 52: 8.937819616678234e-10
Position 177: 8.499262193356113e-10
Position 71: 8.355934259257512e-10
Position 368: 1.310365432361228e-10
Position 448: 1.249626409699705e-10
Position 195: 7.980628758114814e-11
Position 726: 4.4814579310389714e-11
Position 198: 3.943423024103619e-11
Position 201: 2.9537968818713e-11
