Gene = Nle
index = 1323
Annotated 5SS: [1033 1442 1624]
Annotated 3SS: [1090 1496 1682]
SMsplice 5SS: [1033 1442 1624]
SMsplice 3SS: [1090 1496 1682]
top_k =  100
Partition function (log Z): 5.409413302875052

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9977578419310491
Position 1033: 0.9915342328878511
Position 1442: 0.981081411194825
Position 1212: 0.039744646757427754
Position 369: 0.00578928418017327
Position 483: 0.004367230654002508
Position 1305: 0.0040296015402143115
Position 825: 0.00274001221151112
Position 542: 0.0026328453507528976
Position 311: 0.002589441362248929
Position 1334: 0.002562711222854962
Position 1273: 0.0013443173873457488
Position 1613: 0.0013338676577731197
Position 1309: 0.001279206740092426
Position 939: 0.00123142803643067
Position 205: 0.0012306769322739939
Position 1024: 0.0009432128909283263
Position 581: 0.0009168296840576899
Position 551: 0.0007546527838700886
Position 1450: 0.00043431336652455173
Position 491: 0.00031848148030261893
Position 448: 0.00029548774322117946
Position 634: 0.0002954370584845215
Position 469: 0.0002710138626664723
Position 330: 0.00025775135857398113
Position 532: 0.0002245618147430945
Position 768: 0.00021528960864820924
Position 1389: 0.0002016579698780683
Position 20: 0.0001590615202108964
Position 1628: 0.00015500864740453866
Position 996: 0.00014879034538379713
Position 344: 0.00012646234057667318
Position 378: 9.19359379532313e-05
Position 1634: 7.892899665889447e-05
Position 360: 6.051480543108455e-05
Position 1381: 5.840074059022818e-05
Position 1147: 5.191491846286733e-05
Position 463: 4.335491765885604e-05
Position 420: 4.157717860592864e-05
Position 1243: 2.687073374896367e-05
Position 1255: 2.3343303410662575e-05
Position 342: 2.1488609026284463e-05
Position 1599: 1.4257590849747576e-05
Position 1246: 1.4010108731641315e-05
Position 1166: 1.3809575684956541e-05
Position 1338: 1.0857668902444618e-05
Position 1589: 8.384476054524876e-07
Position 698: 4.6083616357839814e-07
Position 658: 3.8426904690955125e-07
Position 1642: 2.6996333755678625e-07
Position 1363: 1.3787401871998451e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.999130991829577
Position 1496: 0.9962131106304738
Position 1090: 0.9528692382315509
Position 1104: 0.03872711821202241
Position 1278: 0.025300395402128143
Position 867: 0.008701049860772617
Position 439: 0.006352148299895781
Position 1368: 0.00583161931515004
Position 531: 0.005328244396546285
Position 1305: 0.0016638827830253583
Position 876: 0.001538265561778947
Position 1076: 0.001277527543761671
Position 1128: 0.0008358276133206504
Position 1309: 0.0007706402543864902
Position 1510: 0.0005639999204589987
Position 1503: 0.0005238116485020374
Position 507: 0.000478631456974163
Position 1119: 0.00040443598618867323
Position 1001: 0.00022378335825284356
Position 1516: 0.00019355304557282265
Position 1721: 0.0001855503868199053
Position 74: 0.00015905944937140434
Position 356: 0.0001045090837435132
Position 1528: 9.826194390568397e-05
Position 1732: 2.4839326033353222e-05
Position 1467: 1.600284430862644e-05
Position 1740: 2.1595026225898337e-06
Position 1095: 8.782657125369567e-07
Position 1662: 4.6058373217120833e-07
Position 378: 2.1041468266768955e-09
Position 83: 2.0708394920437427e-09
