Gene = fry
index = 1708
Annotated 5SS: [  332  8993  9395 10853 11155 11402 13548 15027 15242 15483 15741 15938
 16161 18462 35676 35896 36076 36281 36518 36696 37097 42849 43423 44417
 45082 46139 46446 46871]
Annotated 3SS: [ 7394  9053  9464 10922 11218 13403 14858 15091 15312 15585 15826 16005
 18297 35555 35761 35976 36145 36345 36589 36760 41269 42915 43789 45033
 45178 46199 46503 46929]
SMsplice 5SS: [  332  8993  9395 10853 11155 11402 13548 15027 15242 15483 15741 15938
 16161 18462 35676 35896 36076 36281 36518 36696 37097 41595 42849 43030
 43423 44417 46139 46446 46871 47116]
SMsplice 3SS: [ 7394  9053  9464 10922 11218 13403 14858 15091 15312 15585 15826 16005
 18297 35555 35761 35976 36145 36345 36589 36760 41269 42759 42915 43094
 43789 45178 46199 46503 46929 47174]
top_k =  100
Partition function (log Z): 89.45642202746485

Sorted 5' Splice Sites (High to Low Probability):
Position 16161: 1.0000000000000133
Position 18462: 1.000000000000012
Position 36696: 0.9999966705101865
Position 11402: 0.9999784864252738
Position 35676: 0.9998387749994858
Position 36076: 0.9994656105769139
Position 11155: 0.9991173020310998
Position 37097: 0.9990412244882739
Position 8993: 0.9985443410718934
Position 42849: 0.9969915442462671
Position 36518: 0.9965784335947905
Position 35896: 0.9939092261858323
Position 46446: 0.9934660926209832
Position 36281: 0.9919386150177802
Position 15938: 0.9894281298499854
Position 15242: 0.9892237618132641
Position 43423: 0.985483876793483
Position 15027: 0.98541095115728
Position 46871: 0.9782888658710139
Position 10853: 0.9754996086597366
Position 332: 0.9737680172864696
Position 9395: 0.9700558651478326
Position 46139: 0.9373593593598508
Position 15483: 0.9080170734820543
Position 44417: 0.8113272297668817
Position 41595: 0.7197525257447628
Position 13548: 0.6309509492887013
Position 43030: 0.6264753685147116
Position 47116: 0.5820661778525626
Position 45082: 0.5518986338010612
Position 15745: 0.44174354987341413
Position 38376: 0.41630466625695356
Position 9762: 0.21784940964170083
Position 9683: 0.21006563077025076
Position 18130: 0.148662625662742
Position 15772: 0.12080094857550214
Position 47208: 0.08138328053587972
Position 41420: 0.07162585892084525
Position 38861: 0.06742543439105946
Position 7523: 0.06167400874479959
Position 9969: 0.05677191464812482
Position 9586: 0.052830971864118226
Position 46717: 0.04589117851395034
Position 955: 0.04416844087457616
Position 9725: 0.04401208527611926
Position 15431: 0.039443522420416946
Position 17094: 0.03870560505605586
Position 39795: 0.03277080851062025
Position 13238: 0.03131722772688538
Position 9823: 0.029984476797438903
Position 9334: 0.027847492473900847
Position 44465: 0.02332060233188397
Position 44352: 0.02319664090634354
Position 3051: 0.01851530606392106
Position 17272: 0.017556844131573657
Position 3150: 0.017191482792097302
Position 7773: 0.015378850052105267
Position 3086: 0.014912299110447036
Position 44700: 0.014804252245967167
Position 47204: 0.01058734421765321
Position 15725: 0.009265097171417248
Position 4303: 0.008763664754550734
Position 43212: 0.008721249053300207
Position 47123: 0.007398810831604542
Position 37374: 0.007243322390181584
Position 9308: 0.006211855168345047
Position 9739: 0.005898841892110648
Position 9582: 0.005463188153778086
Position 9827: 0.005258847392586164
Position 47174: 0.0046928493001348595
Position 15237: 0.0045942950390830675
Position 12417: 0.0042053530298555705
Position 47100: 0.003834376416958255
Position 15235: 0.003817207746368124
Position 39105: 0.003345817299022943
Position 43516: 0.0029284802541781597
Position 47145: 0.002679433273778076
Position 43711: 0.0026099813165487884
Position 36522: 0.002548309655142917
Position 43306: 0.0022434553944099653
Position 9706: 0.0022029418194335726
Position 873: 0.001882823657365246
Position 36301: 0.0016533982635716091
Position 43675: 0.0013648113205129036
Position 9399: 0.0013043024473292273
Position 46725: 0.0012341059717724686
Position 36239: 0.001176722860788816
Position 46850: 0.0008510989666956184
Position 37068: 0.0007400545750310162
Position 36221: 0.0006877308420461177
Position 25: 0.000661531898668814
Position 43379: 0.000636907478130902
Position 46329: 0.0006136462316510367
Position 11131: 0.0005728900578725006
Position 43312: 0.0005545415167052135
Position 35861: 0.0005413379736097127
Position 45830: 0.0005013278519613992
Position 45294: 0.0004610379785360486
Position 10406: 0.00045910717583108455
Position 45273: 0.0004099281930102134
Position 15195: 0.00040571115616267275
Position 15792: 0.00038134278486069175
Position 15192: 0.0003663218375492422
Position 11134: 0.00024660132416616813
Position 37084: 0.00021872088002120708
Position 36285: 0.00016216876057816612
Position 9332: 0.00013799198193952238
Position 36290: 6.90353483432705e-05
Position 11735: 6.442058419947967e-05
Position 36844: 4.432070574597504e-05
Position 9832: 3.733852950990856e-05
Position 9244: 3.5397940833102126e-05
Position 11159: 2.989679483461245e-05
Position 9375: 2.6093648938874593e-05
Position 11141: 2.435834877634838e-05
Position 9590: 1.4415360000481538e-05
Position 36509: 1.1559853051933856e-05
Position 45516: 8.470747367675832e-06
Position 36960: 7.801569783463697e-06
Position 42991: 7.30267242716702e-06
Position 11427: 7.117087214707392e-06
Position 11139: 4.970965346360226e-06
Position 11169: 3.976626434914592e-06
Position 49: 3.094557227545551e-06
Position 36020: 2.1584467475790586e-06
Position 323: 2.0280311268307593e-06
Position 37157: 1.8129382663145187e-06
Position 846: 1.0413800043376271e-06
Position 843: 8.09638153490079e-07
Position 9186: 4.3550850547388665e-07
Position 46809: 2.58854410604859e-07
Position 11537: 8.207065479678522e-08
Position 11507: 3.8427819630819e-08
Position 11550: 3.518163382507637e-08
Position 36700: 1.1076365124887704e-09
Position 36103: 1.6190812619833848e-10
Position 37088: 5.668411216505692e-11
Position 11377: 3.9296797721711913e-11
Position 36853: 2.3209325429753707e-11
Position 36828: 8.88987395041592e-12
Position 11325: 4.503587202330258e-12
Position 11395: 3.213498173327455e-12
Position 36729: 8.548960956375434e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 35555: 1.000000000000012
Position 18297: 1.0000000000000093
Position 41269: 1.0000000000000044
Position 11218: 0.9999999930893427
Position 43789: 0.9998123168958599
