Gene = qua
index = 1852
Annotated 5SS: [ 5407  7516  7778  8752  9807 10069]
Annotated 3SS: [ 7305  7574  7826  8807  9870 10133]
SMsplice 5SS: [  474  7516  7778  8752  9807 10069]
SMsplice 3SS: [ 7305  7574  7838  8807  9870 10133]
top_k =  100
Partition function (log Z): 6.418191555928125

Sorted 5' Splice Sites (High to Low Probability):
Position 8752: 0.9967325681687034
Position 10069: 0.9903705575232616
Position 7516: 0.9888717108325301
Position 9807: 0.9815403188117275
Position 7778: 0.9787025138537312
Position 474: 0.9249723002738223
Position 1356: 0.19374619612779356
Position 831: 0.10726877796952423
Position 9301: 0.07796107493630298
Position 10328: 0.0750544445985115
Position 9421: 0.0740510441757374
Position 9061: 0.022244925324210112
Position 9436: 0.015490480140092003
Position 7481: 0.006615782932521139
Position 8957: 0.005570276195372097
Position 8455: 0.003555422304733354
Position 8739: 0.003227046513392396
Position 274: 0.002118892979130447
Position 918: 0.0020529952363556874
Position 8359: 0.0015510421771845317
Position 603: 0.0014245618722580425
Position 7596: 0.001251883000904605
Position 8167: 0.000954385885508088
Position 10331: 0.0008490782484803389
Position 598: 0.0005587824272385236
Position 7771: 0.0004952984298221238
Position 202: 0.00040767322731063093
Position 10271: 0.0003978592038231465
Position 114: 0.0002408412340008551
Position 7741: 0.00020376186692307397
Position 9433: 0.0001961251526171157
Position 308: 0.00018074565196633658
Position 10073: 0.00017150587005129635
Position 666: 0.0001676779715248162
Position 318: 0.00016759552836846436
Position 10287: 0.0001457139485496357
Position 10278: 6.676623980930359e-05
Position 9034: 4.6051668197874e-05
Position 131: 3.7689106640101315e-05
Position 299: 3.5421305124199544e-06
Position 28: 3.4144507366829653e-06
Position 33: 3.154589973341385e-06
Position 330: 2.4975138723983123e-06
Position 209: 2.11703324242051e-06
Position 9999: 1.3099741074595776e-06
Position 7757: 1.1603230829683215e-06
Position 86: 7.045056640823153e-07
Position 104: 5.541224970746193e-07
Position 343: 3.8168853064988654e-07
Position 811: 3.446068018500443e-07
Position 40: 3.093616914944614e-07
Position 122: 2.438026208487192e-07
Position 8677: 2.4268823657580523e-07
Position 8686: 2.3773973086815454e-07
Position 144: 2.058877434667312e-07
Position 8180: 1.9852959526855204e-07
Position 174: 1.6988490621921193e-07
Position 7638: 1.2024699557655255e-07
Position 164: 3.170071857573154e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7574: 0.9968898944129947
Position 9870: 0.9953146018623582
Position 10133: 0.984129708987402
Position 7838: 0.979055403589077
Position 8807: 0.8540607114801786
Position 7305: 0.5484174844647202
Position 7338: 0.44806374691112394
Position 892: 0.17168881084840698
Position 8829: 0.14387237643179115
Position 10375: 0.07576791617360369
Position 9481: 0.0543124373523321
Position 9348: 0.05072859573721509
Position 9715: 0.028863475925293213
Position 810: 0.01958382473940039
Position 9536: 0.017752269350684222
Position 547: 0.015278197743035741
Position 9115: 0.009081308383813476
Position 9160: 0.008474471217155437
Position 9379: 0.00846215740565014
Position 636: 0.006505425559962363
Position 9002: 0.005376492489025118
Position 983: 0.004390729556838499
Position 10164: 0.004279508731426956
Position 645: 0.004131452169228495
Position 534: 0.003663982167859576
Position 8526: 0.0035551445902714516
Position 10386: 0.0025182414874730945
Position 421: 0.0021820618872242033
Position 7544: 0.0019878411514861957
Position 602: 0.0018704417288801518
Position 8430: 0.0015189945680347075
Position 1023: 0.0012886419652301943
Position 658: 0.0010050236591940466
Position 8235: 0.0009501438020093962
Position 7679: 0.0008361702232268593
Position 663: 0.0007791750756969812
Position 676: 0.0007507507680465108
Position 8005: 0.0007076065834075008
Position 9971: 0.0005108306533841371
Position 10247: 0.00036265686851104275
Position 8867: 0.0002866450291604582
Position 7826: 0.00018407164163618283
Position 707: 0.00014755842700911107
Position 390: 5.650490677399224e-05
Position 830: 1.1644652838314194e-05
Position 273: 1.0409667600995342e-05
Position 245: 6.426263929555446e-06
Position 426: 4.410026820816381e-06
Position 343: 4.204019882375139e-06
Position 326: 2.7250515881461925e-06
