Gene = Mnn1
index = 1281
Annotated 5SS: [ 856 1374 2025 2898]
Annotated 3SS: [ 922 1562 2091 4664]
SMsplice 5SS: [ 856 1374 2025 2898 4419 4608]
SMsplice 3SS: [1046 1562 2091 4261 4497 4664]
top_k =  100
Partition function (log Z): 1.734888479673832

Sorted 5' Splice Sites (High to Low Probability):
Position 2898: 0.9993564941934847
Position 2025: 0.9978745332696397
Position 856: 0.9731757159337889
Position 1374: 0.9114876847282047
Position 4419: 0.7510833359618668
Position 4608: 0.6635464242836915
Position 2543: 0.31432528437716134
Position 5217: 0.2947161346549394
Position 4452: 0.16913111712524206
Position 236: 0.12216090356191489
Position 5464: 0.06706928257569482
Position 1350: 0.06642565952622119
Position 5480: 0.05592286934791962
Position 5417: 0.05014746972125297
Position 2683: 0.04087034956009466
Position 644: 0.03019932140848004
Position 3448: 0.016399725263939513
Position 2373: 0.014543326995492033
Position 2604: 0.010713493632696783
Position 2311: 0.009173056638149688
Position 2547: 0.00402831686606043
Position 1378: 0.00351526720469799
Position 1715: 0.003226838976349188
Position 2584: 0.0029109517998643563
Position 1703: 0.002513949813235099
Position 1491: 0.0021921228273597735
Position 2467: 0.0021258180561951052
Position 825: 0.002045708684246535
Position 2569: 0.001682317266077625
Position 2563: 0.0016393571185465245
Position 2187: 0.0014301572020437021
Position 1724: 0.0012701892937867368
Position 4410: 0.0012599937649730945
Position 91: 0.0007011214490422836
Position 43: 0.000635138106775751
Position 1005: 0.0005101493823298014
Position 2342: 0.00037728365710770284
Position 319: 0.0003498883129186289
Position 2321: 0.00031439716265985423
Position 860: 0.0002806883520542821
Position 877: 0.00023946360378603322
Position 559: 0.0001990303166185591
Position 590: 0.00017568873217261666
Position 1019: 0.000162452846427812
Position 1907: 5.590835097647227e-05
Position 247: 2.6975127037283947e-05
Position 330: 2.0913224227568026e-05
Position 353: 1.9621926829306605e-05
Position 1186: 1.0323131985334015e-06
Position 218: 2.51121400745873e-07
Position 240: 2.026894347904232e-07
Position 229: 1.464047039561504e-07
Position 80: 1.0959846291911134e-07
Position 374: 9.559405151205928e-08
Position 64: 8.215480795505363e-08
Position 17: 5.330902504734959e-08
Position 864: 7.965476458401976e-09
Position 10: 1.0727846465459954e-09
Position 95: 3.683216762475544e-10
Position 19: 2.5024282089684742e-11
Position 120: 2.4329334291393633e-11
Position 183: 2.817458482051302e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2091: 0.972530791933713
Position 4664: 0.8341553113911104
Position 4261: 0.8303884784569872
Position 1562: 0.7910651898187059
Position 1046: 0.5360859891686444
Position 4497: 0.430787235318501
Position 922: 0.4256666988912566
Position 2734: 0.42306436767636535
Position 5278: 0.3376710088788305
Position 4515: 0.18614157308684717
Position 5536: 0.16434676705353782
Position 1442: 0.10360880017235133
Position 4576: 0.07694915296354424
Position 692: 0.07579030883410989
Position 1604: 0.06775952807606302
Position 3004: 0.045503076205361544
Position 4291: 0.0270163375562288
Position 292: 0.02405238743030093
Position 4037: 0.023435503142002993
Position 4058: 0.020803757244196815
Position 5253: 0.01926322800890985
Position 1522: 0.018940760810009442
Position 3537: 0.018428524511801585
Position 424: 0.01787489943029598
Position 1085: 0.014748170785424397
Position 1788: 0.012199266308378223
Position 3073: 0.011423262315969369
Position 5558: 0.008792854591329507
Position 3361: 0.008704534322805605
Position 1088: 0.007098567582604769
Position 1122: 0.006086247814530151
Position 315: 0.005190518756537323
Position 3022: 0.0048215518943485755
Position 3709: 0.004525408388992881
Position 3679: 0.004324885229328324
Position 3896: 0.003826987280116961
Position 2393: 0.0032574851439547328
Position 4754: 0.0031785260616357582
Position 2717: 0.0027658977331783234
Position 319: 0.002476776763733435
Position 3926: 0.002417065787423628
Position 590: 0.0020656439060205956
Position 1125: 0.0019369863354018538
Position 3145: 0.00167229882238742
Position 476: 0.0009573701059625001
Position 1590: 0.0008128621727555966
Position 2173: 0.0008002437509052586
Position 719: 0.0007703384675590059
Position 490: 0.0007456435298561156
Position 1538: 0.0007140479193550897
Position 1186: 0.000641102888959328
Position 479: 0.0006274221192092943
Position 1051: 0.0005555584417128693
Position 976: 0.0004918142979212337
Position 139: 0.00039009205114508326
Position 1752: 0.00038422727817427133
Position 1642: 0.00037831954202737546
Position 1648: 0.0002926406776098176
Position 722: 0.0002694535433595909
Position 736: 0.00016403022872458776
Position 700: 9.087807117001203e-05
Position 3162: 6.287030295151801e-05
Position 602: 5.316268903191425e-05
Position 805: 4.932322736101976e-05
Position 759: 4.1267995447857224e-05
Position 498: 2.8903423374492078e-05
Position 553: 2.1996416857982145e-05
Position 2305: 1.719800069191736e-05
Position 389: 1.2306806434937217e-05
Position 933: 1.0778576079636323e-05
Position 948: 7.407737660721065e-06
Position 203: 2.0142125207659836e-09
Position 218: 5.321094508463031e-10
Position 229: 1.3549076588569608e-10
Position 175: 2.2905127867887047e-13
