Gene = fok
index = 1704
Annotated 5SS: [493]
Annotated 3SS: [2054]
SMsplice 5SS: [493]
SMsplice 3SS: [5597]
top_k =  100
Partition function (log Z): -8.307958484457714

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.8290357862625857
Position 1996: 0.5938261932396423
Position 2284: 0.5542411194548882
Position 1656: 0.5064542618860715
Position 2282: 0.1727033637387793
Position 1947: 0.07588698970900556
Position 1243: 0.07090968891678584
Position 3136: 0.06513209186922961
Position 758: 0.05679648734384433
Position 3589: 0.04443288440200249
Position 4335: 0.028132288625421605
Position 433: 0.009518841628164677
Position 1428: 0.004946162915495143
Position 1677: 0.0025916865256779484
Position 925: 0.0024519830977340145
Position 1020: 0.0015633411498105394
Position 2394: 0.0011744691842670726
Position 996: 0.000415968847989089
Position 1660: 0.00011007818328292169
Position 147: 9.480155807140555e-05
Position 1247: 8.01470755365693e-05
Position 125: 6.71112731179125e-05
Position 198: 4.964862220374308e-05
Position 932: 3.9957060227364725e-05
Position 111: 3.782929080534068e-05
Position 164: 2.361913292044847e-05
Position 128: 4.363971720479933e-06
Position 281: 1.7063819258348948e-06
Position 94: 3.039233655472725e-07
Position 7: 7.846610552171666e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2054: 0.8433286381206023
Position 5597: 0.8143674308642394
Position 1813: 0.5294622502281829
Position 1481: 0.2921753851280423
Position 1798: 0.1525927531262077
Position 3206: 0.09235155466631279
Position 2654: 0.05083939280476082
Position 993: 0.04300112371312308
Position 1581: 0.04009778153886869
Position 1084: 0.036440766285906444
Position 4256: 0.02469049601470473
Position 1456: 0.020049789862615953
Position 1173: 0.014133678632907215
Position 2627: 0.012703520402334797
Position 1384: 0.011235092406337353
Position 1319: 0.01031814606678056
Position 1122: 0.00615326375938536
Position 2355: 0.004552546338401607
Position 1759: 0.004398304117926531
Position 1465: 0.0037548371489853232
Position 1774: 0.0030538465738129523
Position 1284: 0.0028741332236197946
Position 3054: 0.0027352835654504467
Position 1497: 0.0021940943221414526
Position 1534: 0.002065752071946672
Position 816: 0.0005266418405022636
Position 328: 0.0002794626202362343
Position 891: 0.00012989988580952677
Position 689: 6.867694172574883e-05
Position 844: 4.3883632598712806e-05
Position 715: 4.2993975322285046e-05
Position 1301: 4.078735504116295e-05
Position 1431: 1.2268922807177981e-05
Position 720: 8.629922481476242e-06
Position 995: 7.656699851950436e-08
Position 1138: 7.108955461909847e-08
