Gene = RpL14
index = 1435
Annotated 5SS: [ 32 410 837]
Annotated 3SS: [ 307  641 1096]
SMsplice 5SS: [410 837]
SMsplice 3SS: [ 641 1096]
top_k =  100
Partition function (log Z): 2.2684579056080167

Sorted 5' Splice Sites (High to Low Probability):
Position 410: 0.9881818256253506
Position 837: 0.9801586575237257
Position 32: 0.16383395048698268
Position 132: 0.11822682503029687
Position 136: 0.02898887962520645
Position 1319: 0.017503932826800676
Position 1294: 0.01285905591010892
Position 798: 0.007845292155923878
Position 871: 0.005590819632255182
Position 167: 0.005346487243237111
Position 215: 0.003195688519536639
Position 48: 0.003144676506897431
Position 573: 0.0025959278468476897
Position 20: 0.001529704831939131
Position 149: 0.0014693515195298257
Position 809: 0.001370063690376928
Position 147: 0.0012604668772263168
Position 209: 0.0007475592646597269
Position 72: 0.0007252075105943531
Position 455: 0.0006150962365490443
Position 175: 0.0006063085284350725
Position 841: 0.0004506686876423941
Position 218: 0.0004373620548821651
Position 879: 0.00024495806309182504
Position 414: 0.00022000884167902774
Position 648: 0.0002151788943067066
Position 62: 0.00019108206776039064
Position 889: 9.45885420595169e-05
Position 86: 7.202375837255816e-05
Position 434: 6.244841205210565e-05
Position 600: 5.086010867143116e-05
Position 140: 4.437867082143125e-05
Position 221: 4.141447837335883e-05
Position 1269: 3.8430654519032576e-05
Position 429: 1.2344320607420405e-06
Position 501: 1.7266971219194173e-07
Position 26: 4.612849511249954e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1096: 0.9897556172766752
Position 641: 0.9711025101302174
Position 307: 0.28993891560982377
Position 1377: 0.030355132710075373
Position 209: 0.020074983532121345
Position 497: 0.01622030420067954
Position 83: 0.010180449084938955
Position 680: 0.006089844384496365
Position 1129: 0.0023947793858583874
Position 924: 0.0021528379611872985
Position 1056: 0.002138445499753092
Position 713: 0.0014142935382606178
Position 1032: 0.0014053476685294863
Position 974: 0.0011100184949225191
Position 688: 0.0009607703083781768
Position 548: 0.0007066286005956816
Position 651: 0.0005073291532176577
Position 544: 0.0003656617336681752
Position 725: 0.00030897415097089193
Position 165: 0.00030178176639533835
Position 156: 0.0001690346821766335
Position 1351: 6.624412553990489e-05
Position 346: 5.482937032506787e-05
Position 606: 4.475137639881154e-05
Position 367: 3.6320467672000835e-05
Position 234: 2.7761959861206784e-05
Position 101: 2.6015506656036577e-05
Position 124: 2.3383858294342767e-05
Position 408: 1.5215782787113545e-05
Position 1365: 1.2027262739000951e-05
Position 524: 2.6908196650429616e-07
Position 162: 9.097488622168258e-08
Position 136: 6.221825699004055e-08
Position 1036: 1.9986549763587937e-09
