Gene = Mon1
index = 1284
Annotated 5SS: [703 919]
Annotated 3SS: [766 972]
SMsplice 5SS: [703 919]
SMsplice 3SS: [766 972]
top_k =  100
Partition function (log Z): 0.631882988055486

Sorted 5' Splice Sites (High to Low Probability):
Position 703: 0.9988012020480627
Position 919: 0.9849140132209255
Position 557: 0.3216140393321145
Position 1134: 0.011507380542130343
Position 904: 0.006755497149239816
Position 1191: 0.0027075186060689775
Position 1461: 0.0024906654646427383
Position 23: 0.002073087998523265
Position 1265: 0.0012674223605624424
Position 37: 0.0011754708024960597
Position 907: 0.0011287261076271462
Position 1092: 0.0010705655600955347
Position 438: 0.0007018569580161487
Position 246: 0.000614196997710076
Position 136: 0.0005663282786583248
Position 1739: 0.0005563071285805025
Position 127: 0.00013056403754508865
Position 707: 4.733014842645359e-05
Position 116: 2.6576616755760623e-05
Position 34: 2.0434024069530397e-05
Position 187: 2.018975287342311e-05
Position 540: 1.3516935008139995e-05
Position 542: 4.422067389323995e-06
Position 675: 3.4739404360392283e-06
Position 910: 2.0400656527131565e-06
Position 1148: 6.409763584449427e-07
Position 677: 5.404299105809887e-07
Position 1250: 3.898507384045427e-07
Position 1101: 2.1537097752964748e-07
Position 878: 1.5171953877911748e-07
Position 890: 1.0868155407427067e-07
Position 160: 9.262214896341033e-08
Position 94: 6.434365634845213e-08
Position 131: 5.76318616720035e-08
Position 349: 5.1444861314290616e-08
Position 1094: 1.1754239869877223e-08
Position 650: 4.0113291041195086e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 766: 0.9991807429704219
Position 972: 0.9787777362477976
Position 636: 0.304539308283248
Position 616: 0.017426955734155973
Position 1194: 0.01456876253491469
Position 1460: 0.00870405292333311
Position 1537: 0.0029089241193530025
Position 1054: 0.0027160073615651015
Position 1359: 0.0023808442266890226
Position 550: 0.0017634046887182752
Position 82: 0.001469563810483153
Position 1250: 0.0012945926980511596
Position 94: 0.0006942452919944845
Position 1064: 0.0004953823212689087
Position 1815: 0.00029590871739430244
Position 1888: 0.000260398411186201
Position 119: 0.00021444775600837785
Position 827: 0.00011909770739252043
Position 663: 9.106414171196368e-05
Position 206: 8.805185262224112e-05
Position 303: 7.767125899619779e-05
Position 294: 2.806904248790203e-05
Position 685: 2.787036870709938e-05
Position 660: 2.219435076249833e-05
Position 208: 1.9713149574160833e-05
Position 868: 1.2596332399873986e-05
Position 124: 8.207411011867998e-06
Position 246: 8.054750038757047e-06
Position 167: 5.944874308486232e-06
Position 116: 5.482806937007864e-06
Position 477: 4.308105528221593e-06
Position 853: 1.555789231751892e-06
Position 264: 1.5267373377454906e-06
Position 223: 1.0392044244210972e-06
Position 319: 8.767181556043753e-07
Position 904: 2.769371249237005e-07
Position 850: 2.30481884273234e-07
Position 173: 4.085227466015388e-08
