Gene = Trl
index = 1567
Annotated 5SS: [3208 4146 6965 7419 7839]
Annotated 3SS: [3718 6498 7082 7577 9273]
SMsplice 5SS: [ 482 4146 6965 7419 7716]
SMsplice 3SS: [ 3718  6498  7082  7577 11004]
top_k =  100
Partition function (log Z): 2.5449567373988184

Sorted 5' Splice Sites (High to Low Probability):
Position 7419: 0.9853200498188124
Position 6965: 0.9724126642245036
Position 4146: 0.9360904834358845
Position 7716: 0.9288321362252595
Position 1407: 0.2995973287628245
Position 227: 0.25524414482306546
Position 8351: 0.20053450874919407
Position 991: 0.19211887901194277
Position 83: 0.13377244966564275
Position 486: 0.12434150290134477
Position 55: 0.09944315815749107
Position 309: 0.09690496439262372
Position 2167: 0.09160017090754169
Position 5799: 0.07407690307616192
Position 372: 0.07316693982247759
Position 6589: 0.05381449974531052
Position 360: 0.022942583069896542
Position 8468: 0.022378814454416515
Position 330: 0.01779374620956105
Position 7244: 0.015034607576883763
Position 7035: 0.01401835341975285
Position 115: 0.010827714181570578
Position 9901: 0.009844536636484038
Position 2373: 0.007651279925189804
Position 5745: 0.005789672590135496
Position 9738: 0.004385709695723987
Position 62: 0.003868552780564063
Position 1420: 0.0036939808400586705
Position 6949: 0.0031653588114097016
Position 1187: 0.0022657725247495937
Position 949: 0.0016013237535591786
Position 1749: 0.001053771144155748
Position 7725: 0.001032566234595014
Position 511: 0.0005120250890074106
Position 7286: 0.0003257716780629046
Position 7172: 0.0002516133821676583
Position 6986: 0.0002297252585501506
Position 12: 0.00015783575907808695
Position 7458: 0.0001384025167377647
Position 16: 6.772100772868791e-05
Position 537: 5.343396994026343e-05
Position 7435: 2.9905236832107354e-05
Position 7839: 2.3930151274946393e-05
Position 8250: 9.28226944898818e-06
Position 7908: 6.921938111986076e-06
Position 6793: 1.9584508877409567e-06
Position 6907: 1.6870837959603226e-06
Position 156: 6.100222152366448e-07
Position 267: 1.6117813293102356e-07
Position 163: 1.2428990848794036e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6498: 0.9996053074852873
Position 7577: 0.9916389759162214
Position 7082: 0.9854064054357994
Position 3718: 0.9345030824005527
Position 11004: 0.5344884852502134
Position 8416: 0.2066891832148756
Position 144: 0.1583738574250992
Position 1321: 0.14197371433219347
Position 7876: 0.1338106890701395
Position 9273: 0.12722604413360022
Position 2069: 0.0942754568632905
Position 9386: 0.06890265602266707
Position 4921: 0.06565345235939901
Position 8436: 0.026347846338779242
Position 9059: 0.02292831024796263
Position 6792: 0.022194347437256276
Position 817: 0.021371646351426764
Position 6774: 0.016633683621546637
Position 10603: 0.014496633322755966
Position 4225: 0.014396235151157906
Position 8743: 0.013424264630055888
Position 1074: 0.009724553478435741
Position 6651: 0.008215062339692795
Position 7505: 0.007870650965112238
Position 9214: 0.006438762245917491
Position 7045: 0.005812399303443387
Position 7772: 0.004608997301038712
Position 9818: 0.004385709695723986
Position 2214: 0.0038766006027532445
Position 1052: 0.003108675777747388
Position 1206: 0.002347412221801108
Position 6711: 0.002345706406667522
Position 572: 0.0020681133344844197
Position 744: 0.001990918237382799
Position 8264: 0.0016030798604711718
Position 7325: 0.0015963879327593991
Position 8122: 0.0014710569443414801
Position 7039: 0.0013308196039916735
Position 7168: 0.0009096217084375467
Position 7331: 0.0005548312527022909
Position 8119: 0.0004912231941344957
Position 388: 0.0003269983215189596
Position 589: 0.0002936393530368046
Position 620: 0.00027188059939654504
Position 207: 0.0001242405621553125
Position 965: 0.00011520091010726744
Position 7548: 9.948552854240892e-05
Position 7511: 5.8899430382816604e-05
Position 115: 2.449415356836364e-05
Position 7475: 1.3966836358233434e-05
Position 7556: 9.86614039907029e-06
Position 7101: 4.3587346505918015e-07
Position 7487: 9.702321262818272e-08
Position 354: 6.084028835983227e-08
