Gene = DIP-theta
index = 1124
Annotated 5SS: [  166  6951 13105 16706 18043 18274 21827 22905 23907 25633 26191 26524]
Annotated 3SS: [ 6379 13029 16607 17896 18211 21667 22775 23771 25482 26103 26247 31442]
SMsplice 5SS: [  170  6951 16706 17193 17834 18043 18274 21827 22905 23907 26191 26524]
SMsplice 3SS: [ 6379 16607 17103 17247 17896 18211 21172 22775 22960 26103 26247 31442]
top_k =  100
Partition function (log Z): 6.569922811535425

Sorted 5' Splice Sites (High to Low Probability):
Position 16706: 0.9999999999999987
Position 23907: 0.9999997997542845
Position 22905: 0.9844723824889716
Position 21827: 0.9822042832480313
Position 17834: 0.954507160670025
Position 26191: 0.9512293146879759
Position 6951: 0.922811577772447
Position 18274: 0.8657813360519017
Position 18043: 0.8545181557208135
Position 26524: 0.815723367019625
Position 17193: 0.8088360312652327
Position 170: 0.570896573405662
Position 19460: 0.47711615078719277
Position 25633: 0.4758234136269564
Position 17354: 0.4573743296104906
Position 18717: 0.43478384383686147
Position 166: 0.3817299470161606
Position 23355: 0.14585977632078267
Position 6223: 0.12658471809066166
Position 13105: 0.12524245884046153
Position 23453: 0.1234281163241088
Position 17505: 0.10484646991776564
Position 17397: 0.09864900980120331
Position 19386: 0.09503307623109823
Position 527: 0.04720818562969991
Position 18106: 0.0434248393931922
Position 19096: 0.04121523001191389
Position 4018: 0.031282036378965455
Position 26196: 0.027420313727276407
Position 6219: 0.026806751562793645
Position 18557: 0.01047377142593427
Position 18048: 0.007254202627434447
Position 17024: 0.007077056095852907
Position 18299: 0.004851121932003041
Position 18294: 0.0023712140810967053
Position 18020: 0.0014153733592095839
Position 18015: 0.0009654086764285291
Position 893: 6.291011731148692e-05
Position 472: 2.3964040655907626e-05
Position 781: 2.380401152245233e-05
Position 252: 1.5552932449539334e-05
Position 311: 1.4862964220674532e-05
Position 862: 8.801580048465564e-06
Position 797: 6.493100050167336e-06
Position 524: 5.852349584762173e-06
Position 319: 3.0528526327021574e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 31442: 0.9982041976640071
Position 16607: 0.9952577602449085
Position 17896: 0.9909820534816787
Position 21172: 0.9822042832480302
Position 22775: 0.9804133332508651
Position 17247: 0.9747215801432066
Position 6379: 0.8644831579422516
Position 26103: 0.8158164854296834
Position 22960: 0.7736238902255106
Position 26247: 0.7632458420409568
Position 18211: 0.6700270579251054
Position 17103: 0.4762807251455951
Position 25482: 0.4009226244001643
Position 23771: 0.3777133238992639
Position 16817: 0.3640309062211617
Position 18415: 0.32643798282770187
Position 18801: 0.28000223914495476
Position 19184: 0.27716831091963606
Position 18170: 0.24327126324518386
Position 17668: 0.22607825114788183
Position 6131: 0.21171988948365078
Position 17522: 0.16732630013325497
Position 25706: 0.15848857399774446
Position 12457: 0.09608356753202567
Position 17425: 0.06256364704228852
Position 17480: 0.061865648375031314
Position 17396: 0.055405802736286064
Position 26311: 0.0460453199095994
Position 22971: 0.045679897525416985
Position 25173: 0.04383096145753947
Position 18341: 0.04338138298181082
Position 17562: 0.043222578690025534
Position 23203: 0.04103805652836851
Position 3785: 0.02417364353039966
Position 24928: 0.019848950990862223
Position 11769: 0.018733465067845463
Position 23415: 0.01672864192171703
Position 22241: 0.013581754155166466
Position 24225: 0.010950705308496265
Position 11277: 0.010425426240590405
Position 18685: 0.0074388168856584355
Position 25854: 0.0068092453983594915
Position 3266: 0.005413760248896166
Position 22510: 0.004981377627555001
Position 15776: 0.004742239755089312
Position 26266: 0.0038892560350650154
Position 1319: 0.0016946325996696316
Position 24614: 0.0012764237550572533
Position 26964: 0.00031740104126950624
Position 17307: 0.00028923444918906206
Position 29358: 0.0002710055296209584
Position 27029: 0.0001048759235297922
Position 26742: 0.00010047281537776644
Position 26900: 4.796620578152282e-05
Position 26695: 2.590091300280925e-05
