Gene = Mbs
index = 1271
Annotated 5SS: [  216  1602 10285 10904 11215 12041 12359 13476 14151 14355 14871 16985
 18306 18612 18972 19213 25166 25324 25851]
Annotated 3SS: [ 1045 10171 10348 11128 11926 12267 13088 14063 14225 14653 16153 18160
 18368 18873 19149 25022 25232 25763 28799]
SMsplice 5SS: [  192  1602 10285 10904 11215 12041 12359 14151 14598 14871 16985 18306
 18612 18972 19213 25166 25324 25851]
SMsplice 3SS: [ 1179 10171 10348 11125 11926 12267 14063 14225 14653 16153 18160 18368
 18873 19149 25022 25232 25763 29455]
top_k =  100
Partition function (log Z): 59.35004414338279

Sorted 5' Splice Sites (High to Low Probability):
Position 14151: 1.000000000000001
Position 19213: 0.9999703911478165
Position 18306: 0.9999592599071203
Position 10285: 0.9996096641299682
Position 25166: 0.9995307131053993
Position 10904: 0.9944969966615411
Position 18972: 0.9913337692061782
Position 12359: 0.9892169168060185
Position 25324: 0.9878617382299142
Position 14871: 0.98290645795072
Position 1602: 0.9804337231564415
Position 18612: 0.9681444323189463
Position 12041: 0.9616433764654235
Position 11215: 0.9172103354235412
Position 192: 0.8758580328013236
Position 16985: 0.7418360736940776
Position 25851: 0.5392733052349326
Position 13476: 0.5010248775809495
Position 14598: 0.36353830075332844
Position 14355: 0.31093910321002455
Position 25879: 0.24542110055851188
Position 19623: 0.144067904107104
Position 11779: 0.1331139760758425
Position 27768: 0.10447571928449755
Position 16460: 0.10130770595838276
Position 2189: 0.05688107533200754
Position 27170: 0.039801402841278186
Position 1119: 0.03840304993815788
Position 6697: 0.02260433794125516
Position 12064: 0.022169707125381907
Position 14375: 0.02207375745136104
Position 11190: 0.019497770697640592
Position 15581: 0.01915255883869897
Position 6422: 0.01728113766035449
Position 12218: 0.017272656875341717
Position 5603: 0.016253554226348207
Position 11219: 0.01617672455386458
Position 11481: 0.013542953410289403
Position 318: 0.012753185419815986
Position 19597: 0.009359491032790565
Position 2280: 0.0067835605268054084
Position 19509: 0.005204958702975816
Position 18705: 0.005107526985123346
Position 1121: 0.004898241078036034
Position 216: 0.004497412308265337
Position 12075: 0.004489784709013862
Position 19586: 0.004421508889537833
Position 18711: 0.004353397284518573
Position 18976: 0.0041476767990524304
Position 18656: 0.0040564132249588224
Position 18622: 0.003923845235576472
Position 19661: 0.00382082757340852
Position 18725: 0.003469447054233215
Position 18698: 0.0032615484041937774
Position 18740: 0.0032308808266477045
Position 16316: 0.0027982294706872255
Position 25328: 0.0026012546531287498
Position 928: 0.0024916324222725578
Position 20008: 0.002059417877338047
Position 15234: 0.002046717842473483
Position 18981: 0.0019925907463113567
Position 12790: 0.0015811678303524488
Position 12747: 0.0015462038288762124
Position 12485: 0.0013989290668754983
Position 11017: 0.0012786566239276747
Position 25415: 0.0010936944336056888
Position 11502: 0.0007364796477863008
Position 10581: 0.0006188481806420495
Position 19888: 0.0006045210129898301
Position 312: 0.0005074781034543343
Position 25170: 0.00046113384239282755
Position 10961: 0.0004336584375260773
Position 18746: 0.00040786213733605273
Position 10949: 0.00038102911716852875
Position 18398: 0.00034165825927467974
Position 10738: 0.0002875025502961959
Position 336: 0.00023613905650170643
Position 25589: 0.00017744364977271749
Position 353: 0.000169113226188888
Position 10414: 9.501783989615008e-05
Position 18954: 6.379494484074031e-05
Position 25539: 3.938316549644242e-05
Position 10927: 3.465624593206883e-05
Position 10443: 3.1034268793523356e-05
Position 445: 2.9295272279227607e-05
Position 10952: 2.633665652184249e-05
Position 10917: 2.6125711705424698e-05
Position 741: 2.4636054901351338e-05
Position 10482: 2.4235405718524214e-05
Position 18310: 2.0749977735222335e-05
Position 18294: 1.3180688296541772e-05
Position 278: 8.317423893529482e-06
Position 257: 7.075294335381953e-06
Position 18236: 6.805987950839391e-06
Position 314: 6.476067518738564e-06
Position 19217: 2.1700962667837566e-06
Position 11340: 1.933768466766016e-06
Position 650: 1.298861729882643e-06
Position 529: 1.0588628836605579e-06
Position 29: 6.562050793407484e-07
Position 10556: 3.4126480318352015e-07
Position 169: 2.5581545713342453e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10171: 0.9999999999999762
Position 25232: 0.9996258863685943
