Gene = dos
index = 1673
Annotated 5SS: [ 139 3073 3906 4086 4388 5052]
Annotated 3SS: [2747 3138 3973 4146 4450 5107]
SMsplice 5SS: [ 139 3073 3906 4086 4388 5052]
SMsplice 3SS: [2747 3138 3973 4146 4450 5107]
top_k =  100
Partition function (log Z): 11.697738140768937

Sorted 5' Splice Sites (High to Low Probability):
Position 5052: 0.9992408384901222
Position 4388: 0.9933645256295665
Position 3906: 0.9816482466458758
Position 3073: 0.975443527504868
Position 4086: 0.9715486518108967
Position 139: 0.871552745264629
Position 4562: 0.046209626688370684
Position 332: 0.04501629497183911
Position 4587: 0.04371550180772139
Position 189: 0.03497325915970237
Position 3350: 0.029112380759277343
Position 4082: 0.026514408648413763
Position 3012: 0.013123334700848938
Position 4726: 0.012416651890816715
Position 1471: 0.011293237591127422
Position 163: 0.009978148363370798
Position 478: 0.005654169173527753
Position 185: 0.005043061775075977
Position 2200: 0.0044821432867524266
Position 2434: 0.004463059837075668
Position 502: 0.004325708100863832
Position 193: 0.004122149375435137
Position 3561: 0.0039964331150394794
Position 474: 0.003356588631870509
Position 5291: 0.0027126181831929504
Position 4338: 0.0026613180050629576
Position 1157: 0.0026388560240097896
Position 5192: 0.0023458090730337122
Position 1093: 0.002276549377014335
Position 46: 0.001877984676340484
Position 2154: 0.0017304990376283494
Position 2187: 0.0015951309401290015
Position 3063: 0.0008108471034772493
Position 5629: 0.0007019457780491849
Position 3294: 0.0005913514285402889
Position 5453: 0.0005224567259785514
Position 5395: 0.0004973670917742324
Position 3365: 0.0004266886583968471
Position 5746: 0.00030468886481993843
Position 5854: 0.00028356801505018884
Position 5287: 0.0002708394481591598
Position 4153: 0.00025392781049105224
Position 5451: 0.00021623568523166154
Position 5780: 0.00021208648577091248
Position 3850: 0.00019991269042025532
Position 5668: 0.00010290194021894127
Position 5793: 9.278724685182231e-05
Position 4090: 5.0868423034864254e-05
Position 4392: 5.05083871998138e-05
Position 4123: 4.935964951214032e-05
Position 4126: 2.7424537031045854e-05
Position 468: 1.587589380573383e-05
Position 470: 1.5253582324216152e-05
Position 1371: 1.443576034318306e-05
Position 4306: 3.0122034631040505e-06
Position 3832: 2.3279805042400144e-06
Position 203: 8.324503466407754e-07
Position 187: 2.4030276836706716e-07
Position 143: 1.8530040768075516e-07
Position 4506: 1.617574054196587e-07
Position 5030: 1.2432000767091075e-07
Position 4950: 8.080021845653652e-08
Position 195: 7.839969853409799e-08
Position 11: 6.979057412795124e-08
Position 108: 5.959257902282177e-08
Position 15: 4.8260143978481455e-08
Position 5056: 4.524662101878635e-08
Position 5171: 2.654569572303752e-08
Position 4887: 2.1567021111351035e-08
Position 26: 1.7255413374798464e-08
Position 197: 1.4822367843664942e-08
Position 4759: 9.660989244689059e-09
Position 31: 9.271365721183809e-09
Position 4956: 2.133776870632737e-09
Position 4863: 1.7728401459857013e-09
Position 4894: 1.2358826971096205e-09
Position 4681: 1.0046207604507742e-09
Position 4051: 6.908103873502981e-10
Position 4981: 1.2174630372277875e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5107: 0.9971568323107799
Position 3973: 0.9837927702755254
Position 2747: 0.9796656515121038
Position 4450: 0.9473522485921975
Position 3138: 0.9415711645305195
Position 4146: 0.9357083564065013
Position 4647: 0.13414564517684135
Position 4211: 0.05219635111819997
Position 3481: 0.050958660331348375
Position 3413: 0.01473598594378021
Position 2500: 0.014674191915056003
Position 4797: 0.011725660790261655
Position 2337: 0.0057810110306572874
Position 4171: 0.005779307488161666
Position 4472: 0.005620485419211821
Position 5507: 0.005200393530210549
Position 3762: 0.003823578659414869
Position 1302: 0.0030074757669076974
Position 5254: 0.002790623899696366
Position 4135: 0.0023989571024008484
Position 3410: 0.0021997273685333495
Position 3617: 0.0020950729310914456
Position 1872: 0.0020427974815614364
Position 3437: 0.0019616626068875856
Position 231: 0.0019226119366541107
Position 1287: 0.001592482764576499
Position 1262: 0.0014690031539900533
Position 3614: 0.0014672714639923368
Position 5850: 0.0013920118415465888
Position 3999: 0.0011733980759978284
Position 3057: 0.0010684736134592028
Position 3237: 0.0010256477373477941
Position 787: 0.0007305600086094863
Position 4153: 0.0006807548751634475
Position 1339: 0.0005821774752941614
Position 4847: 0.00047079914522539165
Position 3500: 0.00045706824869965157
Position 1138: 0.00043080912364494854
Position 1202: 0.0004245205506072755
Position 2286: 0.000375323830346633
Position 5733: 0.00035874990721640655
Position 5973: 0.00028356801505018884
Position 5694: 0.00026058391537956863
Position 4029: 0.00025661811653486234
Position 275: 0.00022359645705192444
Position 2080: 0.00018809744104724267
Position 4236: 0.0001586461789411603
Position 4986: 0.00015756531954921142
Position 4239: 0.00011107705454198229
Position 4257: 0.00010060201121375761
Position 4595: 6.914725112559115e-05
Position 5274: 6.880072116990838e-05
Position 4232: 6.64080089672788e-05
Position 5210: 5.5587064674284416e-05
Position 4561: 5.222850069984983e-05
Position 4281: 5.122496974810233e-05
Position 4126: 4.2123012477855707e-05
Position 3114: 1.2133120971582257e-08
