Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  100
Partition function (log Z): 12.496405132197033

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9986652960387101
Position 12204: 0.9953593129114234
Position 12524: 0.9914314091195525
Position 15363: 0.9840404977659434
Position 9118: 0.9749424927436767
Position 7630: 0.9726988517494953
Position 9344: 0.9270823930836616
Position 5520: 0.8338134084233436
Position 1175: 0.8300750626736343
Position 13667: 0.7575764596580632
Position 9747: 0.19816013354444245
Position 12874: 0.1860452622716973
Position 15567: 0.1578190329395915
Position 821: 0.14695452175948717
Position 14073: 0.0843797602970255
Position 15594: 0.0781669260998371
Position 8438: 0.07444775879513756
Position 14919: 0.06613640331272923
Position 179: 0.055057499315656934
Position 9656: 0.036931548432103875
Position 31: 0.03484985930960828
Position 11986: 0.03130640036602397
Position 14648: 0.030298311394545842
Position 13402: 0.030149525605431875
Position 6233: 0.028481319333374493
Position 9372: 0.027835836599822212
Position 13691: 0.02620786247796209
Position 167: 0.025248328861831683
Position 15832: 0.024337699197208462
Position 9787: 0.024112294366078875
Position 25: 0.020369023195708075
Position 8458: 0.01810177111850976
Position 5124: 0.015857796942067667
Position 13489: 0.013346909761321194
Position 14664: 0.013083320550740681
Position 115: 0.01234208035599681
Position 15746: 0.011613142361046096
Position 12857: 0.011534957535846211
Position 12762: 0.01001045456900176
Position 14462: 0.009430117530588266
Position 15359: 0.009417186093816938
Position 719: 0.0077022754901308575
Position 1192: 0.0074366876983218205
Position 9114: 0.003980761667032831
Position 13951: 0.002144249623399254
Position 9111: 0.001502617008074663
Position 137: 0.0009499722248615443
Position 13089: 0.0009409176420688292
Position 268: 0.0009186415520146475
Position 206: 0.0008205619022504956
Position 13693: 0.0007668152916787837
Position 804: 0.0006758762567850899
Position 11772: 0.0006608487977074198
Position 11738: 0.0006532238480318187
Position 482: 0.0005218404504647524
Position 104: 0.0004553642571365068
Position 667: 0.00038421803773218286
Position 183: 0.0003197158980603251
Position 1077: 0.0003096553764283975
Position 620: 0.00027447414377025143
Position 215: 0.0002467709041176028
Position 999: 0.00024307371825660042
Position 625: 0.00015909754213614828
Position 276: 0.0001497504752601858
Position 1103: 8.712259199737978e-05
Position 15355: 7.028491900442087e-05
Position 12171: 6.30260361579967e-05
Position 43: 3.3227912558246775e-05
Position 13671: 1.8524497547535067e-05
Position 11796: 4.294898254294769e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12413: 0.989114544735598
Position 8912: 0.969202569622743
Position 11478: 0.960463199895178
Position 9181: 0.9559370272034756
Position 7522: 0.9510287992523545
Position 15080: 0.9492016818089336
Position 13603: 0.8739547338413814
Position 15421: 0.8502446462112844
Position 5053: 0.8425030592958894
Position 12119: 0.5777260860250133
Position 11956: 0.25168364546668215
Position 16193: 0.23884149937818308
Position 12673: 0.19696798557673847
Position 14227: 0.16254518682239347
Position 15659: 0.1562900949694149
Position 9617: 0.15282426769092158
Position 11922: 0.1248974013043229
Position 878: 0.10688426980602729
Position 8143: 0.0651357280849031
Position 9656: 0.04980727756533807
Position 11899: 0.04645681614556126
Position 13188: 0.04154677927181574
Position 9491: 0.022987969633822776
Position 16600: 0.020088528817566734
Position 5790: 0.01995840668992904
Position 11282: 0.017837286347859197
Position 715: 0.01741165056485273
Position 6608: 0.017371899095126826
Position 8222: 0.015199277502057252
Position 11985: 0.015081837362481434
Position 7964: 0.014033466532630106
Position 11410: 0.013293705550140688
Position 11660: 0.011525551523826493
Position 8617: 0.011221132930935289
Position 7377: 0.0099041047537892
Position 246: 0.009779899526055116
Position 366: 0.008918447990328527
Position 5703: 0.008673097219719877
Position 4772: 0.0071681460695226995
Position 9400: 0.006801015848786445
Position 12660: 0.0058890444348111675
Position 7835: 0.005745828218343282
Position 12318: 0.005525080530404499
Position 11368: 0.005520160759990022
Position 8557: 0.005303453212514594
Position 9458: 0.0035776969123242678
Position 12339: 0.0030635253056612707
Position 9410: 0.002930363284079525
Position 12755: 0.0022565065803576818
Position 564: 0.0013926256791346285
Position 104: 0.0013015882754117843
Position 10413: 0.001157822644989236
Position 11671: 0.0010498763371825852
Position 12392: 0.001044201889148769
Position 8497: 0.000951937881470204
Position 1149: 0.000896220062398703
Position 12588: 0.0007315502937549691
Position 13423: 0.00033161252893899575
Position 11700: 0.000306179696551017
Position 12073: 0.0002291322773018698
Position 14253: 0.00017710927655364698
Position 12363: 0.00011549558354540218
Position 10032: 7.057303250158155e-05
Position 10013: 5.5528986880108044e-05
Position 12806: 3.977570348678228e-05
Position 9438: 1.813422268577365e-05
Position 9475: 1.685579043227262e-05
Position 11732: 8.84280433641944e-07
Position 9892: 6.315081161357381e-07
