Gene = Fitm
index = 1170
Annotated 5SS: [191 869]
Annotated 3SS: [264 927]
SMsplice 5SS: [191 869]
SMsplice 3SS: [264 927]
top_k =  100
Partition function (log Z): -3.4950925679170757

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9747778594297041
Position 869: 0.8989858073409955
Position 873: 0.016622979729041164
Position 562: 0.01627576610689507
Position 195: 0.015058944382134561
Position 570: 0.00476784285480023
Position 377: 0.0037173018719065757
Position 1908: 0.0026293932387467297
Position 447: 0.0023104885926663495
Position 1731: 0.0012690484496787448
Position 581: 0.001219630421239598
Position 1736: 0.0011174739939023503
Position 1293: 0.0008827272307828423
Position 888: 0.0006718717707381647
Position 1254: 0.0005962294020612453
Position 353: 0.0005483212149747514
Position 585: 0.00046862013941535393
Position 505: 0.00045038452903682765
Position 598: 0.0003193156915308798
Position 525: 0.00015588000157522642
Position 362: 0.0001271054392461395
Position 514: 0.00010164516665839504
Position 109: 8.367660638955282e-05
Position 58: 5.780816970050767e-05
Position 179: 3.293833403471328e-05
Position 302: 2.3737753589266388e-05
Position 210: 1.42733834901816e-05
Position 7: 1.2559383069081247e-06
Position 14: 1.6615973315394682e-07
Position 199: 9.872132880192396e-08
Position 33: 5.722606179894739e-08
Position 151: 3.952602498406113e-08
Position 113: 2.8899629273894875e-08
Position 184: 1.8636334685594767e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 264: 0.9579179802242352
Position 927: 0.8791644009031132
Position 627: 0.035391020792397226
Position 1018: 0.03114341033041388
Position 422: 0.021185701873216965
Position 956: 0.006083112376450638
Position 1775: 0.003122253057194274
Position 1964: 0.0019677738365074843
Position 282: 0.001301435945039546
Position 1810: 0.0011024513478685286
Position 663: 0.0009946194338068515
Position 581: 0.0007386267706576644
Position 1970: 0.0006616194022392463
Position 1430: 0.0006432230597369531
Position 328: 0.0004985628684790771
Position 302: 0.00039440294666995984
Position 1817: 0.0003073045015866694
Position 675: 0.0002562472296367258
Position 793: 0.00019616976226658305
Position 294: 9.11636426952123e-05
Position 565: 4.921355353843461e-05
Position 109: 3.457453696065693e-05
Position 534: 3.4136190658011236e-05
Position 151: 6.486360684178669e-06
Position 122: 1.5860254416897072e-06
Position 78: 1.1028551460698188e-06
Position 135: 1.521545765940843e-07
Position 99: 4.371137561812768e-09
