Gene = Saf6
index = 1465
Annotated 5SS: [ 476  676 1708 2000]
Annotated 3SS: [ 528  728 1765 2056]
SMsplice 5SS: [ 476  676 1708 2000]
SMsplice 3SS: [ 528  728 1772 2056]
top_k =  100
Partition function (log Z): 2.921865322897271

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.999210090623926
Position 476: 0.9668604423054179
Position 2000: 0.925639164661432
Position 1708: 0.9155793574973053
Position 196: 0.023374021381225102
Position 176: 0.021575652291675153
Position 1699: 0.012240722157080157
Position 1001: 0.010759888528554976
Position 208: 0.009538219917446963
Position 1459: 0.008207873015029316
Position 507: 0.008028301838518622
Position 1938: 0.007059551106731625
Position 369: 0.006823972109974848
Position 1113: 0.006286739570445844
Position 2509: 0.004297223577434072
Position 1254: 0.003619464865834997
Position 16: 0.0029121285826877496
Position 187: 0.001970059624485088
Position 335: 0.0013951600024317834
Position 1017: 0.0011213957943137548
Position 2037: 0.0010978414740956469
Position 49: 0.001026432302753483
Position 823: 0.0009963399218326807
Position 2446: 0.0009438711175201299
Position 2085: 0.0008757089009416228
Position 278: 0.0007900720159103502
Position 2378: 0.0006213772342988273
Position 11: 0.0005874950645888974
Position 1953: 0.0005441911282698033
Position 658: 0.0005128426323482982
Position 223: 0.0005115609153584534
Position 1930: 0.00043610814837442895
Position 1012: 0.0003997594615567468
Position 1117: 0.0003450130859121053
Position 59: 0.00031470847440769517
Position 46: 0.00017871725687414913
Position 160: 0.00015612175810939848
Position 525: 7.119277505726917e-05
Position 414: 6.556587951831069e-05
Position 296: 6.166754143352669e-05
Position 77: 2.1921942286846826e-05
Position 37: 1.823887112064927e-05
Position 290: 6.361610558076301e-06
Position 62: 6.155418877306961e-06
Position 363: 5.765218127566361e-06
Position 2032: 3.0021419511992427e-06
Position 921: 8.852767582422979e-07
Position 624: 1.8223817090192836e-07
Position 1826: 1.5569012210219795e-07
Position 1964: 1.2497500704175138e-07
Position 680: 1.0871331482330069e-07
Position 622: 7.218144465750289e-08
Position 468: 1.2473828003007883e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 728: 0.9987791860821803
Position 2056: 0.8776314827220775
Position 528: 0.8754193185078523
Position 1772: 0.6963117830419111
Position 1765: 0.16025455105970227
Position 566: 0.08589157665584266
Position 2114: 0.06429957698914411
Position 1784: 0.061797962707477394
Position 278: 0.06081879278808397
Position 1079: 0.014213547363986846
Position 537: 0.007475079572919675
Position 431: 0.006475658610655084
Position 2576: 0.005866179691959506
Position 1529: 0.005056093401874995
Position 1296: 0.0045626498139292185
Position 540: 0.00413687235896469
Position 1523: 0.0031476583850849355
Position 588: 0.002376422983780392
Position 1400: 0.0018993403653683445
Position 2244: 0.001406406435983251
Position 2119: 0.0011175854553548165
Position 407: 0.0010273310866030735
Position 1877: 0.0008878108889598128
Position 2081: 0.0008320943655392486
Position 1781: 0.0007598680645484121
Position 1314: 0.0006956885574141846
Position 404: 0.0006741369444884166
Position 2433: 0.0006213772342988274
Position 1638: 0.0006141707291543045
Position 115: 0.0005759183196185384
Position 618: 0.0004268977613852554
Position 118: 0.00038053079737191043
Position 887: 0.00024411608223371507
Position 363: 0.000122498310367365
Position 235: 0.00010023169744134985
Position 171: 4.814554546042077e-05
Position 573: 4.461549213828429e-05
Position 1166: 3.521043800427905e-05
Position 296: 3.0217379851440204e-05
Position 597: 1.883186633205547e-05
Position 138: 1.0212823791537931e-05
Position 54: 9.347964172278442e-06
Position 956: 1.5636900033903255e-06
Position 948: 4.6225937164878674e-07
