Gene = Fie
index = 1168
Annotated 5SS: [ 416 1341 1541]
Annotated 3SS: [ 958 1403 1594]
SMsplice 5SS: [ 416 1341 1541]
SMsplice 3SS: [ 958 1403 1594]
top_k =  100
Partition function (log Z): 6.777799867284246

Sorted 5' Splice Sites (High to Low Probability):
Position 1341: 0.9983686316982264
Position 1541: 0.9976241305793665
Position 416: 0.9828939308879167
Position 889: 0.01277905716772527
Position 1689: 0.00571477252665871
Position 31: 0.005372562992950943
Position 868: 0.004859231265069929
Position 1727: 0.004608178513376587
Position 192: 0.0028253253100467847
Position 1789: 0.0016814115664759918
Position 412: 0.0012188837285338416
Position 1680: 0.0011273303226314799
Position 705: 0.0010899184255135925
Position 1758: 0.001017193261913816
Position 247: 0.0010106010062458492
Position 865: 0.0008341651945627199
Position 1678: 0.0006863104141574124
Position 852: 0.0006442474506005915
Position 1545: 0.000644048880211629
Position 717: 0.0005786888485826275
Position 1549: 0.000518682453028483
Position 1345: 0.00043275176687982504
Position 152: 0.000400769442330123
Position 922: 0.00035599428987109045
Position 1167: 0.000252621300401437
Position 1773: 0.00022910741207384227
Position 122: 0.00020890400845971466
Position 722: 0.00019403983365281306
Position 1890: 0.00018881724359991704
Position 1850: 0.00018839608598987686
Position 197: 0.0001664791435541638
Position 820: 0.00014869378176625967
Position 1775: 0.00014261137484525087
Position 362: 0.00012461855503305454
Position 160: 0.00011320016417418369
Position 434: 0.00010431288787119379
Position 2104: 8.919394908356307e-05
Position 1331: 7.055540647431602e-05
Position 287: 4.8225160641901514e-05
Position 34: 4.25317659759195e-05
Position 2142: 4.079154836650604e-05
Position 1158: 3.069080903802823e-05
Position 48: 2.3777884050481765e-05
Position 1323: 1.9898388619999443e-05
Position 2109: 1.784596862857585e-05
Position 1148: 1.4936072256088417e-05
Position 267: 1.1276782359526109e-05
Position 1326: 8.793698584180494e-06
Position 111: 8.03073934466031e-06
Position 1062: 5.782671078838258e-06
Position 1373: 3.3133824068821076e-06
Position 1244: 2.790649850140039e-06
Position 1447: 1.9857118224760586e-06
Position 1025: 1.4600130004739854e-06
Position 1269: 1.1189791421112586e-06
Position 420: 4.902547753960361e-07
Position 1575: 2.54818731773841e-08
Position 734: 2.2264125489751836e-08
Position 541: 1.906138309589086e-08
Position 810: 1.6603788781062563e-08
Position 617: 1.5978327056486183e-08
Position 1524: 5.512975905916518e-09
Position 1473: 1.355704214726541e-09
Position 1511: 2.230749188243888e-10
Position 1444: 6.447808512136194e-11
Position 1205: 1.3559442236341782e-12
Position 1018: 1.11874397748085e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1403: 0.9993728479704538
Position 1594: 0.9808380917954835
Position 958: 0.8547677015885348
Position 482: 0.08765239005789562
Position 1015: 0.05117040608440184
Position 2004: 0.01741794611351459
Position 1771: 0.0067308172342846065
Position 93: 0.005363559490201315
Position 508: 0.004521615798589658
Position 493: 0.0033710809810005614
Position 1726: 0.002453828923962967
Position 1893: 0.0020760699494505592
Position 267: 0.0018791551132107658
Position 937: 0.0016917922383108824
Position 2224: 0.0016652482970157278
Position 308: 0.0014791011668224873
Position 847: 0.001190092704666643
Position 1635: 0.0010761173919158354
Position 1810: 0.0007861812708770836
Position 1792: 0.0007180150946580621
Position 247: 0.0004810737505180775
Position 546: 0.00040111348514380217
Position 212: 0.0003836579468242365
Position 1461: 0.0003291826261385175
Position 339: 0.00027052808732647854
Position 1899: 0.00024010439658413664
Position 1983: 0.00021385517148220974
Position 663: 0.0001891033641933717
Position 459: 0.00018187297257167323
Position 1471: 0.0001773705444874673
Position 922: 0.00015456464053933524
Position 2202: 0.00011366853178108273
Position 1678: 7.528137490419489e-05
Position 2112: 7.081181401997793e-05
Position 468: 6.443138034247038e-05
Position 614: 5.1246853663455975e-05
Position 181: 5.0557240636185014e-05
Position 611: 3.717886159774545e-05
Position 2191: 3.037743017561618e-05
Position 291: 2.4302568604403455e-05
Position 1444: 1.482057204024008e-05
Position 2243: 1.2676986246550263e-05
Position 1529: 1.450715651449129e-06
Position 74: 4.458961486786965e-07
Position 1492: 3.0230066234536394e-07
Position 1535: 9.652427672906576e-08
Position 111: 4.774331599852079e-08
Position 100: 3.312287554008365e-08
