Gene = Ndfip
index = 1313
Annotated 5SS: [289]
Annotated 3SS: [5033]
SMsplice 5SS: [289]
SMsplice 3SS: [5033]
top_k =  100
Partition function (log Z): -12.437805161411182

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.8135191906133619
Position 3450: 0.4612706504912948
Position 3722: 0.24190355255306048
Position 1344: 0.15175974169339027
Position 1825: 0.1036251150520879
Position 59: 0.025799379122315436
Position 465: 0.022612084576338856
Position 4047: 0.015342501999204087
Position 3954: 0.013855026105296892
Position 475: 0.0037905127154425422
Position 473: 0.003492912411667983
Position 469: 0.0023683944304596963
Position 631: 0.0017001650301520432
Position 479: 0.0004341169235002054
Position 219: 0.00016101488017959082
Position 349: 9.90773240683674e-05
Position 462: 8.463760163836097e-05
Position 161: 3.9966545585585976e-05
Position 776: 3.336854850251016e-05
Position 28: 1.0890287225557899e-06
Position 94: 5.948466392770932e-07
Position 89: 5.44340175105147e-07
Position 150: 1.7693619997849982e-07
Position 25: 1.189364513620725e-07
Position 22: 7.288436602706212e-08
Position 68: 3.493706660114304e-08
Position 36: 7.97316803267641e-09
Position 182: 5.4329881918918164e-11
Position 167: 8.373028686410411e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5033: 0.6787946358272985
Position 3520: 0.4641281734330024
Position 3319: 0.41759420345539616
Position 1400: 0.0936936812414245
Position 3653: 0.0604839248859154
Position 4832: 0.047387767302057626
Position 354: 0.028704915215574688
Position 529: 0.023397778867612247
Position 1419: 0.02085093963226331
Position 1738: 0.007937670744889444
Position 797: 0.004503783973411645
Position 698: 0.004118812090831831
Position 1693: 0.0031049515234735556
Position 406: 0.0014457702555809465
Position 1212: 0.001184840372828459
Position 1824: 0.0010642563590309495
Position 1250: 0.0010102368918917704
Position 853: 0.0006868349497587544
Position 2461: 0.0005717442108903885
Position 2503: 0.0005141853026398215
Position 828: 0.00033934171991466803
Position 360: 0.00013636561385211822
Position 130: 8.795125654928267e-05
Position 503: 6.448399494032239e-05
Position 448: 4.356570357747802e-05
Position 150: 4.1899888722093374e-05
Position 94: 5.767815183171513e-07
Position 156: 4.86063317117101e-07
Position 110: 1.6142740071455543e-07
Position 182: 4.42905288911882e-08
Position 280: 2.97079063512982e-08
Position 277: 2.3616822049201366e-08
Position 99: 7.253425840327216e-09
Position 223: 2.8436620462392878e-09
Position 240: 1.8651284793600335e-09
