Gene = mrn
index = 1795
Annotated 5SS: [330]
Annotated 3SS: [384]
SMsplice 5SS: [330]
SMsplice 3SS: [384]
top_k =  100
Partition function (log Z): -8.012417295559448

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9627625881502379
Position 975: 0.031049442527326037
Position 131: 0.02491484170713562
Position 1148: 0.007961049528586304
Position 1161: 0.005980456455535239
Position 981: 0.005850047860413304
Position 311: 0.004499657730743603
Position 1120: 0.004191603375942769
Position 320: 0.0031371955533193554
Position 1285: 0.0020631143680165135
Position 788: 0.0018015503288893676
Position 1590: 0.0012121462473538111
Position 267: 0.001125024882831806
Position 295: 0.0009242483511549569
Position 338: 0.0009220567023643657
Position 494: 0.000695799277049623
Position 732: 0.00043786742918646804
Position 189: 0.00023024066205672242
Position 50: 2.974079692609044e-05
Position 323: 1.0720257784310119e-05
Position 503: 5.895385970291459e-06
Position 80: 3.6569671133713294e-06
Position 174: 2.0717327045011573e-06
Position 209: 1.748021953727177e-06
Position 147: 1.3470532424853456e-06
Position 56: 1.0859580354461439e-06
Position 129: 1.0756678228897142e-06
Position 113: 9.938247474673263e-07
Position 217: 6.427908385521636e-08
Position 249: 3.53486444596796e-08
Position 298: 2.8746240744603247e-08
Position 91: 2.1601632583395427e-08
Position 271: 2.12352917179039e-08
Position 53: 1.5004408155831938e-08
Position 283: 3.0574158968278073e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.9958419603827721
Position 1442: 0.02305018064790467
Position 1036: 0.014743689148026658
Position 1226: 0.011935127441667696
Position 1147: 0.004437522370400454
Position 1352: 0.0022359335543202553
Position 1033: 0.002008473285772155
Position 1652: 0.001212146247353812
Position 1029: 0.0011333494086759152
Position 871: 0.0010631097856742184
Position 1382: 0.0007926704184958628
Position 235: 0.0004791814550271193
Position 808: 0.0004347127024177879
Position 392: 0.0003578503233664658
Position 260: 2.4341638271244915e-05
Position 279: 2.059821995939559e-05
Position 111: 1.4230698497259308e-05
Position 760: 7.93497683721264e-06
Position 144: 5.990307290202766e-06
Position 751: 5.223862538989456e-06
Position 249: 4.090455661542639e-06
Position 186: 3.1015394027346675e-06
Position 241: 2.9635579612954067e-06
Position 172: 1.269862739700028e-06
Position 135: 4.872955213896622e-07
Position 292: 4.325267710723373e-07
Position 174: 4.0060800712743654e-07
Position 237: 3.0464535110793046e-07
Position 147: 1.7871047470872206e-07
