Gene = corn
index = 1655
Annotated 5SS: [ 1138 11107 11483 11843 12111 12337 13014]
Annotated 3SS: [ 9208 11172 11544 11900 12164 12791 13066]
SMsplice 5SS: [ 1138 11107 11483 11843 12111 12337 13014]
SMsplice 3SS: [ 9208 11172 11544 11900 12164 12791 13066]
top_k =  100
Partition function (log Z): 19.327615766068163

Sorted 5' Splice Sites (High to Low Probability):
Position 13014: 0.9954331176126411
Position 12111: 0.9904379697630324
Position 11843: 0.9885891183701996
Position 11107: 0.970640212638524
Position 11483: 0.9343557665184219
Position 1138: 0.9241410902534022
Position 12337: 0.8556290053398223
Position 696: 0.21897826059319103
Position 12664: 0.1693336133895748
Position 180: 0.12366662331104367
Position 356: 0.06213519179810222
Position 11488: 0.05964940449857045
Position 12342: 0.05502072720281527
Position 700: 0.043960777226079925
Position 495: 0.015948684673379895
Position 702: 0.012335332734064975
Position 13313: 0.010531974637245122
Position 11847: 0.009397374533205358
Position 704: 0.00926112875988992
Position 12103: 0.00744370928780624
Position 515: 0.006964582590889779
Position 501: 0.005664951587645083
Position 12978: 0.004143917817817922
Position 13303: 0.003786984932754526
Position 206: 0.002891803219681564
Position 191: 0.0027203203359539565
Position 11625: 0.002565523787478398
Position 13316: 0.002189941789579996
Position 505: 0.001994342460015304
Position 732: 0.0019835350520406975
Position 12013: 0.0013030361766432064
Position 1651: 0.0010458687489993989
Position 11459: 0.0007930184495770228
Position 1640: 0.000601155135631427
Position 13301: 0.0005229674932718182
Position 13006: 0.0004205224987133301
Position 13627: 0.0003667201505294593
Position 12064: 0.00028602770859077195
Position 1776: 0.0002531881471383089
Position 11716: 0.00025005381433256056
Position 12034: 0.00018933894386604047
Position 12434: 0.00017153142970364633
Position 11622: 0.00016624080351647973
Position 11710: 0.0001386938235504088
Position 12052: 0.00010017922795965036
Position 11982: 2.9781500572131084e-05
Position 11749: 1.4490094719037569e-05
Position 12115: 7.984208503796477e-06
Position 12004: 6.60729969830306e-06
Position 12684: 5.476053018370335e-06
Position 12022: 5.0719866414751745e-06
Position 12001: 4.055344097466691e-06
Position 12692: 3.704279162547533e-06
Position 323: 2.8351341783817136e-06
Position 555: 2.691849722136737e-06
Position 155: 2.4933575099996793e-06
Position 12121: 2.256647271431114e-06
Position 11416: 7.721120957620551e-08
Position 157: 7.457214357382707e-08
Position 150: 5.4451242233533846e-08
Position 11297: 5.3312157425419666e-08
Position 77: 3.785885761734513e-08
Position 44: 2.814355918309686e-08
Position 344: 4.0827316335053806e-09
Position 11610: 1.925620634985922e-09
Position 100: 1.8920644753670514e-09
Position 35: 7.812693533419915e-10
Position 255: 6.513234877024423e-13
Position 241: 9.2993599938206e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11172: 1.0000000000000033
Position 12164: 0.9989724611940246
Position 11900: 0.9986672899750975
Position 11544: 0.994141717270365
Position 9208: 0.9706402126385227
Position 13066: 0.9516383558262526
Position 12791: 0.834672952147574
Position 757: 0.3044837982357267
Position 12566: 0.06916405640071079
Position 449: 0.06591294349082293
Position 12896: 0.06452825402362314
Position 13084: 0.04109257769542371
Position 12502: 0.0403870659961188
Position 12507: 0.026352655707323504
Position 255: 0.019445370466719472
Position 12438: 0.017856254329423612
Position 13367: 0.01602759231744976
Position 554: 0.013916823612527576
Position 406: 0.011094521515883006
Position 12402: 0.010771749832973817
Position 662: 0.008737811638286552
Position 12835: 0.0075207984507887436
Position 13110: 0.0066032292675466415
Position 412: 0.003604531346412527
Position 12513: 0.0035189162735790747
Position 12672: 0.0027405576434185617
Position 12572: 0.0026337100200201336
Position 573: 0.0018755069084015958
Position 434: 0.0018404512617157794
Position 789: 0.0017401699796409623
Position 1518: 0.0014743042189036073
Position 11688: 0.0013631571779770728
Position 11768: 0.0012746278110243655
Position 13567: 0.0009727075968674157
Position 12177: 0.0007253346663097534
Position 13399: 0.0006974061493130359
Position 1200: 0.0004259078128655287
Position 13692: 0.0003667201505294593
Position 11579: 0.00020802022027169255
Position 12180: 0.00017647996023996632
Position 11719: 0.00010904926262628757
Position 11780: 8.339474259595047e-05
Position 12832: 1.4644797712889709e-05
Position 12069: 7.387249565107571e-06
Position 11928: 5.667911862212331e-06
Position 363: 1.5811196947182433e-06
Position 276: 1.1442477154384168e-06
Position 12264: 6.978761836080869e-07
Position 12211: 3.165563792180382e-07
Position 12240: 1.4822025346132234e-07
Position 206: 1.3342536999949346e-07
Position 12186: 6.482858347379831e-08
Position 128: 5.474968046115448e-08
Position 12136: 2.0313882698025017e-08
Position 336: 4.720804891231841e-09
