Gene = Msr-110
index = 1288
Annotated 5SS: [2409 3717 8232 9617]
Annotated 3SS: [3518 7986 8351 9744]
SMsplice 5SS: [ 198  511 3717 8232 9617]
SMsplice 3SS: [ 406 3518 7986 8351 9744]
top_k =  100
Partition function (log Z): 6.106095730278182

Sorted 5' Splice Sites (High to Low Probability):
Position 8232: 0.9978703252102287
Position 511: 0.9854351562707293
Position 3717: 0.9322896820861218
Position 198: 0.8810100712500558
Position 9617: 0.782890112712565
Position 2409: 0.04388252284676361
Position 3708: 0.04213825423673527
Position 778: 0.04137029453864434
Position 880: 0.030826535318658872
Position 96: 0.028207501736207733
Position 1654: 0.022466111769860325
Position 8072: 0.02129379311894198
Position 4090: 0.01658036652756875
Position 254: 0.01536403842399168
Position 49: 0.007765236494492409
Position 544: 0.007475964399450715
Position 8806: 0.007321335385932368
Position 4221: 0.007015361368428138
Position 9891: 0.006557291118832244
Position 247: 0.006116116438210797
Position 267: 0.005883286186902091
Position 840: 0.005411955378430889
Position 100: 0.004958151509198793
Position 4083: 0.003621970332266293
Position 3916: 0.0035062372539337193
Position 782: 0.003339405399875323
Position 9071: 0.0027681101380279604
Position 269: 0.002763567687388258
Position 9860: 0.002435102403433149
Position 202: 0.0019616937281310568
Position 9917: 0.0017440531732798848
Position 9943: 0.0016714845336886777
Position 9653: 0.0016556151696059764
Position 4357: 0.0016171757367004023
Position 8866: 0.0015643743116674658
Position 4122: 0.0012917156369853808
Position 10145: 0.0012269402472417238
Position 8857: 0.0012213570817836696
Position 230: 0.0009813490598656353
Position 4293: 0.0009147860558757058
Position 52: 0.0007200724349870195
Position 9621: 0.0006632215446508447
Position 4216: 0.0006082318301508509
Position 1822: 0.0005698623269960234
Position 240: 0.0004845187567497603
Position 147: 0.000440713485926226
Position 8897: 0.0003785136054959216
Position 586: 0.00030854574457556594
Position 279: 0.00020160995641788134
Position 62: 0.00017213084830749743
Position 311: 0.00014733175385853482
Position 8195: 0.0001137336447271608
Position 80: 8.969012256873526e-05
Position 6: 8.880715740031472e-05
Position 515: 8.06388396624282e-05
Position 36: 7.365564320680037e-05
Position 33: 1.617022527002843e-05
Position 655: 1.5133247618655996e-05
Position 9400: 1.0817467822055134e-05
Position 9637: 1.0284113624380687e-05
Position 520: 9.637311822854595e-06
Position 648: 7.258166975707119e-06
Position 173: 7.101206886413799e-06
Position 317: 5.849702889342824e-06
Position 8160: 1.2217685104435534e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7986: 0.9995067353570131
Position 3518: 0.9712494301370216
Position 8351: 0.9689739393464879
Position 406: 0.9334881570730592
Position 9744: 0.7579293261624398
Position 1924: 0.040791617934861774
Position 710: 0.04046332899973499
Position 10272: 0.035152708948719254
Position 3842: 0.030164734412902097
Position 670: 0.02086684628397798
Position 8135: 0.02085642241336296
Position 734: 0.020273921706083484
Position 1461: 0.01688149206838468
Position 359: 0.012502156950493233
Position 8931: 0.008659367630924735
Position 414: 0.007764286160655197
Position 9768: 0.0062256377035433685
Position 10159: 0.005989214361770841
Position 3797: 0.0049911103290071375
Position 8805: 0.0037224719497877022
Position 9435: 0.0034653356633308477
Position 9486: 0.0027408383442972944
Position 8883: 0.0026452486692078564
Position 1953: 0.0025602746096905354
Position 9929: 0.0022956461546918506
Position 9123: 0.0022183258303191088
Position 625: 0.0022128089803290364
Position 9712: 0.0019279863621195028
Position 9926: 0.0017607962882999952
Position 8616: 0.0014141973182525244
Position 984: 0.0012596746628995156
Position 8724: 0.0010875244632029763
Position 9778: 0.0010440441454975114
Position 2682: 0.0010373095891457078
Position 8946: 0.0009700494806745756
Position 9752: 0.0009095169953407407
Position 773: 0.0007956301078817846
Position 3273: 0.0006449665425664454
Position 8754: 0.0005842315131427938
Position 8886: 0.000417107545497535
Position 8052: 0.0003288869542608574
Position 8772: 0.00025030367561050206
Position 8652: 0.0001918426128527521
Position 1369: 9.783892356118476e-05
Position 243: 6.438158692039167e-05
Position 7150: 5.872807019820782e-05
Position 726: 3.67393611478701e-05
Position 6704: 3.0506264763801424e-05
Position 600: 2.7200043892619733e-05
Position 6881: 2.044278366381638e-05
Position 633: 1.8961602715638015e-05
Position 7077: 1.8534496196238014e-05
Position 3077: 1.224273947757739e-05
Position 426: 9.131046874969878e-06
Position 267: 6.295873180006579e-06
Position 2408: 6.020052497266386e-06
Position 272: 5.504366122352501e-06
Position 459: 3.0849877068537433e-06
Position 254: 1.6242946596374303e-06
Position 371: 1.554956562848049e-06
Position 263: 1.5213680360034115e-06
Position 476: 7.950457165597163e-07
Position 247: 7.445577816890136e-07
Position 8463: 6.696529285813622e-07
Position 128: 7.907819843250465e-08
