Gene = Daxx
index = 1129
Annotated 5SS: [ 322 5183 5424]
Annotated 3SS: [1053 5242 5561]
SMsplice 5SS: [ 322 1471 5183 5424]
SMsplice 3SS: [1053 5081 5242 5561]
top_k =  100
Partition function (log Z): -10.07060867344966

Sorted 5' Splice Sites (High to Low Probability):
Position 1471: 0.6755733205165005
Position 322: 0.5498847360451594
Position 630: 0.31934878817077345
Position 5424: 0.08867968019118344
Position 1999: 0.0447888212264769
Position 1621: 0.04336604872455667
Position 1414: 0.038928387016739195
Position 1109: 0.038403048733414616
Position 5905: 0.03560293743259631
Position 353: 0.029238236226433845
Position 373: 0.01553719122176376
Position 678: 0.014749127023211926
Position 361: 0.010229075921920643
Position 207: 0.007835045581051263
Position 961: 0.007768899359193551
Position 406: 0.006084933695199151
Position 357: 0.005783011497248658
Position 378: 0.005092102266437695
Position 359: 0.004290152083035351
Position 1171: 0.004218000117842903
Position 60: 0.004096799125264141
Position 412: 0.0033791113374362783
Position 617: 0.0032995207488800684
Position 806: 0.002439033047096324
Position 349: 0.001970056961122616
Position 926: 0.0012374194209133257
Position 228: 0.0010541194892272716
Position 223: 0.0010130275977590648
Position 625: 0.0009616904473901125
Position 683: 0.0005351909958511
Position 71: 0.0004716895849543436
Position 162: 0.0003814207672509438
Position 382: 0.0003765978807837175
Position 363: 0.00033927613019289673
Position 178: 0.00024078948620397353
Position 365: 0.000214797936393287
Position 858: 0.0002109057694301337
Position 152: 1.0999093254556669e-05
Position 658: 1.0854233405362359e-05
Position 653: 9.296651829045413e-06
Position 517: 6.323310465057388e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.9162143466733146
Position 1053: 0.7774692709130725
Position 5242: 0.11825818272188457
Position 6416: 0.06926722832838411
Position 1321: 0.043389726443743455
Position 1711: 0.009676987116387321
Position 476: 0.006781267087592626
Position 473: 0.004003574169884216
Position 1803: 0.0033780779980845466
Position 506: 0.0033640172467350967
Position 1749: 0.002684078811908819
Position 1806: 0.002623922890821205
Position 857: 0.0024701804389749595
Position 4311: 0.0015923028987212188
Position 1764: 0.0011627107911471317
Position 3390: 0.001132739287358988
Position 1752: 0.0009952423021331199
Position 428: 0.0009923006454736656
Position 3629: 0.0008560741683106695
Position 392: 0.0003627862751270939
Position 523: 0.0003046390656944399
Position 1034: 0.00021479394999139682
Position 565: 0.00017575337710331394
Position 1578: 0.00015630265713843943
Position 490: 0.00011105130613753545
Position 1112: 2.0601899177269875e-05
Position 1349: 1.390920683622995e-06
Position 1192: 9.126808573421692e-07
