Gene = enc
index = 1694
Annotated 5SS: [  242 11183 13865 14080 14331 14720 14992 15949 18256 18927 20683 20845]
Annotated 3SS: [10739 13041 13922 14176 14392 14776 15591 17342 18319 18982 20744 20953]
SMsplice 5SS: [  242 11183 13865 14080 14331 14720 14992 18256 18927 20683 20845]
SMsplice 3SS: [10739 13041 13922 14176 14392 14776 17342 18319 18988 20744 20953]
top_k =  100
Partition function (log Z): 35.85799956293819

Sorted 5' Splice Sites (High to Low Probability):
Position 18256: 0.9998458436351728
Position 242: 0.9998234973412944
Position 14331: 0.9981232449170122
Position 13865: 0.9962436493925686
Position 20683: 0.9917350835058858
Position 18927: 0.9871131112954974
Position 20845: 0.9842076052472142
Position 14992: 0.9818318151671446
Position 14720: 0.9772594505360905
Position 14080: 0.9643281910243795
Position 11183: 0.758715248389712
Position 21019: 0.46742730822839357
Position 21260: 0.30639236077435716
Position 21006: 0.1616925073978915
Position 15949: 0.06742178080399189
Position 18748: 0.06110528964162451
Position 1133: 0.0586564813749898
Position 529: 0.05745714283607967
Position 21464: 0.051665784765553224
Position 11673: 0.0402980535881096
Position 21238: 0.033531526072691116
Position 14099: 0.031988875805521365
Position 14468: 0.031318328320184795
Position 18714: 0.025554914894013445
Position 18019: 0.020138562286823168
Position 19775: 0.020005136927685543
Position 691: 0.014980494459610874
Position 19765: 0.01482875706457948
Position 14988: 0.01128020028553537
Position 19903: 0.010364718838799816
Position 18917: 0.010193505526559586
Position 19298: 0.009579594169810631
Position 17144: 0.008281097174950076
Position 19417: 0.007853063016341477
Position 20993: 0.007257645076109905
Position 20658: 0.005095969208279841
Position 19295: 0.004218707663701833
Position 19771: 0.0029698618672664985
Position 680: 0.0028281357488110395
Position 18848: 0.0026764118984094814
Position 19084: 0.001634982665337992
Position 15007: 0.001212331650918271
Position 14128: 0.0011259362360009075
Position 14288: 0.0010972276708829242
Position 14631: 0.0009434048139324178
Position 676: 0.0006336010278445746
Position 16057: 0.0005992123382786791
Position 14084: 0.00039122502429452406
Position 14595: 0.0002737215581739259
Position 14472: 0.00022654360069182563
Position 18383: 0.00015878237349521834
Position 20822: 0.00012010664933953346
Position 818: 0.00011753001649358376
Position 455: 0.00010728482892726018
Position 14292: 9.924992689346083e-05
Position 14634: 9.387346579321163e-05
Position 14088: 9.107129194153382e-05
Position 14607: 9.060028045804735e-05
Position 459: 7.853349615700722e-05
Position 14290: 7.254451099005173e-05
Position 13715: 7.224703163008878e-05
Position 463: 6.0490213998033675e-05
Position 547: 5.928063898559613e-05
Position 14665: 3.245016139973566e-05
Position 15298: 3.1512052382553196e-05
Position 273: 2.3940254939559993e-05
Position 19420: 2.0220076413356866e-05
Position 315: 1.505439263346484e-05
Position 18920: 1.392523132678169e-05
Position 19259: 1.1520570335610985e-05
Position 14482: 1.0167776324967437e-05
Position 14185: 8.46019395739063e-06
Position 14850: 5.5905060060436e-06
Position 19286: 5.519012703379175e-06
Position 18028: 4.969654586459343e-06
Position 155: 3.17396072395009e-06
Position 18906: 2.8604879537943587e-06
Position 17974: 2.8295194757421e-06
Position 246: 2.2136970089230523e-06
Position 19103: 7.845718267632894e-07
