Gene = rhea
index = 1856
Annotated 5SS: [15322 16617 17085 17336 17474 18036 18188 18634 19095 23744 24001 26084
 26661 27677 28472]
Annotated 3SS: [16357 16685 17143 17394 17531 18098 18544 18977 19155 23809 25966 26144
 27016 27896 28529]
SMsplice 5SS: [   32 10971 16617 17085 17336 17474 18036 18188 18634 19095 19528 23744
 24001 26084 26661 27677 28472]
SMsplice 3SS: [10729 16357 16685 17143 17394 17531 18098 18544 18977 19155 23338 23809
 25966 26144 27016 27896 28529]
top_k =  100
Partition function (log Z): 43.319423262852894

Sorted 5' Splice Sites (High to Low Probability):
Position 10971: 1.0000000000000142
Position 19095: 0.9999776709351186
Position 26084: 0.9999039996535487
Position 26661: 0.9998516130508349
Position 24001: 0.9997684989299714
Position 17336: 0.999029178044551
Position 18188: 0.9976264271389635
Position 16617: 0.9975151952442949
Position 18036: 0.9973015584432785
Position 17085: 0.9905588422468306
Position 18634: 0.9823801167705916
Position 28472: 0.9769403868216279
Position 17474: 0.972663487422612
Position 27677: 0.39381520660461145
Position 32: 0.3241431824129429
Position 19528: 0.2834136915940848
Position 19360: 0.2626908207996964
Position 89: 0.2542765656456236
Position 18907: 0.22364821612706942
Position 27180: 0.19695718880129842
Position 28649: 0.19456109124801307
Position 438: 0.18064396509122338
Position 28078: 0.15559190802473244
Position 19234: 0.14611760606087107
Position 462: 0.11839017574809031
Position 11916: 0.08783620124735045
Position 27652: 0.08129066507674941
Position 249: 0.0600025035675758
Position 19372: 0.05772594905480568
Position 28821: 0.05636035313253499
Position 19532: 0.04545161807492766
Position 19724: 0.03962612106356231
Position 835: 0.03826103430158886
Position 27098: 0.03247851452247254
Position 27504: 0.03130972944801222
Position 27642: 0.028387596659588614
Position 25: 0.024282573232969333
Position 27350: 0.0236263807422953
Position 27587: 0.020810639355444013
Position 16827: 0.017826638598213113
Position 28204: 0.016801404586584797
Position 27263: 0.011784021345974609
Position 25252: 0.008521811265320886
Position 26944: 0.0062474155017444525
Position 27543: 0.00572916667270782
Position 17013: 0.0054575192012142676
Position 27123: 0.003853227377068005
Position 13646: 0.0034311329909989356
Position 18473: 0.0032795372418770565
Position 27146: 0.002863939130668182
Position 16844: 0.0026228715147065752
Position 28444: 0.0021006822371065366
Position 16577: 0.0019509032269230226
Position 26489: 0.0016074161551019297
Position 18055: 0.0015357412966834547
Position 16943: 0.0015258793988443273
Position 18638: 0.0014653684120357184
Position 26377: 0.0011025559582128058
Position 17478: 0.0008382208493679717
Position 26818: 0.0007194491761470201
Position 18018: 0.0007160690977029372
Position 18433: 0.000709248432416442
Position 18607: 0.0007076446619537495
Position 17818: 0.0005942958744807247
Position 17340: 0.0004146868276254703
Position 24231: 0.0003165486551678817
Position 26181: 0.000312617447190852
Position 26277: 0.00026585453462166697
Position 18040: 0.0002270686945023615
Position 18042: 0.00014905813034696094
Position 17351: 0.00012548482715969564
Position 18270: 0.00012206461084473367
Position 16990: 9.366154256274386e-05
Position 26217: 9.006635667706229e-05
Position 26665: 7.151752675783532e-05
Position 26709: 5.124472268004204e-05
Position 16823: 4.9764623400045656e-05
Position 17158: 2.616090298530147e-05
Position 18010: 1.97041601437236e-05
Position 26841: 1.753381898860463e-05
Position 26857: 1.6529826006636093e-05
