Gene = dpr19
index = 1674
Annotated 5SS: [ 386 1221 1775 2054 2232 2697]
Annotated 3SS: [1079 1628 1842 2119 2322 2754]
SMsplice 5SS: [ 717 1775 2054 2232 2697]
SMsplice 3SS: [1628 1842 2119 2322 2754]
top_k =  100
Partition function (log Z): 5.131287252292457

Sorted 5' Splice Sites (High to Low Probability):
Position 1775: 0.9970720877254238
Position 2697: 0.9790507178503437
Position 2054: 0.909454162177747
Position 2232: 0.8706120979167584
Position 717: 0.7017867252107437
Position 1349: 0.13562716908428246
Position 1221: 0.12656070103515105
Position 273: 0.09785110021028397
Position 386: 0.08723942897005871
Position 2259: 0.0648859087103646
Position 2964: 0.02390467188610826
Position 2250: 0.019629584718789922
Position 153: 0.016971413141105077
Position 3018: 0.015324158627703005
Position 2591: 0.014538246777608949
Position 52: 0.004455385585978734
Position 3138: 0.0037203172152790163
Position 743: 0.0026152235953045538
Position 789: 0.0023550308069836537
Position 509: 0.0018980890569030191
Position 1416: 0.0011324985354125418
Position 3525: 0.0010749735995948342
Position 3317: 0.0009208547689869046
Position 532: 0.0008041668639831391
Position 3541: 0.0008038548460423538
Position 1099: 0.0007081682294817702
Position 1988: 0.0006769759530013794
Position 2000: 0.0005862065711591255
Position 1757: 0.00046881832355613406
Position 2096: 0.00023133054660223583
Position 572: 0.00014051794480541034
Position 578: 0.00011744980944481401
Position 2224: 0.0001171965126109258
Position 2050: 9.900264502677956e-05
Position 2032: 9.532082136832703e-05
Position 566: 7.128597862427631e-05
Position 355: 5.9671749659806364e-05
Position 1665: 3.14942404633593e-05
Position 594: 2.180206083820388e-05
Position 2681: 1.3658672135208038e-05
Position 107: 1.0490897512883523e-05
Position 2615: 3.6543664816788613e-06
Position 2125: 1.6309245136991247e-06
Position 2595: 1.5569062878684361e-06
Position 2606: 5.865915630543717e-07
Position 2597: 5.273940438824582e-07
Position 2007: 2.0815016368645772e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2754: 0.9933315328951913
Position 1842: 0.9837058309964364
Position 1628: 0.9812892126955198
Position 2322: 0.9665842736995098
Position 2119: 0.8209340566932809
Position 1079: 0.0645440575257971
Position 2122: 0.06442095871474288
Position 1013: 0.030339357745775685
Position 1206: 0.027654843006951632
Position 3084: 0.02411491785906588
Position 869: 0.0161459895936746
Position 1823: 0.012488998167152616
Position 643: 0.011692973652112531
Position 2287: 0.010673281767278865
Position 3087: 0.009793776970914332
Position 597: 0.009425671713801967
Position 475: 0.007076096526833247
Position 838: 0.007020471470801712
Position 509: 0.006008887894421653
Position 3607: 0.005451989199195696
Position 3342: 0.004477518092643079
Position 1280: 0.0035095646270811246
Position 1069: 0.00253538072424205
Position 3098: 0.0019106288218954004
Position 608: 0.001688589203354537
Position 2334: 0.0014914016380564018
Position 1230: 0.0014648292890843521
Position 1592: 0.0014194772072741737
Position 340: 0.001212940272852781
Position 1872: 0.0011327708966702762
Position 313: 0.0010745778513664558
Position 669: 0.0010692756321955658
Position 2360: 0.001063347771746727
Position 2401: 0.0008657948465802691
Position 1348: 0.000825507778879662
Position 1416: 0.0007763044490593075
Position 1859: 0.0006440293836076855
Position 2128: 0.0006321637419175482
Position 1901: 0.0006214479431855634
Position 1514: 0.0006085820770872665
Position 1680: 0.0005279995592943093
Position 874: 0.0004697282244804729
Position 250: 0.0002911056620454643
Position 2673: 0.00028510585612216363
Position 683: 0.00018374628003948808
Position 1904: 0.00017598888935633087
Position 2038: 4.113518376200496e-05
Position 153: 1.2545358834120374e-05
Position 150: 1.1686286372926504e-05
Position 401: 1.0796273460650623e-05
Position 889: 9.517093082255993e-06
Position 2777: 5.180991534411127e-06
Position 2421: 6.938131387184886e-08
