Gene = sip2
index = 1874
Annotated 5SS: [ 136  331 2180]
Annotated 3SS: [ 218  519 2243]
SMsplice 5SS: [ 136  331 2180]
SMsplice 3SS: [ 179  519 2243]
top_k =  100
Partition function (log Z): -1.5786255235020668

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9727240606427581
Position 136: 0.8055078930747357
Position 331: 0.6575148570199655
Position 2016: 0.07457375702576508
Position 442: 0.01285907427460963
Position 1778: 0.012254125704359024
Position 309: 0.003934908026324141
Position 430: 0.003805577861956389
Position 690: 0.0032272553124780183
Position 116: 0.0021139673752163988
Position 297: 0.0015837884854944346
Position 2495: 0.001398258865331671
Position 464: 0.0009845511057322454
Position 815: 0.0007398519418536621
Position 140: 0.0007153332113014921
Position 679: 0.0007124918777402208
Position 2477: 0.0003244686464807064
Position 1950: 0.00028459432582023125
Position 1596: 0.0002553950797998482
Position 1916: 0.00025376385372327887
Position 890: 0.0002449884879629034
Position 1073: 0.00023707781716281613
Position 1614: 0.00018866115862565196
Position 894: 0.0001717583014759154
Position 375: 0.00015584727372292313
Position 2280: 3.967825858930532e-05
Position 87: 3.081695936462212e-05
Position 60: 1.7550921020310274e-05
Position 85: 1.5296469955767153e-05
Position 179: 1.3236349123828183e-05
Position 55: 5.754709631678297e-06
Position 41: 1.3476444111544957e-06
Position 313: 5.360968499143893e-07
Position 34: 5.265453421437511e-07
Position 623: 2.1102161066160786e-07
Position 388: 1.812707485347824e-07
Position 1448: 1.187041827703348e-07
Position 197: 9.09906794749308e-08
Position 362: 7.657869448170336e-08
Position 1055: 2.132743761836288e-08
Position 218: 1.765410826541482e-08
Position 745: 4.118761993398531e-09
Position 1681: 1.5996677711697352e-09
Position 199: 1.908648769641544e-16
Position 208: 1.1296658430587907e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9908187613101517
Position 519: 0.9724706998022282
Position 179: 0.43438552743593234
Position 2071: 0.07040081563056762
Position 230: 0.04422909215137698
Position 1854: 0.025258890061997025
Position 218: 0.008537226199633999
Position 391: 0.008395916564062815
Position 2551: 0.0017624057704016822
Position 271: 0.0004507830081512703
Position 2279: 0.0001591280159263763
Position 313: 1.2191111516316425e-05
Position 532: 1.0185449776101959e-05
Position 135: 5.938588854407301e-08
Position 132: 5.1957926534254865e-08
Position 99: 1.6627977030046043e-08
Position 289: 1.3533765351731368e-08
Position 301: 9.953296788587014e-09
