Gene = Tsf2
index = 1570
Annotated 5SS: [ 173  674  887 1113 1624 1852]
Annotated 3SS: [ 245  752  951 1171 1686 1917]
SMsplice 5SS: [ 173  674  887 1113 1624 1852]
SMsplice 3SS: [ 245  752  951 1171 1686 1917]
top_k =  100
Partition function (log Z): 16.193798982409746

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9995411345133262
Position 1852: 0.9990853007751269
Position 674: 0.9986051266573969
Position 173: 0.9796178539076421
Position 1113: 0.8605875546539683
Position 887: 0.8578171648307793
Position 2174: 0.10220742890871674
Position 490: 0.055231823094622864
Position 2727: 0.008793195794023129
Position 48: 0.008618273205865508
Position 798: 0.006454499102224392
Position 371: 0.004487578266275246
Position 2535: 0.0034762418806933925
Position 1247: 0.002348888172522899
Position 839: 0.0017917047886031
Position 30: 0.0016414376364607777
Position 405: 0.001604503133213837
Position 2310: 0.0012061162872320215
Position 1082: 0.000911051001604322
Position 35: 0.0005633523034072719
Position 3229: 0.0005611407024022884
Position 1367: 0.00048694256396926146
Position 635: 0.0004299576488153552
Position 335: 0.0003640155769487845
Position 830: 0.00028920068332271285
Position 651: 0.0002782379747908204
Position 415: 0.00026141034456048345
Position 32: 0.00019361965074395069
Position 177: 0.0001895208626438301
Position 42: 0.000176583886189936
Position 77: 0.0001658622956387656
Position 313: 0.0001600234034876135
Position 54: 0.0001307044936413677
Position 620: 0.00012729385753478865
Position 832: 0.00012250993373029705
Position 678: 0.00011706940115253719
Position 1864: 6.838918379145354e-05
Position 1778: 2.8409191396296705e-05
Position 1628: 1.8521211321167502e-05
Position 37: 1.5801576560033067e-05
Position 837: 9.176653586087483e-06
Position 659: 3.846072922876562e-06
Position 197: 5.139625014407749e-07
Position 1117: 8.642975704899158e-08
Position 284: 5.0628748203103825e-08
Position 373: 1.732704277890676e-08
Position 622: 7.815968380610362e-09
Position 142: 6.099222848792433e-11
Position 155: 5.318065626884012e-11
Position 133: 1.0212313554334672e-15
Position 127: 6.41409790546647e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9941668660147011
Position 752: 0.9869712108499501
Position 1686: 0.9799403392685677
Position 245: 0.9730849627633833
Position 951: 0.8620648296890703
Position 1171: 0.7809792065510724
Position 2805: 0.09767731840728959
Position 557: 0.05515119797030945
Position 1466: 0.03432425830790507
Position 1720: 0.017679920057521423
Position 1158: 0.0175520169956182
Position 1298: 0.014569321854643968
Position 720: 0.011556534418326754
Position 517: 0.011322780186351784
Position 1245: 0.010002914960886882
Position 2363: 0.005946578711875743
Position 3174: 0.005921669623314128
Position 119: 0.00488436845750256
Position 122: 0.004657302351204121
Position 976: 0.003997738136342088
Position 2849: 0.0037814553964575404
Position 1180: 0.0030839682583313367
Position 2390: 0.0027628628914566442
Position 1992: 0.0027266597299048243
Position 3281: 0.002260452167563255
Position 442: 0.001514831941328868
Position 1173: 0.0012356518442113787
Position 142: 0.000983762634752415
Position 1514: 0.0009766794927108544
Position 1694: 0.0009359697498898662
Position 1304: 0.0008185354899757903
Position 1004: 0.0007781644791163723
Position 1740: 0.0006552994959069646
Position 405: 0.0005902939901519914
Position 1261: 0.00042946991519901166
Position 1522: 0.00038052343873496016
Position 1747: 0.00035514137149807824
Position 1428: 0.0003523284428288862
Position 1377: 0.00033036585970955875
Position 584: 0.0002913743933131525
Position 568: 0.00024953587032288315
Position 439: 0.0001556961208401725
Position 1728: 0.00015144207261966558
Position 797: 9.663739047122416e-05
Position 760: 9.02067759903066e-05
Position 1930: 8.822680918898416e-05
Position 271: 6.257456285614945e-05
Position 1948: 5.834281634731076e-05
Position 571: 5.823731314896613e-05
Position 1962: 2.6757362587861094e-05
Position 764: 2.403802073724759e-05
Position 211: 1.245445101729785e-05
Position 1845: 1.04309381071105e-05
Position 77: 9.43529793790184e-06
