Gene = syd
index = 1904
Annotated 5SS: [ 743 2350 3123 3344 3820 4083 4366 4889 5433 5690 5970 7652 7937 8204]
Annotated 3SS: [2328 2885 3187 3413 3977 4329 4870 5374 5510 5746 6034 7715 8002 9282]
SMsplice 5SS: [ 743 3123 3344 3820 4083 5433 5690 5970 7652 7937 8204]
SMsplice 3SS: [ 2885  3187  3413  3977  5374  5510  5746  6034  7715  8002 16712]
top_k =  100
Partition function (log Z): 23.757278787901512

Sorted 5' Splice Sites (High to Low Probability):
Position 7937: 0.9992543400021606
Position 3123: 0.9986758289913112
Position 3344: 0.9970650133592256
Position 5433: 0.9962402424684785
Position 5970: 0.9899257935806931
Position 3820: 0.9893332497817875
Position 5690: 0.9814356390010807
Position 4083: 0.9732987941986905
Position 743: 0.9501742802503176
Position 8204: 0.9147453241027186
Position 7652: 0.8012476486395536
Position 9372: 0.555783133282885
Position 16890: 0.3756716985846652
Position 4889: 0.3715144002469664
Position 4366: 0.17839008427019631
Position 7605: 0.16159575880848834
Position 8361: 0.10758483574797882
Position 2350: 0.09750950527121155
Position 8950: 0.09200426611496113
Position 1275: 0.03962593078134415
Position 7029: 0.031962792397427296
Position 4976: 0.030182960512471574
Position 708: 0.02474357656846861
Position 5677: 0.01301904997767126
Position 2719: 0.010869220180013989
Position 12: 0.010309910537708692
Position 4422: 0.009960512536648015
Position 2431: 0.009090421969564829
Position 8633: 0.008975998906969077
Position 4486: 0.007318760475299243
Position 3540: 0.006021084506355567
Position 3824: 0.0055834832483378895
Position 1305: 0.004835405579326973
Position 56: 0.004532098039475418
Position 579: 0.004178050919400286
Position 8712: 0.0040660282284627385
Position 791: 0.003593602967766403
Position 1530: 0.0034917937656525778
Position 5116: 0.003381567146294663
Position 5872: 0.003188300238306774
Position 954: 0.0027631060756601266
Position 4631: 0.0018618094501866508
Position 40: 0.001753947187332958
Position 314: 0.0016224764698395152
Position 3380: 0.0014365434326578175
Position 5908: 0.001385152988738378
Position 123: 0.0013767008230083796
Position 5957: 0.001222249031193148
Position 519: 0.00110661445580531
Position 6468: 0.0010528280669240718
Position 5949: 0.000977569001318976
Position 400: 0.0009146058218218355
Position 5639: 0.0008059218552011709
Position 8747: 0.0006777023767034653
Position 3135: 0.0006433625904132682
Position 8788: 0.0005775921191108364
Position 543: 0.0005206199524882307
Position 3618: 0.00033863868301254495
Position 5903: 0.00033310595815938857
Position 8263: 0.00030499674030805095
Position 2136: 0.00029690391022703047
Position 58: 0.0001908641991744341
Position 2370: 0.00014827372740948888
Position 3110: 0.0001478826654221235
Position 3716: 0.00014337195273109608
Position 4132: 0.00012790344838519357
Position 7918: 0.00010712863241102126
Position 4154: 9.858312610814796e-05
Position 3371: 8.95365579151671e-05
Position 4059: 8.599686414907319e-05
Position 1309: 5.965390894540201e-05
Position 3437: 5.550413253909744e-05
Position 1484: 5.3670592682497237e-05
Position 5976: 5.057155022709415e-05
Position 506: 4.159136114484366e-05
Position 404: 4.114869354752966e-05
Position 3072: 3.870449013278029e-05
Position 4101: 3.399390250225805e-05
Position 3039: 2.2152215990905595e-05
Position 3052: 2.1708376586942988e-05
Position 7785: 2.0835507074781083e-05
Position 4173: 1.9313921287958624e-05
Position 19: 1.2114566385170604e-05
Position 5898: 4.707454371106413e-06
Position 8353: 3.5515009060569616e-06
Position 8169: 3.514303947698214e-06
Position 6352: 1.1122211303587112e-06
Position 5622: 3.279641762230122e-07
Position 5928: 1.1704991620189515e-07
Position 3263: 1.6213099133685284e-08
Position 3386: 1.5209305865488123e-08
Position 3879: 4.0188887930851626e-09
Position 3294: 8.645449248979646e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3187: 0.9992470424267651
Position 16712: 0.9981422051062616
Position 8002: 0.9980463161315813
Position 6034: 0.9977466993781532
Position 5746: 0.9933872360774151
Position 5510: 0.9814086749075627
Position 3977: 0.9648459276141195
Position 2885: 0.9480523373375649
Position 3413: 0.9046741168073532
Position 7715: 0.8201646356484029
Position 5374: 0.7706821265662039
Position 4329: 0.47280409846419913
Position 18055: 0.3756716985846652
Position 9282: 0.3459839913124835
Position 9218: 0.14861784396178196
Position 2328: 0.14587602931029536
Position 7679: 0.14213877863178268
Position 4197: 0.1076411241763267
Position 8540: 0.10586931919456295
Position 5169: 0.08160231070185205
Position 4937: 0.06390917271480696
Position 8299: 0.0442476705830765
Position 3444: 0.03625057057681784
Position 1001: 0.032414786786930876
Position 3574: 0.030474515967713625
Position 4870: 0.02643603084532654
Position 4000: 0.023720859353964865
Position 7144: 0.022331897308995922
Position 9196: 0.02128686448082762
Position 9047: 0.01794275624834921
Position 2466: 0.016923982634563413
Position 3416: 0.015820943371378262
Position 5532: 0.012518310864813847
Position 113: 0.012145992543011587
Position 5356: 0.011630830077592923
Position 1187: 0.010298285408795306
Position 4983: 0.010231978516476491
Position 7113: 0.009587675995752588
Position 4685: 0.009467188281120753
Position 3689: 0.007003455886628049
Position 4333: 0.006308553463282036
Position 4365: 0.0055823832553066515
Position 4947: 0.0052650452101620894
Position 4543: 0.0037448160276689693
Position 3646: 0.0032892538601073493
Position 4154: 0.0032704873240969254
Position 1162: 0.002905417056943421
Position 8556: 0.002729286516582148
Position 5551: 0.0025834218653748783
Position 4006: 0.0015306818686257472
Position 3749: 0.0014928049793484343
Position 13346: 0.0014572165797132098
Position 5477: 0.0014515133837186935
Position 4003: 0.001435299932677502
Position 5784: 0.0014278054710718006
Position 2781: 0.0013623555574112083
Position 4045: 0.0013371475247909508
Position 577: 0.0010857158980251027
Position 6569: 0.0010528280669240696
Position 608: 0.000990701711506669
Position 3655: 0.0009851794435010886
Position 3522: 0.0008470514926807039
Position 1021: 0.0007920073223256665
Position 957: 0.0005150429836705537
Position 3455: 0.0004664153472532833
Position 3434: 0.00040502977904110577
Position 3720: 0.00031727107709541257
Position 1563: 0.0002763531932300653
Position 3485: 0.0002573068718974913
Position 3752: 0.00023872657972303464
Position 8559: 0.00018925168453672497
Position 3217: 0.00016047057553374828
Position 3776: 0.00014373276959414773
Position 3197: 0.00013370931155624822
Position 4369: 0.00013270655701860622
Position 1917: 0.0001086807701063414
Position 4406: 9.405517759180115e-05
Position 8019: 8.233807023350079e-05
Position 10207: 7.377104180489747e-05
Position 3476: 4.571793004261407e-05
Position 1215: 3.600887655597448e-05
Position 1080: 3.067936537339909e-05
Position 3220: 2.681586841142558e-05
Position 582: 2.3268470774468265e-05
Position 4206: 2.1355555759157205e-05
Position 9428: 1.713861290949741e-05
Position 9832: 4.319780875059605e-06
Position 9425: 2.1705215557244865e-06
Position 6408: 1.1122211303587129e-06
