Gene = hid
index = 1727
Annotated 5SS: [  850 12595 13582]
Annotated 3SS: [12086 13268 15549]
SMsplice 5SS: [  850 12595 13582]
SMsplice 3SS: [12086 13268 15549]
top_k =  100
Partition function (log Z): -3.9095528293771693

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9993091238360959
Position 13582: 0.9782150551259048
Position 12595: 0.977969985070945
Position 4574: 0.14664254496698179
Position 15884: 0.09918546957506381
Position 1036: 0.06648807205466083
Position 4469: 0.05746972115673611
Position 1133: 0.02377158467829422
Position 14713: 0.00955557357241111
Position 3427: 0.008709085566093856
Position 14654: 0.008376755415404861
Position 14060: 0.006824945048863309
Position 15646: 0.004867385207201205
Position 16284: 0.004278517067207808
Position 1653: 0.0031238785349484485
Position 28: 0.0024974270307590706
Position 13645: 0.0020839207607500866
Position 14782: 0.001974684709146966
Position 13631: 0.0018254613022038932
Position 14666: 0.0013029335691738435
Position 14002: 0.001260533174103008
Position 818: 0.00040219639349117075
Position 322: 0.0003346206431657875
Position 900: 0.00022741231091671793
Position 369: 8.938719409511408e-05
Position 256: 3.872262271250518e-05
Position 847: 1.5115654584620347e-05
Position 194: 1.4549023737045487e-05
Position 904: 9.907059064679061e-06
Position 59: 7.134916261054107e-06
Position 70: 6.458711305804209e-06
Position 259: 5.252246672515709e-06
Position 150: 3.892847763885333e-06
Position 822: 3.561507930180476e-06
Position 157: 2.839175820351175e-06
Position 830: 2.738628663583926e-06
Position 898: 2.663933745801604e-06
Position 854: 1.500241270614997e-06
Position 35: 1.3785294297303507e-06
Position 254: 1.2271206077280447e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12086: 0.9808107708071423
Position 15549: 0.9773650785375504
Position 13268: 0.9543479400811227
Position 4339: 0.19570860114326297
Position 947: 0.08027117810734136
Position 15957: 0.03997055941794743
Position 17096: 0.03754120803600475
Position 13792: 0.028487313952839568
Position 16181: 0.02202230565055914
Position 13230: 0.01986754256976765
Position 13713: 0.012841109632371811
Position 925: 0.010718727503534947
Position 3582: 0.008403665516591736
Position 13242: 0.005578806126949382
Position 16617: 0.0044179060626844315
Position 3165: 0.0038298293825643303
Position 16533: 0.0030722708420467585
Position 912: 0.0021814746838096665
Position 15558: 0.0020924306480524252
Position 16444: 0.002029430526842434
Position 3261: 0.0020174651879206777
Position 15941: 0.0017949411954212872
Position 15707: 0.0016420120190620822
Position 3112: 0.0012961326855067683
Position 418: 0.001248392248907424
Position 15753: 0.0012198990898525837
Position 386: 0.000948147692933064
Position 15133: 0.0008277827240200454
Position 15795: 0.000795065193812875
Position 2727: 0.0007402634565665558
Position 14896: 0.0005449756347690175
Position 13775: 0.0003193339250644964
Position 1201: 0.0002709438221147861
Position 1329: 0.0002611025437489367
Position 176: 0.0002316864630747978
Position 2975: 0.00018043588932236085
Position 369: 0.00018039223805628527
Position 1528: 0.00017421851344643453
Position 1428: 0.00014711464621771844
Position 415: 0.00012950794168560027
Position 100: 0.00012353618134371833
Position 405: 0.00011918132274775346
Position 13949: 7.498549181553035e-05
Position 13653: 5.755084779189374e-05
