Gene = Atac2
index = 33
Annotated 5SS: [ 481  693  923 2221]
Annotated 3SS: [ 540  747  988 2286]
SMsplice 5SS: [ 481  693  923 2221]
SMsplice 3SS: [ 540  747  988 2286]
top_k =  100
Partition function (log Z): 9.580561978809312

Sorted 5' Splice Sites (High to Low Probability):
Position 923: 0.9997467403670766
Position 693: 0.9996315680048949
Position 481: 0.9944397785030844
Position 2221: 0.9831194657401888
Position 1240: 0.14535055766471305
Position 247: 0.09222002062080231
Position 1410: 0.07112456840010477
Position 1297: 0.05440242360440129
Position 1198: 0.0500737397083755
Position 256: 0.020353847713116623
Position 2473: 0.013257687800986816
Position 1168: 0.010327298497427828
Position 2409: 0.00802972088704796
Position 1470: 0.007911551495315626
Position 2373: 0.005985982540520397
Position 176: 0.0017630799739729065
Position 491: 0.0009843902564387061
Position 2197: 0.0006674255678124293
Position 323: 0.0006412088329514092
Position 471: 0.00047517671769504213
Position 485: 0.00045812128878131687
Position 317: 0.0003780423898195253
Position 230: 0.0003317051373939297
Position 479: 0.0003177367635613713
Position 2154: 0.00030933563606230183
Position 258: 0.00023647029040560212
Position 910: 0.00018430777152142225
Position 34: 0.00013878271675558782
Position 1134: 0.0001095423559168994
Position 284: 9.736260253786485e-05
Position 241: 7.938437353465576e-05
Position 27: 6.893454064658607e-05
Position 1093: 5.327902657868827e-05
Position 680: 2.6126910070000798e-05
Position 643: 2.4567677626293206e-05
Position 260: 2.18201830061929e-05
Position 697: 1.820771510949527e-05
Position 120: 1.8130157995450342e-05
Position 1193: 1.6113767998966224e-05
Position 67: 1.4719889362597254e-05
Position 251: 1.4134892940824157e-05
Position 154: 1.1251752503671057e-05
Position 615: 1.0962650027044552e-05
Position 438: 8.786739063020646e-06
Position 52: 6.3248005403982595e-06
Position 708: 4.583681104706527e-06
Position 350: 3.841834346841623e-06
Position 2109: 1.1823653450820113e-06
Position 895: 4.1742481215795807e-07
Position 1003: 6.949101147020838e-08
Position 954: 1.4220327748555745e-08
Position 84: 7.341721392939707e-10
Position 443: 5.714556243863099e-11
Position 837: 9.332127246143786e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 540: 0.9996859859702252
Position 2286: 0.990092988916256
Position 747: 0.9607998932053404
Position 988: 0.8849586816012974
Position 1043: 0.11259091007891223
Position 1365: 0.11137361327762847
Position 1578: 0.07572762892348957
Position 296: 0.06491560978520991
Position 1368: 0.036228381348662596
Position 1296: 0.036157079694876956
Position 1469: 0.03442685466367057
Position 791: 0.027127909223793323
Position 391: 0.021869732121733935
Position 1924: 0.01882657309697567
Position 1606: 0.015167831520435417
Position 2468: 0.01269561878671634
Position 2549: 0.011255385895648883
Position 313: 0.01061593957754647
Position 302: 0.00881976258933123
Position 333: 0.006494410066811476
Position 758: 0.0053962377504001065
Position 804: 0.004640171438105181
Position 1484: 0.004223401284502694
Position 1056: 0.0019845514266602646
Position 2534: 0.001938508220831354
Position 764: 0.0015959845429399282
Position 2290: 0.0011966065294227316
Position 2431: 0.0006124261876227587
Position 2443: 0.00042316409670171853
Position 2606: 0.00034828804103412075
Position 317: 0.0002595951564214543
Position 103: 0.00021404205794257214
Position 2376: 0.00016239898974015616
Position 1209: 0.0001439600717306966
Position 1013: 0.0001307191589866159
Position 610: 8.592856353784239e-05
Position 876: 7.301290159851413e-05
Position 1074: 4.990270212616806e-05
Position 594: 3.649158803899224e-05
Position 224: 2.9018363660678823e-05
Position 631: 2.2349054853982446e-05
Position 1083: 2.1006449751158687e-05
Position 438: 1.672863174087209e-05
Position 879: 1.1890093511692193e-05
Position 272: 6.22321622723363e-06
Position 553: 5.989499607800476e-06
Position 256: 5.0027253104041085e-06
Position 678: 3.634860343771956e-06
Position 675: 1.3564274585732487e-06
Position 723: 1.1143595936645877e-06
