Gene = Rack1
index = 1405
Annotated 5SS: [255 546]
Annotated 3SS: [333 978]
SMsplice 5SS: [255 546]
SMsplice 3SS: [333 978]
top_k =  100
Partition function (log Z): 1.2633311778503407

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.995608409773622
Position 546: 0.4820501037763419
Position 782: 0.4182793704946578
Position 907: 0.3290535450832667
Position 891: 0.09453383516161823
Position 1116: 0.011712863776592627
Position 1186: 0.009332543004844315
Position 626: 0.003032307446945597
Position 887: 0.0027424814570805377
Position 1596: 0.0026210437932683386
Position 259: 0.002404630786381768
Position 1628: 0.0023637252385554875
Position 786: 0.002063441040368224
Position 631: 0.001996258684174077
Position 1594: 0.0019159309004605802
Position 729: 0.0013291084330905218
Position 1637: 0.0006590818055206367
Position 643: 0.0005753893724201647
Position 494: 0.0005576238275713736
Position 252: 0.00018997873200031566
Position 572: 0.00016571451640189587
Position 722: 0.0001437191061083386
Position 751: 5.283422271277895e-05
Position 171: 1.911241660127035e-05
Position 37: 5.637219597709316e-06
Position 867: 5.1422685030384295e-06
Position 523: 4.161999847602935e-06
Position 1120: 1.6909192261561476e-06
Position 299: 1.5741664607961525e-06
Position 197: 8.465453917807345e-07
Position 105: 7.189756960118445e-07
Position 638: 6.744105070368316e-07
Position 1209: 6.115235411055503e-07
Position 432: 5.33873410106201e-07
Position 123: 3.3652069870589454e-07
Position 148: 2.0534529116256128e-07
Position 292: 2.0163397287501386e-07
Position 895: 1.4620565548108687e-07
Position 12: 7.004339271189533e-09
Position 7: 4.16124788907514e-10
Position 107: 2.763893079400295e-10
Position 303: 2.768518066033285e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 333: 0.9915277790612101
Position 978: 0.9703258982448665
Position 825: 0.3065737675840724
Position 618: 0.027321726293368407
Position 948: 0.02069632639117074
Position 1288: 0.018311839968285403
Position 1705: 0.009338667753108352
Position 635: 0.008363610476359236
Position 1017: 0.0025737602230277673
Position 887: 0.002407144729878818
Position 1185: 0.00182259381697561
Position 630: 0.0014734352462708255
Position 395: 0.0010977981545279352
Position 398: 0.0003751620922487268
Position 647: 0.00029641651270818296
Position 338: 0.0002768307944016657
Position 703: 0.0002733682500955232
Position 427: 0.0001635304655056084
Position 581: 9.801955548305357e-05
Position 356: 4.787200471984191e-05
Position 572: 2.9444773756639633e-05
Position 774: 1.645192384873322e-05
Position 638: 6.751651330021037e-06
Position 86: 2.637451970630307e-06
Position 93: 1.4896385731172518e-06
Position 126: 1.3596936563238505e-06
Position 751: 9.602841997919422e-07
Position 223: 5.816683334862622e-07
Position 205: 1.4605027744293403e-07
Position 145: 7.874073000890679e-08
Position 154: 3.509959233051822e-08
Position 295: 2.9544524572035576e-08
Position 482: 2.801645732800111e-08
