Gene = jp
index = 1736
Annotated 5SS: [  318 11117 11467 12751 12948 13163 15034 16547]
Annotated 3SS: [10351 11251 12481 12810 13021 13223 16345 17084]
SMsplice 5SS: [  318 11117 11467 12751 12948 13163 15034 16547]
SMsplice 3SS: [10351 11251 12481 12810 13021 13223 16345 17084]
top_k =  100
Partition function (log Z): 19.961825485557867

Sorted 5' Splice Sites (High to Low Probability):
Position 11467: 0.9964570095724897
Position 11117: 0.9961958828523874
Position 13163: 0.9936490252997388
Position 16547: 0.9853380861534926
Position 15034: 0.9850926713822457
Position 12751: 0.9327739031288083
Position 12948: 0.9313407781878716
Position 318: 0.45849623388919103
Position 17661: 0.3271687835090196
Position 210: 0.321935905894655
Position 1747: 0.16976227263405758
Position 17650: 0.14026171388194783
Position 17343: 0.09404320091624552
Position 104: 0.09131335049661071
Position 16272: 0.07161983610458877
Position 12964: 0.06652701601415612
Position 17254: 0.052154768035581986
Position 15477: 0.04327262727089398
Position 13706: 0.03426349378227601
Position 13909: 0.01564003553300739
Position 15339: 0.01259678116285746
Position 15218: 0.007287728335305027
Position 14063: 0.0068469235799731255
Position 13305: 0.006488106875695713
Position 16529: 0.006294038835082675
Position 13102: 0.005615642514711973
Position 12611: 0.005162427725171307
Position 13534: 0.004837637605676554
Position 13286: 0.004283698397224189
Position 11136: 0.0037146991545347193
Position 13939: 0.002876101024203835
Position 12118: 0.0025681210090987205
Position 16541: 0.0017928801283318971
Position 694: 0.0014082313644069
Position 12962: 0.0013271867498235183
Position 13514: 0.0012891635677675008
Position 11858: 0.001136300971467271
Position 16472: 0.0010292102571308312
Position 12772: 0.0009500925914738887
Position 11480: 0.0009161373976657762
Position 11544: 0.0008174194213208122
Position 12700: 0.000750884710152214
Position 12049: 0.0005482664292745287
Position 11402: 0.0005224192990619363
Position 12402: 0.0005117961742647863
Position 12755: 0.0004838941281741578
Position 12713: 0.0004332237764066719
Position 609: 0.00037677646135790294
Position 12076: 0.0003270736172579993
Position 12978: 0.0002671093996838126
Position 603: 0.0002454262727217478
Position 16579: 0.0001804379252915202
Position 322: 0.00015661001264246605
Position 205: 0.00014569501436116996
Position 108: 0.00013053076867435234
Position 341: 0.00011579989305865792
Position 549: 9.091143655059779e-05
