Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  100
Partition function (log Z): -6.307594355235461

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9959314330820159
Position 1215: 0.018509649450731525
Position 1212: 0.005533284106770746
Position 920: 0.0019855786641871024
Position 595: 0.0019140642418153458
Position 1728: 0.0016475261115524447
Position 231: 0.0013165133820179282
Position 234: 0.001146250651328596
Position 740: 0.000874799081485018
Position 1893: 0.00060397879921521
Position 131: 0.0005744071698326218
Position 439: 0.0005111580732059192
Position 1602: 0.00044564504349758855
Position 1725: 0.0003810504948922487
Position 1269: 0.00028744303168522266
Position 1092: 0.0002684771490891012
Position 158: 0.00017562410740967188
Position 1272: 0.00016672493165649445
Position 522: 0.00016223944563373752
Position 690: 0.00015540239179025992
Position 1895: 0.00011152890405388989
Position 1871: 4.421871438044865e-05
Position 277: 2.405891404968816e-05
Position 443: 6.933966338381021e-06
Position 496: 6.744802130367001e-06
Position 144: 3.554414831113147e-06
Position 358: 3.507827867801617e-06
Position 446: 2.3496481545471887e-06
Position 520: 1.7115522587902018e-06
Position 543: 9.094525761788046e-07
Position 1320: 1.357497707235763e-07
Position 1112: 1.3214546196462402e-07
Position 171: 3.692730971529735e-09
Position 287: 2.6864629400031918e-09
Position 401: 2.648184271699212e-09
Position 19: 3.783731405897359e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9976005790842202
Position 1268: 0.014471496624317064
Position 1465: 0.01068297020692377
Position 1791: 0.0028914211521066787
Position 734: 0.0017423658303656363
Position 982: 0.0007853371047045994
Position 1964: 0.0007155077032690998
Position 296: 0.000690306732527721
Position 1030: 0.0005176687411774653
Position 811: 0.00033820886145623566
Position 1330: 0.000280460601759567
Position 566: 0.0002483604927359857
Position 199: 0.0002460124047457948
Position 406: 0.0002109827941012811
Position 186: 0.00019760818191678775
Position 1480: 0.00017442295947538175
Position 484: 0.00016912041247068758
Position 1660: 0.00011983709275859605
Position 778: 0.00011229001876794459
Position 334: 0.00010184565642060026
Position 645: 8.275789234251641e-05
Position 844: 7.857798160161083e-05
Position 1151: 7.125571509556136e-05
Position 1027: 6.00923171980767e-05
Position 284: 4.5798330561430073e-05
Position 1931: 4.421871438044865e-05
Position 365: 3.8786071486579925e-05
Position 468: 2.149693183213436e-05
Position 432: 1.7424126694045237e-05
Position 219: 1.4980234071306444e-05
Position 262: 1.419257372388944e-05
Position 227: 1.0661362229001346e-05
