Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  100
Partition function (log Z): 1.947781249693122

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9985462053191418
Position 501: 0.9932785775206936
Position 210: 0.7981307613150633
Position 888: 0.20899143283092148
Position 1228: 0.17891659658280817
Position 1843: 0.10798882718870388
Position 130: 0.09339875477555135
Position 1465: 0.039530209143961145
Position 3997: 0.03264999076897038
Position 3544: 0.028874078908308495
Position 4047: 0.027218267689248937
Position 1330: 0.010670635921894288
Position 3797: 0.007790865274627582
Position 3794: 0.00765554248410881
Position 3540: 0.006604364069986515
Position 3736: 0.004722115880371791
Position 1549: 0.003606069695404083
Position 535: 0.003410461851498416
Position 1263: 0.003270386460867663
Position 133: 0.0021174864003915012
Position 4433: 0.0020523578114803203
Position 4051: 0.0014215442723552229
Position 3726: 0.001276340544702028
Position 3649: 0.0012723916720801033
Position 839: 0.0007621955721089902
Position 799: 0.000504813969786995
Position 598: 0.00037275461010829927
Position 214: 0.0003717509945184598
Position 33: 0.00018916557263883336
Position 505: 0.0001333568182951232
Position 3633: 0.00010685273471612418
Position 234: 6.557847437720916e-05
Position 492: 3.2338227829401206e-05
Position 3609: 2.6095227315812505e-05
Position 3770: 2.1711449126280806e-05
Position 316: 1.4751757011032368e-05
Position 180: 2.1217889721364375e-06
Position 2834: 8.967444933779677e-07
Position 3: 1.1158641363184715e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3450: 0.9955696774329492
Position 2610: 0.9607632847969982
Position 278: 0.8193210321314872
Position 957: 0.3043961065874941
Position 586: 0.12182260137788553
Position 202: 0.07415400820702085
Position 4137: 0.059965985728759316
Position 703: 0.04989615050689221
Position 3916: 0.044739923194889314
Position 1621: 0.019684382979945736
Position 731: 0.01928121553742416
Position 1281: 0.01669853212351788
Position 2659: 0.014638517233645017
Position 3678: 0.011277596196104122
Position 1618: 0.00914580636191706
Position 822: 0.006540031869015704
Position 929: 0.005978927373256342
Position 916: 0.005463337594323806
Position 3471: 0.0041599801831124356
Position 669: 0.00388960767555419
Position 4064: 0.003675787924889989
Position 740: 0.0030156489522827827
Position 597: 0.00205253702820606
Position 4817: 0.0020523578114803208
Position 713: 0.002035265757922027
Position 997: 0.0018562802395752165
Position 631: 0.0016125302203794235
Position 775: 0.0014065232129699074
Position 206: 0.0004984255588151777
Position 330: 0.00010788787462884818
Position 1047: 8.972215388826156e-05
Position 259: 3.9388532398894484e-05
Position 407: 3.667239606815436e-05
Position 383: 3.3509857117010044e-05
Position 438: 2.943448209174573e-05
Position 163: 1.9354147405983932e-05
Position 307: 1.1983745243197696e-05
Position 336: 1.110230027227684e-05
Position 312: 8.2998510562017e-06
Position 239: 6.271410210074375e-06
Position 347: 5.9948577105569e-06
Position 340: 3.2137427323032258e-06
Position 223: 1.025076452857884e-06
Position 482: 1.0233702307089761e-06
Position 255: 4.2642382384654667e-07
Position 124: 4.19728769648402e-07
Position 461: 3.7204419197050557e-07
Position 220: 2.2105048176259854e-07
Position 217: 2.1820514971165493e-07
Position 74: 7.610410511151376e-08
Position 133: 7.160663571550578e-08
Position 141: 9.151476182676457e-09
