Gene = Clamp
index = 1078
Annotated 5SS: [ 256  764 1024 1507 1841 2094]
Annotated 3SS: [ 499  822 1076 1566 1889 2155]
SMsplice 5SS: [ 256  764 1024 1507 1841 2094]
SMsplice 3SS: [ 499  822 1076 1566 1925 2155]
top_k =  100
Partition function (log Z): 5.790882399290542

Sorted 5' Splice Sites (High to Low Probability):
Position 764: 0.9983455317950225
Position 1507: 0.9898905342563928
Position 2094: 0.9075639007503659
Position 256: 0.8614030837400255
Position 1841: 0.655525311348554
Position 1024: 0.6314157152875369
Position 2581: 0.3223123587588013
Position 1812: 0.19659587108975035
Position 970: 0.11420083614127055
Position 1110: 0.1005032409484742
Position 403: 0.0441005524159241
Position 1028: 0.029400084637028215
Position 3058: 0.01780020525228389
Position 387: 0.016340872477499904
Position 1681: 0.010643560362145069
Position 1800: 0.010545275557213548
Position 997: 0.005841195123934012
Position 3292: 0.005335425010612063
Position 1654: 0.004356060319598588
Position 377: 0.003149798819267706
Position 234: 0.0027835177748765268
Position 407: 0.0020815477475895437
Position 291: 0.0019444542779742616
Position 249: 0.0017254871342242382
Position 1434: 0.001580168631196106
Position 1510: 0.0015682304816445724
Position 69: 0.001373828919243433
Position 87: 0.0012570611354394494
Position 48: 0.001201237179022395
Position 2382: 0.0011907559269880791
Position 286: 0.0010709994296119905
Position 2044: 0.0009844773575908728
Position 299: 0.0007611915433451305
Position 1845: 0.0007382309032007659
Position 1767: 0.0006851543491486845
Position 355: 0.0006622366725484151
Position 244: 0.0006167078680584108
Position 947: 0.000493876560210423
Position 123: 0.0004095843554977781
Position 1103: 0.0004069618949633514
Position 75: 0.000333576144509512
Position 768: 0.0002660025467961697
Position 2324: 0.0002450525366855235
Position 2408: 0.00023101917292978034
Position 1233: 0.00022333282959928718
Position 220: 0.00021593311067243882
Position 1943: 0.00017717470980062284
Position 2609: 0.00017204045973151424
Position 239: 0.00014056072187199506
Position 345: 0.00014036221450737377
Position 563: 0.0001372734821624186
Position 546: 7.662108751412931e-05
Position 17: 6.302432175986596e-05
Position 574: 3.206578942237046e-05
Position 155: 7.1251887300601524e-06
Position 771: 6.099904128366523e-06
Position 1279: 2.6475018893815397e-06
Position 145: 2.608308938631959e-06
Position 922: 1.1085716408333687e-06
Position 1338: 1.0233805131986518e-06
Position 1890: 3.0307753039034674e-07
Position 20: 2.4695487143572356e-08
Position 25: 8.585998732994489e-09
Position 236: 6.0062586605037155e-09
Position 381: 5.486890149005063e-09
Position 391: 3.762934429673659e-09
Position 289: 8.209662076880049e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9880149923995217
Position 2155: 0.9645241917488726
Position 822: 0.941918490118728
Position 499: 0.8863913901635239
Position 1076: 0.668903081101366
Position 1925: 0.5921592882961721
Position 2994: 0.23782348257669494
Position 1904: 0.2103221502482639
Position 1170: 0.10423259793164752
Position 1157: 0.057479989973787435
Position 852: 0.05676212183551511
Position 324: 0.042454039504168595
Position 1119: 0.032006228152263096
Position 2790: 0.024107820508614833
Position 3016: 0.022142252393984603
Position 1096: 0.014675598350094276
Position 3207: 0.013566041178833907
Position 2946: 0.01340609622450949
Position 2664: 0.013326989142084472
Position 1889: 0.009996050472452854
Position 2658: 0.008048729533548332
Position 1610: 0.007942336189133637
Position 1964: 0.00664183464737543
Position 3361: 0.005335425010612068
Position 505: 0.004390048728335372
Position 3327: 0.004234164073450014
Position 2707: 0.003141365437250064
Position 1724: 0.003065319011957443
Position 706: 0.002940794720986742
Position 1021: 0.002185078585521337
Position 445: 0.0014671466959236903
Position 2453: 0.0011356328303791148
Position 2177: 0.0009445013028220947
Position 520: 0.0009390661877211239
Position 679: 0.0009137453790690965
Position 336: 0.000558068379062716
Position 1721: 0.0005532813425954333
Position 889: 0.0004384171727799876
Position 331: 0.000398574536318284
Position 2970: 0.0003435924082167889
Position 2221: 0.0002638638357412737
Position 2381: 0.0002450525366855235
Position 2477: 0.00023101917292978034
Position 2895: 0.0001448804558773365
Position 360: 0.00013686340800190798
Position 216: 0.00012488846343829628
Position 614: 0.00011231276507233474
Position 2635: 5.4313634361705235e-05
Position 716: 4.355565581251298e-05
Position 343: 3.17784837185976e-05
Position 945: 3.039714542179089e-05
Position 289: 2.8519238548493315e-05
Position 97: 2.6693641766372117e-06
