Gene = ND-SGDH
index = 1305
Annotated 5SS: [268 569 747]
Annotated 3SS: [338 639 805]
SMsplice 5SS: [268 569 747]
SMsplice 3SS: [338 639 805]
top_k =  100
Partition function (log Z): 4.904288697644416

Sorted 5' Splice Sites (High to Low Probability):
Position 569: 0.9920951933492649
Position 747: 0.9874714423864774
Position 268: 0.9870398742323288
Position 559: 0.0017674691038863366
Position 952: 0.0012382491792517255
Position 415: 0.0010377888357179187
Position 449: 0.0010331934953460179
Position 1002: 0.0008074940860578486
Position 294: 0.000630096558343395
Position 101: 0.0005718928561720722
Position 610: 0.00031537198970363464
Position 109: 0.00018064399410891205
Position 974: 0.00016624808952145353
Position 424: 0.00013702152258622286
Position 90: 0.00010099714534254064
Position 1004: 7.595423719441905e-05
Position 186: 7.496084997889907e-05
Position 990: 6.634254330294343e-05
Position 156: 5.451635608323666e-05
Position 257: 4.077340763707208e-05
Position 887: 1.951880170554404e-05
Position 190: 1.085774854645177e-05
Position 103: 1.007587437604035e-05
Position 221: 9.482552992500385e-06
Position 20: 9.411106696109976e-06
Position 782: 8.366326945459769e-06
Position 116: 4.695234387304213e-06
Position 461: 1.3888313982901032e-06
Position 822: 1.0877240831396963e-06
Position 503: 5.771393647306366e-07
Position 62: 2.7867544016468202e-08
Position 143: 1.1674321976028603e-08
Position 199: 1.1142795037857935e-09
Position 240: 4.818732825402761e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 805: 0.9980831749209041
Position 639: 0.9771823272274826
Position 338: 0.8783949063532088
Position 352: 0.09639210060352259
Position 415: 0.010403883629209184
Position 687: 0.006541490888605626
Position 470: 0.0024437974209163315
Position 517: 0.001403009462634494
Position 1061: 0.0012125974272258894
Position 179: 0.0007520966169542586
Position 1081: 0.0006708678669227933
Position 360: 0.0006444426379357389
Position 1064: 0.00038177371266577976
Position 400: 0.00017042451634168465
Position 1002: 0.00010330554882521389
Position 143: 8.321920365485432e-05
Position 857: 4.900755732601438e-05
Position 620: 3.572380015866235e-05
Position 815: 9.68679528547425e-06
Position 82: 9.343833464888345e-06
Position 978: 6.350105477394045e-06
Position 723: 5.253309190815076e-06
Position 221: 1.0449363519676631e-06
Position 196: 4.094418977238074e-07
Position 249: 3.5551828389449217e-07
Position 160: 2.5498610622297935e-07
Position 229: 1.654545188780119e-07
Position 101: 1.2336613730284777e-08
Position 251: 1.5144858579440873e-10
