Gene = Zasp66
index = 1604
Annotated 5SS: [ 2140  2739  3360 10413 10711 11382 13228 13825]
Annotated 3SS: [ 2589  3055 10211 10630 11309 13067 13785 13895]
SMsplice 5SS: [  313  2739  3360 10413 10711 13825]
SMsplice 3SS: [ 2589  3055 10211 10630 13785 13957]
top_k =  100
Partition function (log Z): 8.942151671689636

Sorted 5' Splice Sites (High to Low Probability):
Position 3360: 0.9999964956483107
Position 313: 0.9972484196052888
Position 10413: 0.9899277363343242
Position 10711: 0.9859735583601698
Position 2739: 0.9814875596526099
Position 13825: 0.599953588830149
Position 13228: 0.36782421119362135
Position 2140: 0.3350974122744321
Position 11382: 0.11931518888690214
Position 1393: 0.028217063319118336
Position 1586: 0.018554981781070023
Position 11388: 0.016499214541714217
Position 2787: 0.01504700877722151
Position 11188: 0.013820418277396013
Position 1435: 0.011107047846871316
Position 44: 0.008792108056933432
Position 3017: 0.0039786140177113655
Position 10417: 0.0034831247098002427
Position 2098: 0.0019273310212749404
Position 2893: 0.0016744420179837399
Position 1383: 0.001664443336099116
Position 35: 0.0016008155331616186
Position 4176: 0.0015183363645878112
Position 1565: 0.0008643215242246187
Position 1456: 0.0008047306271261468
Position 2757: 0.0005570099685721858
Position 2728: 0.0004124203573547526
Position 2831: 0.00035434874861392057
Position 6265: 0.00028631121468320093
Position 2731: 0.0002566429073692396
Position 3012: 0.00024949354976483965
Position 169: 0.0002277806756588546
Position 10731: 0.00022138588429948796
Position 3577: 0.00019484831084513784
Position 4914: 0.00015240304902614524
Position 135: 0.00010290341328739537
Position 2824: 8.479115178043179e-05
Position 3826: 4.2321079809410156e-05
Position 176: 2.9659385295670198e-05
Position 141: 2.028581646367411e-05
Position 10706: 1.2367730069419338e-05
Position 149: 1.1830712352850397e-05
Position 11092: 1.0258223898550112e-05
Position 70: 7.5571039819943e-06
Position 20: 4.838038141632311e-06
Position 11016: 2.3013077692182237e-06
Position 3: 2.138459649516719e-06
Position 3163: 1.0986436586901878e-06
Position 192: 1.0348170231412455e-06
Position 200: 4.442137974538409e-07
Position 3399: 4.141920303909315e-07
Position 385: 3.7778561654760614e-07
Position 3351: 3.5615049209141747e-07
Position 3427: 5.453569300404337e-08
Position 88: 3.056256071635648e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10630: 0.9987713118892828
Position 2589: 0.9918210885842635
Position 10211: 0.919964437077215
Position 3055: 0.9074445531723458
Position 13785: 0.5954968255355899
Position 13957: 0.46355042012125275
Position 11309: 0.3667114203225091
Position 13895: 0.28180154706046723
Position 2004: 0.21071597536351444
Position 13285: 0.12929623688587202
Position 3080: 0.09086946363391032
Position 9660: 0.0645351109219594
Position 13067: 0.06392062279073107
Position 1221: 0.05313908961954035
Position 13167: 0.05242618337409505
Position 1280: 0.04592424943923246
Position 2021: 0.04416026859117807
Position 12617: 0.04386723395816726
Position 12274: 0.043412200640958916
Position 12465: 0.01882349040401108
Position 13188: 0.016117123834790578
Position 98: 0.010367294149963048
Position 10912: 0.009967515158851017
Position 1057: 0.007781034595352407
Position 1531: 0.007165886176030383
Position 8621: 0.006456977367347957
Position 2873: 0.006388266317235857
Position 1701: 0.006247746095963475
Position 649: 0.0052180222539865056
Position 11636: 0.004634245240413633
Position 1286: 0.0043212873969987985
Position 10888: 0.00413289604326752
Position 1841: 0.0038164350384287176
Position 11078: 0.0033473954822301187
Position 2488: 0.0029364819575118076
Position 11911: 0.0025055436154987933
Position 1160: 0.0024900601398253593
Position 8048: 0.0024561599014268033
Position 1672: 0.002214704393157561
Position 1852: 0.0020828838966306666
Position 827: 0.0017224857762742488
Position 11668: 0.0014610141847727644
Position 1335: 0.0011667490768884202
Position 10928: 0.0010383109191220217
Position 10575: 0.0008855980763406348
Position 2510: 0.0008180308841875985
Position 10757: 0.0007579768164572389
Position 3974: 0.0007414984571094897
Position 1251: 0.0005887207523301464
Position 2275: 0.0005428392172867001
Position 3549: 0.0003143665380172964
Position 5673: 0.0002863112146832009
Position 11050: 0.0002441502181821429
Position 251: 0.00024259311475877373
Position 3873: 0.00024191096305669883
Position 10642: 0.0002143229265863097
Position 3464: 0.00018916669185822089
Position 207: 0.00017261039018598385
Position 3945: 0.0001366242641745834
Position 4602: 0.00013206691095004526
Position 3658: 9.930741714898665e-05
Position 10964: 8.854079525266942e-05
Position 10530: 8.58585615123367e-05
Position 10830: 6.384537953861303e-05
Position 3525: 2.865453864349886e-05
Position 4848: 2.033613807609982e-05
Position 1456: 1.4931122893266965e-05
Position 1638: 8.429677772911522e-06
Position 11321: 6.004055640862762e-06
Position 11175: 2.834720769245719e-06
Position 439: 2.745207341942287e-06
Position 870: 2.6593131629822264e-06
Position 4082: 1.2749243375997315e-06
Position 3092: 1.20503642244951e-06
Position 3212: 6.922615128942604e-07
Position 2953: 5.823132950067512e-07
Position 3251: 3.8926493073460073e-07
Position 1183: 1.810234938371039e-07
Position 2933: 1.507305654396299e-07
Position 607: 1.426969976186627e-07
Position 2994: 3.9909486729161874e-08
Position 3489: 3.9604637685183615e-08
