Gene = cold
index = 1651
Annotated 5SS: [ 65 408 800]
Annotated 3SS: [342 488 852]
SMsplice 5SS: [ 65 408 800]
SMsplice 3SS: [149 488 852]
top_k =  100
Partition function (log Z): -0.19805296659235605

Sorted 5' Splice Sites (High to Low Probability):
Position 408: 0.9954965834026934
Position 65: 0.9411550424237568
Position 800: 0.5620386357524586
Position 739: 0.08409525543915485
Position 804: 0.04875941797437485
Position 1076: 0.01880481743224208
Position 781: 0.008710023393441587
Position 1144: 0.006347046062863888
Position 670: 0.003046800539662703
Position 1114: 0.003026139902270237
Position 278: 0.00236753254988095
Position 282: 0.0006318410740989957
Position 986: 0.0005171508496759507
Position 216: 0.0004174984604856349
Position 69: 0.0003269860117253039
Position 18: 0.0003099102084894448
Position 811: 0.00022822577322287446
Position 1018: 0.00021914371232931707
Position 270: 0.00020701122731752865
Position 639: 0.0001810307642385572
Position 258: 0.00010372327570291216
Position 273: 9.993124505365593e-05
Position 98: 8.939659207124295e-05
Position 220: 4.315827817634268e-05
Position 236: 3.352163612101005e-05
Position 412: 2.9911309161455766e-05
Position 249: 1.5848811277723767e-05
Position 399: 7.857542248483587e-06
Position 374: 6.494216027459378e-06
Position 794: 3.961168037225943e-06
Position 721: 3.87922154525636e-06
Position 173: 2.501382648813535e-06
Position 763: 1.7080724773693646e-06
Position 358: 1.7324943344355749e-07
Position 625: 3.0220153095490386e-08
Position 371: 5.011324786259576e-09
Position 122: 1.1083372335234498e-10
Position 120: 1.0622040683688729e-10
Position 149: 3.407397427005778e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9644726543996067
Position 149: 0.8858610270465986
Position 852: 0.6709446604820346
Position 1201: 0.04320451626470693
Position 342: 0.026219212822522514
Position 807: 0.02043872662393756
Position 532: 0.01759491509672511
Position 160: 0.017326560037475465
Position 459: 0.012734732669512125
Position 172: 0.01125365966925771
Position 1171: 0.0026813902087330066
Position 1179: 0.001526221286268851
Position 196: 0.001124097416067577
Position 228: 0.0006661404834837333
Position 164: 0.0006583955388127443
Position 913: 0.00032109384799215485
Position 869: 0.00019337103520234884
Position 368: 5.244253498414988e-05
Position 270: 4.52846719410204e-05
Position 216: 4.984490552510942e-06
Position 206: 3.2532046001511287e-06
Position 568: 8.546059567959687e-07
