Gene = MFS3
index = 1267
Annotated 5SS: [ 210 3272 3625]
Annotated 3SS: [2242 3337 3691]
SMsplice 5SS: [ 210 3272 3625]
SMsplice 3SS: [2242 3337 3691]
top_k =  100
Partition function (log Z): 2.7096641067827942

Sorted 5' Splice Sites (High to Low Probability):
Position 3272: 0.9981750306046467
Position 3625: 0.9865455714297268
Position 210: 0.4381926327150147
Position 686: 0.4021766776555165
Position 373: 0.17600222492285536
Position 305: 0.15702319978503387
Position 2036: 0.1182169092702337
Position 1742: 0.07083124893550048
Position 1796: 0.04344151323317181
Position 1946: 0.023229280713563
Position 408: 0.01985408725548421
Position 3984: 0.01778268228806595
Position 3581: 0.009496834007125296
Position 1282: 0.00823754763042746
Position 369: 0.005780833705554122
Position 4094: 0.005162874560341218
Position 404: 0.0043149474193667275
Position 1805: 0.00366033632278991
Position 309: 0.0036556903094450005
Position 521: 0.003569549554142171
Position 412: 0.002055622721308623
Position 138: 0.0017810571977960844
Position 7: 0.0014636440036679315
Position 3304: 0.0013194451288551625
Position 1319: 0.0013086481172034838
Position 540: 0.001301465038198771
Position 70: 0.0012435543587311958
Position 3970: 0.0009764056509076436
Position 360: 0.0004442587108475877
Position 344: 0.0004189526692170586
Position 416: 0.0003851664148354131
Position 4003: 0.00033568746528938746
Position 414: 0.00024210213137448676
Position 418: 0.0002345879562428911
Position 4001: 0.00016402122844824286
Position 2607: 0.00015974408141690818
Position 363: 0.00014478542450128208
Position 4066: 0.00012994947468875195
Position 65: 0.00012195978544714176
Position 4104: 8.360653629084428e-05
Position 4083: 8.19482298993337e-05
Position 4098: 2.037088934091487e-05
Position 4043: 1.6270369072957358e-05
Position 75: 3.5222192622925158e-06
Position 182: 2.3807358261043376e-06
Position 3601: 1.6372282828967797e-06
Position 3586: 1.2286856543110386e-06
Position 3450: 1.0309035476972792e-06
Position 3547: 7.640722919334341e-07
Position 3962: 3.3403229915092556e-07
Position 3: 1.0669498636140592e-07
Position 3459: 8.804977455811795e-08
Position 33: 4.345743209481572e-08
Position 59: 4.140759668357009e-08
Position 54: 2.5490980583603292e-08
Position 214: 6.6855359935013825e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3691: 0.9963002185521047
Position 3337: 0.9938270515131808
Position 2242: 0.9926370486169263
Position 465: 0.10983597791570943
Position 1908: 0.10648812990163332
Position 967: 0.09566076261095392
Position 437: 0.0917131210093375
Position 576: 0.0369958672537519
Position 998: 0.02597114439734223
Position 4055: 0.018354079420262234
Position 1830: 0.015982122930073752
Position 404: 0.011392847607698353
Position 4165: 0.0061036155094192175
Position 3342: 0.003168229036627628
Position 3366: 0.0019659237775122404
Position 263: 0.0011684770578386505
Position 359: 0.0010283374758597139
Position 3400: 0.0003408789795612191
Position 4069: 0.00014032930456620013
Position 4076: 8.23500211670667e-05
Position 112: 8.22061665745029e-05
Position 132: 7.233345993083119e-05
Position 115: 6.32982404360645e-05
Position 4024: 5.91143241603421e-05
Position 293: 5.591170438966411e-05
Position 138: 5.428941567758998e-05
Position 4181: 4.816199529925202e-05
Position 539: 4.318923675588839e-05
Position 4094: 3.972366025978336e-05
Position 296: 3.9211348336263474e-05
Position 4129: 2.5848821844962422e-05
Position 169: 1.2278004281986896e-05
Position 194: 1.2190263238020064e-05
Position 161: 1.1789069296786218e-05
Position 122: 7.261340687289264e-06
Position 248: 5.4598780985107575e-06
Position 198: 5.355744262403661e-06
