Gene = Adhr
index = 13
Annotated 5SS: [  92  886 1356 2092 2923]
Annotated 3SS: [ 750  950 1425 2517 2973]
SMsplice 5SS: [  92  886 1356 2923]
SMsplice 3SS: [ 226  950 2517 2973]
top_k =  100
Partition function (log Z): 1.4111214366294176

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9999919113419686
Position 2923: 0.9913719136497363
Position 886: 0.8088907309033507
Position 92: 0.7426992427862538
Position 2092: 0.3150660582780276
Position 1696: 0.11859586283028
Position 428: 0.0916640303494639
Position 2096: 0.06996885954196384
Position 633: 0.042323130313281776
Position 325: 0.02526978948696968
Position 2187: 0.0177033684551707
Position 182: 0.012541449761825378
Position 672: 0.011398420411895028
Position 172: 0.010164434228785697
Position 1020: 0.006561931886647856
Position 153: 0.0051949567111215025
Position 926: 0.001842114744006349
Position 514: 0.0006524648527553632
Position 627: 0.0005070975417015367
Position 1512: 0.00010665598611481696
Position 25: 2.8617635615277517e-05
Position 96: 2.294313358862396e-05
Position 56: 1.2675174920274469e-05
Position 130: 1.1316262394253637e-05
Position 193: 6.643474127442543e-06
Position 35: 1.538909285843494e-06
Position 248: 1.5357420884728235e-06
Position 295: 5.900421257399499e-07
Position 17: 3.66332362671647e-08
Position 29: 1.566643043208356e-08
Position 22: 1.1039182516335407e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2973: 0.9853473370087719
Position 950: 0.7165192761498842
Position 1425: 0.6712587112961715
Position 2517: 0.5856776538001703
Position 226: 0.3980312205620848
Position 750: 0.32468839611180583
Position 2440: 0.123786674036416
Position 576: 0.09673770017056998
Position 1100: 0.05903086078982711
Position 1019: 0.053124028811289074
Position 1905: 0.04819828425018433
Position 2497: 0.03633945026836253
Position 499: 0.02593094255807999
Position 346: 0.025333664430508048
Position 2400: 0.024604808697163912
Position 2535: 0.021191918081555083
Position 238: 0.01464067884057852
Position 1298: 0.01316001979532031
Position 1154: 0.011060094896185573
Position 810: 0.009051329329571332
Position 2226: 0.007955169714861194
Position 3004: 0.006573940816980884
Position 906: 0.0033045563355567084
Position 251: 0.002650942867469216
Position 153: 0.0021452217556587353
Position 1563: 0.0018787707706559623
Position 505: 0.001331969230811763
Position 486: 0.0010256117078610428
Position 636: 0.0009519746703956044
Position 580: 0.0005764764078479785
Position 663: 0.00041492459613159087
Position 172: 2.4109061054203806e-05
Position 329: 1.8497907460054924e-05
Position 248: 1.096070530197568e-05
Position 182: 1.0391340008051003e-05
Position 290: 7.110965825012349e-06
Position 395: 6.669035935647249e-06
