Gene = Blos4
index = 52
Annotated 5SS: [229]
Annotated 3SS: [282]
SMsplice 5SS: [229]
SMsplice 3SS: [282]
top_k =  100
Partition function (log Z): -4.228438270690594

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9976134986208547
Position 751: 0.21755238585146658
Position 618: 0.0017702254345785223
Position 737: 0.0016553664262758138
Position 510: 0.0009413565605525132
Position 391: 0.0009020265813111174
Position 25: 0.000394215447776439
Position 400: 0.00032941328561081584
Position 248: 0.00031861952379309437
Position 874: 0.00025585307857522673
Position 219: 0.00019593819695484647
Position 233: 0.0001103354049913759
Position 283: 0.00010755952705479578
Position 44: 9.513668894357632e-05
Position 637: 8.046438873627348e-05
Position 18: 5.092403819503336e-05
Position 1029: 3.962553377020283e-05
Position 967: 3.198689443996535e-05
Position 37: 1.958882701801634e-05
Position 377: 1.4001378771266657e-05
Position 9: 5.8999966751935514e-06
Position 389: 4.756282693988248e-06
Position 717: 6.041930801309065e-08
Position 168: 8.8800810075743e-09
Position 106: 5.407252331982523e-09
Position 236: 3.0934197900892846e-10
Position 267: 2.875356493095997e-10
Position 252: 3.590440138796091e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.9944631103321822
Position 805: 0.19672805762239
Position 922: 0.010321599127601142
Position 935: 0.007209604786354212
Position 888: 0.0028234605557375374
Position 334: 0.0027788957467390738
Position 869: 0.002349124021153857
Position 849: 0.0014078132819758408
Position 1027: 0.0006713369121911225
Position 343: 0.0006347075187803035
Position 1076: 0.0005246501189990352
Position 671: 0.0005141667715199878
Position 1087: 0.00047799877277968794
Position 442: 0.00036777536723506444
Position 135: 0.0002316586768832563
Position 682: 0.00021630129657496225
Position 126: 0.0001896793371685812
Position 347: 0.00016713178031676872
Position 987: 0.00013438995662135055
Position 939: 9.578951763958965e-05
Position 61: 4.6921024396913384e-05
Position 495: 4.451663154360422e-05
Position 1047: 2.6409383583951658e-05
Position 1044: 2.624595386229865e-05
Position 692: 1.1859420288280159e-05
Position 702: 9.791855795301813e-06
Position 567: 8.699588621886199e-06
Position 504: 5.627800448990927e-06
Position 102: 1.747211408189302e-06
Position 153: 1.3300785040345488e-07
Position 150: 3.107073176680966e-08
Position 137: 9.244146919912013e-09
Position 197: 3.7150897873996965e-09
Position 156: 3.15128353782749e-09
Position 183: 2.7130224676717524e-09
