Gene = Pvf2
index = 1395
Annotated 5SS: [  154  1450 10382 14215]
Annotated 3SS: [  906 10278 13688 14323]
SMsplice 5SS: [ 1450 14215]
SMsplice 3SS: [13688 14323]
top_k =  100
Partition function (log Z): -12.868965963223614

Sorted 5' Splice Sites (High to Low Probability):
Position 1450: 0.99753023030469
Position 806: 0.11576810014514283
Position 298: 0.11291197478561141
Position 154: 0.11108639674664662
Position 315: 0.07677578583610478
Position 788: 0.05863198691901102
Position 495: 0.050034584713617866
Position 5451: 0.010725041633338392
Position 6: 0.010419662862920644
Position 165: 0.009334100368998295
Position 5691: 0.009049521274125057
Position 305: 0.008355054760959676
Position 279: 0.006667641311410543
Position 8773: 0.0051631378720195424
Position 6375: 0.0050682210863525435
Position 289: 0.004675690579861449
Position 648: 0.003070763608029031
Position 286: 0.0019812921259439622
Position 493: 0.0013746144137938513
Position 2131: 0.0008943000685034782
Position 30: 0.0006783626831706363
Position 776: 0.0005245391798283792
Position 234: 0.0005079565665135956
Position 131: 0.0001307172318290579
Position 1627: 3.166792167321605e-05
Position 122: 7.189569046829508e-07
Position 146: 5.416945309969597e-07
Position 42: 5.409640603341149e-08
Position 86: 2.3696737463369866e-08
Position 351: 1.92709751933254e-08
Position 319: 1.1579347959555372e-08
Position 3: 7.177811283488466e-09
Position 10: 5.337105504655806e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14323: 0.9744681495254972
Position 906: 0.4812401994764606
Position 557: 0.027391583811211213
Position 1124: 0.02369359030309333
Position 8439: 0.02362422165381492
Position 203: 0.02013752166267702
Position 1103: 0.01774363987149008
Position 5332: 0.015523388861501255
Position 5922: 0.005053821608361425
Position 5501: 0.004052979006424411
Position 8918: 0.002653503010742403
Position 8954: 0.002509634861277136
Position 7800: 0.0011277251561705264
Position 1942: 0.0005863354537490006
Position 5537: 0.00040473140436327737
Position 5513: 0.00027856910559230524
Position 5765: 0.00023557673707485583
Position 422: 0.00017637781934586418
Position 381: 0.00013357861823055483
Position 1792: 0.00010393822586352543
Position 1890: 5.59200992895881e-05
Position 1083: 4.904401101534802e-05
Position 5294: 4.301265349043494e-05
Position 1684: 3.5462786702183554e-05
Position 1718: 2.8820370216718733e-05
Position 6524: 2.385405003882616e-05
Position 1734: 1.1230901391188164e-05
Position 4339: 4.10799614586488e-06
Position 4207: 1.2278221598166693e-06
Position 3151: 3.8432539628424883e-07
Position 864: 3.53220240834346e-07
Position 2205: 2.424008869407025e-07
