Gene = eIF3i
index = 1685
Annotated 5SS: [ 85 752]
Annotated 3SS: [261 806]
SMsplice 5SS: [ 85 752]
SMsplice 3SS: [261 806]
top_k =  100
Partition function (log Z): -2.519547036315334

Sorted 5' Splice Sites (High to Low Probability):
Position 752: 0.9967181036095035
Position 85: 0.5242105926187165
Position 452: 0.06532454472809099
Position 171: 0.05480084832995193
Position 179: 0.011962729098528866
Position 131: 0.010025128232277941
Position 473: 0.007951204961538252
Position 173: 0.006334957838420841
Position 184: 0.00281629032328772
Position 1082: 0.0024385683958735357
Position 1111: 0.001950765564378032
Position 15: 0.0018004141933008191
Position 96: 0.0017971850285919575
Position 182: 0.0013963162001232416
Position 504: 0.0009393853457830958
Position 111: 0.0008174132211630888
Position 843: 0.0008070982873994586
Position 1244: 0.000574914451378889
Position 544: 0.00041316684854046464
Position 756: 0.00023584339109518059
Position 31: 0.00022979783369000793
Position 925: 0.00012222491758371657
Position 1013: 0.00012175195906920466
Position 227: 0.00011677474730636047
Position 857: 0.00010376161586349681
Position 961: 9.245897889134644e-05
Position 1316: 2.8155599966826512e-05
Position 13: 4.682469413599207e-06
Position 25: 2.8615275003549405e-06
Position 49: 2.5029977608255623e-06
Position 241: 2.3854608401751085e-06
Position 89: 1.924952578152031e-06
Position 725: 3.4057004190688776e-07
Position 416: 1.5078489107729648e-07
Position 720: 7.845956895111139e-08
Position 717: 2.8361923110816994e-08
Position 369: 5.327350499067782e-09
Position 426: 2.7099575687755487e-09
Position 421: 2.1687949412762073e-09
Position 18: 8.744683004709424e-10
Position 34: 3.5295358320573674e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 806: 0.9972158924066447
Position 261: 0.5770627107655073
Position 537: 0.04160488018707118
Position 140: 0.021416125856703595
Position 669: 0.015203008095581925
Position 579: 0.011955157677250226
Position 279: 0.008948138812693057
Position 1188: 0.005194209192060752
Position 583: 0.004277512461785248
Position 348: 0.0023406411180058513
Position 309: 0.0019286306035519913
Position 171: 0.0015086760043956735
Position 215: 0.0008945504667208796
Position 554: 0.0007903064518453124
Position 904: 0.0007206045389567406
Position 856: 0.0006248132531484251
Position 563: 0.0005040118906631976
Position 847: 0.0005012820646195657
Position 504: 0.0005003737747496387
Position 1308: 0.00033183551790296373
Position 882: 0.0003228601282018688
Position 1377: 0.0002990805935495376
Position 111: 6.147674926276312e-08
