Gene = da
index = 1663
Annotated 5SS: [423]
Annotated 3SS: [1943]
SMsplice 5SS: [423]
SMsplice 3SS: [1943]
top_k =  100
Partition function (log Z): -9.252965919026863

Sorted 5' Splice Sites (High to Low Probability):
Position 423: 0.9358072390429149
Position 1752: 0.1003300488031928
Position 1783: 0.06252307055686712
Position 2402: 0.03872513246948199
Position 3307: 0.018573320563958624
Position 852: 0.01629824632822806
Position 1585: 0.01462373156206511
Position 463: 0.010019476715868439
Position 1143: 0.009323536489602621
Position 588: 0.008526856046289636
Position 269: 0.007994601010682412
Position 980: 0.007405900500723722
Position 629: 0.0038009628038990747
Position 633: 0.002582659831422615
Position 2512: 0.0024073900150010487
Position 1186: 0.0020342099078981043
Position 1266: 0.00193314898467585
Position 533: 0.0015019342527484109
Position 1494: 0.0014522030817380259
Position 835: 0.000998265580780197
Position 732: 0.0008813172981144839
Position 565: 0.0008457804126239112
Position 1138: 0.0007487421888048968
Position 1170: 0.0007170373122562692
Position 174: 0.0006144890639603483
Position 1353: 0.0005930904757796442
Position 116: 0.0003186935135460235
Position 926: 0.00024225901444824063
Position 919: 0.0002289628118663634
Position 1080: 0.0001885686355393605
Position 310: 0.00016581124561381946
Position 148: 9.832020334302277e-05
Position 82: 2.8173448729388194e-05
Position 159: 2.6618820565462256e-05
Position 264: 1.561896626503173e-05
Position 103: 1.319972003858254e-05
Position 126: 1.0606428082246344e-05
Position 146: 6.963303416654039e-06
Position 896: 4.2400485106365644e-07
Position 128: 3.3665932383005156e-07
Position 187: 2.4773834474584136e-07
Position 411: 1.5521630676043394e-07
Position 443: 4.316703228443458e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1943: 0.7402862793891816
Position 4718: 0.2094251605331107
Position 1265: 0.1741893047938122
Position 1707: 0.047516721871286374
Position 4919: 0.03652307350531911
Position 475: 0.009773297404413033
Position 1079: 0.0056521876278862555
Position 5061: 0.0055249004756703825
Position 1907: 0.004781097077398398
Position 2544: 0.0046032664965729485
Position 2566: 0.004113115283325601
Position 1584: 0.0025544886042045663
Position 2524: 0.0015523813163074148
Position 2004: 0.001437020130802214
Position 558: 0.0011292398411188625
Position 229: 0.0008424104525167096
Position 1860: 0.0006114630745267146
Position 1744: 0.00044733669459061186
Position 1269: 0.0004113181759812676
Position 732: 0.000391202801337402
Position 184: 0.00027523844683359456
Position 1033: 0.00026289889411752255
Position 1113: 0.00023562492561258021
Position 668: 3.8089387097486485e-05
Position 324: 3.0238143540434744e-05
