Gene = Utx
index = 1589
Annotated 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
Annotated 3SS: [ 214  885 2243 2698 2888 3181 3423 3744 3942 4705 4928 5404 5688 5904]
SMsplice 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
SMsplice 3SS: [ 214  885 2243 2698 2888 3181 3426 3744 3942 4705 4928 5404 5688 5904]
top_k =  100
Partition function (log Z): 43.81396564065507

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9998171713218488
Position 3878: 0.9995388167265667
Position 5615: 0.9969794531680539
Position 3363: 0.9914144818374957
Position 3685: 0.9838007973893966
Position 4846: 0.9816305391508152
Position 5349: 0.9806085361771121
Position 2420: 0.9719015034034094
Position 3115: 0.9399220298779178
Position 998: 0.936735284679923
Position 5816: 0.9196333260400289
Position 163: 0.8548204817607412
Position 4647: 0.8287320592025332
Position 562: 0.789053939768012
Position 4552: 0.2994095074748946
Position 2650: 0.10228277389131524
Position 5825: 0.05774706749705243
Position 1417: 0.055097997412783525
Position 4661: 0.04055209089316039
Position 2091: 0.036392477841265244
Position 1274: 0.03332126440732113
Position 391: 0.025350601158481114
Position 321: 0.02463783595669085
Position 4652: 0.018728587428843174
Position 1715: 0.018267275093694517
Position 3081: 0.017392310094313825
Position 5828: 0.016889812877762575
Position 796: 0.015255063408170457
Position 316: 0.014194301609405702
Position 1640: 0.013702364399048294
Position 4812: 0.012223353977282943
Position 5338: 0.012194698140891974
Position 1405: 0.012090769398304719
Position 4197: 0.008445602836928273
Position 6048: 0.008195669845848724
Position 2000: 0.007548518195371086
Position 4500: 0.0072698872462364185
Position 6124: 0.006725580581873147
Position 3548: 0.005056610121143079
Position 5860: 0.004028247267541856
Position 3661: 0.003940345999517828
Position 3679: 0.003913652877637029
Position 1836: 0.00342329903478251
Position 707: 0.001940920235252662
Position 6102: 0.0019397439241864887
Position 2934: 0.0013384283253051136
Position 4466: 0.0013086310083574929
Position 4254: 0.0012908133125805557
