Gene = RapGAP1
index = 1409
Annotated 5SS: [  744 42706 79168 79715]
Annotated 3SS: [42506 77454 79225 79799]
SMsplice 5SS: [  744 42706 78679 79168 79715]
SMsplice 3SS: [42506 77454 78739 79225 79799]
top_k =  100
Partition function (log Z): -79.34865543063884

Sorted 5' Splice Sites (High to Low Probability):
Position 744: 0.9999999999999648
Position 5506: 3.994400803689195e-11
Position 175: 1.299747290473529e-11
Position 273: 6.223759468692717e-12
Position 109: 2.0277176217648663e-12
Position 264: 1.4530330809199142e-12
Position 364: 1.2659894884819672e-12
Position 346: 5.638890537453886e-13
Position 147: 4.426526093096476e-13
Position 353: 3.9316451722536815e-13
Position 384: 2.0301567221379418e-13
Position 402: 1.041548399029918e-13
Position 154: 1.0366534399763297e-13
Position 214: 9.262998185764049e-14
Position 368: 8.27634865691254e-14
Position 1344: 6.466704808896818e-14
Position 1364: 2.2581478256893474e-14
Position 1127: 1.7813016370735054e-14
Position 186: 1.663607691193878e-14
Position 905: 1.4186709356795024e-14
Position 973: 7.0610986382493486e-15
Position 748: 4.610478579487595e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 26711: 0.988567917428908
Position 23319: 0.011431487905499561
Position 14732: 3.600457963793706e-07
Position 14231: 1.5612455121021776e-07
Position 13575: 3.996398428938028e-08
Position 13345: 3.6224470466207085e-08
Position 9384: 1.5451734671599387e-09
Position 7055: 2.5967700960821546e-10
Position 9060: 2.3732240969761606e-10
Position 8572: 8.904647786876181e-11
Position 4856: 5.733913737778801e-11
Position 7980: 4.093344688854495e-11
Position 7781: 3.04663183066185e-11
Position 6229: 2.3758690043268012e-11
Position 7105: 2.1464356667102924e-11
Position 6879: 1.1317482818754241e-11
Position 5556: 8.848201061044103e-12
Position 466: 8.782148037852166e-12
Position 5770: 7.511409613886842e-12
Position 434: 5.543602218686206e-12
Position 405: 4.587630435028165e-12
Position 402: 3.707859192083214e-12
Position 847: 2.7747027614538434e-12
Position 5839: 2.5603871371471014e-12
Position 5587: 2.1651798431652734e-12
Position 368: 1.5458914622213468e-12
Position 1575: 1.4259650809701064e-12
Position 411: 1.0322574944968313e-12
Position 3860: 7.727734557420354e-13
Position 3630: 5.605638265625445e-13
Position 4368: 5.525010327939366e-13
Position 4154: 5.208794494245591e-13
Position 1192: 4.565634944682213e-13
Position 4286: 3.916826275588823e-13
Position 344: 3.85102288817694e-13
Position 2226: 3.6879409327551067e-13
Position 1049: 3.667044893322499e-13
Position 816: 2.48260055482265e-13
Position 1167: 2.273708099742627e-13
Position 382: 2.0717880458508124e-13
Position 2255: 2.0112982205328758e-13
Position 214: 1.7632387543931774e-13
Position 2577: 1.1644752949637022e-13
Position 2778: 9.07958132438524e-14
Position 1522: 4.7707656733119816e-14
Position 2276: 3.072724301577198e-14
Position 853: 2.2134054710540373e-14
Position 1206: 1.6659496100927976e-14
Position 1389: 1.664890577199848e-14
Position 1617: 1.634113126058595e-14
Position 991: 1.5250572234427773e-14
Position 894: 1.4547934977563055e-14
Position 1127: 1.165341081833186e-14
Position 823: 1.0721071090881033e-14
Position 384: 1.0328008346054581e-15
Position 476: 9.496684349247436e-16
Position 346: 2.8373003209008714e-16
Position 173: 2.813338308113667e-16
