Gene = bark
index = 1622
Annotated 5SS: [  152  3979  5608  9720 11988 12262 12687 12871 13065 13221 13655 13938]
Annotated 3SS: [ 3370  5428  5665  9781 12049 12330 12744 13040 13122 13283 13712 14040]
SMsplice 5SS: [  152  5608  5923  9720 11988 12262 12687 13065 13221 13655 13938]
SMsplice 3SS: [ 5428  5665  9570  9781 12049 12330 12744 13122 13283 13712 14040]
top_k =  100
Partition function (log Z): 15.563077937449172

Sorted 5' Splice Sites (High to Low Probability):
Position 13221: 0.9976221609922674
Position 12687: 0.9975966768418264
Position 5608: 0.9953904796904037
Position 11988: 0.9812275027233938
Position 12262: 0.9803619601145942
Position 9720: 0.9105870612758804
Position 13065: 0.9018190368645734
Position 13655: 0.8669016019228996
Position 5923: 0.7277773555567972
Position 13938: 0.7033231859347286
Position 152: 0.6078643693469862
Position 12871: 0.2883408112137259
Position 3979: 0.266560732315713
Position 12456: 0.19774831542884577
Position 464: 0.12797732129893608
Position 7978: 0.10018380869163812
Position 34: 0.07797353750781304
Position 5854: 0.059242460281267284
Position 71: 0.04506880431962017
Position 8259: 0.0441887959459353
Position 1066: 0.034047318650360876
Position 74: 0.032303994760435835
Position 94: 0.018487151983078463
Position 13350: 0.018036996246005417
Position 12267: 0.017087681595670333
Position 12544: 0.014353832296094484
Position 13365: 0.012972791230431008
Position 340: 0.01278849327117984
Position 1452: 0.011277460751709129
Position 533: 0.008658058676645895
Position 13541: 0.007348469170124279
Position 643: 0.006897684935998944
Position 377: 0.00614411562843022
Position 5794: 0.006081158347662348
Position 14375: 0.0050295831624853436
Position 7104: 0.00459907132754295
Position 13691: 0.0041829368842239215
Position 7461: 0.0033307879150544866
Position 5612: 0.0032081113218732187
Position 522: 0.0030388704847118427
Position 131: 0.0028838767035668776
Position 1379: 0.0018244036148623547
Position 12640: 0.0016422127480825097
Position 13498: 0.0015134720996449265
Position 5848: 0.0012893078890449865
Position 5588: 0.0011464098988136398
Position 13216: 0.0010479611616216618
Position 1955: 0.0010362272524440757
Position 12483: 0.0009010606906445009
Position 881: 0.0008714336957418335
Position 12857: 0.000588421557955824
Position 1239: 0.0004759255067551794
Position 1193: 0.00043628060740518197
Position 12677: 0.00027150448887619993
Position 947: 0.00025849420716115635
Position 5574: 0.0002451701348238658
Position 12939: 0.0001708413258566329
Position 885: 0.0001661715508184062
Position 683: 0.00015815805133066553
Position 12622: 0.0001348442595052035
Position 13037: 8.798890244841119e-05
Position 1128: 5.0344848087466266e-05
Position 12128: 4.2390081622829635e-05
Position 136: 3.588877209647446e-05
Position 12189: 3.05560742889471e-05
Position 13203: 6.259968380820718e-06
Position 1081: 5.75511669681617e-06
Position 12565: 1.6486115481083744e-06
Position 13193: 4.78086365439055e-07
Position 12460: 3.290684487253611e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5665: 0.9985640719566304
Position 12744: 0.9985469039861181
Position 12330: 0.9970412135114085
Position 13283: 0.9961668477670539
Position 5428: 0.988041841974574
Position 13122: 0.9834593117637255
Position 9781: 0.9834193362391742
Position 12049: 0.9426537875310524
Position 13712: 0.8492930490295176
Position 8360: 0.8213768357892534
Position 14040: 0.5147148120216105
Position 3370: 0.20668073271562032
Position 12522: 0.15812144266347639
Position 12975: 0.14862594427024947
Position 15180: 0.07936567945706258
Position 13040: 0.0582123483459851
Position 14683: 0.047832186004118774
Position 12076: 0.04687769117016695
Position 12578: 0.0372551452855774
Position 2101: 0.03178639522339532
Position 13743: 0.031093390552427318
Position 7536: 0.030913784853323783
Position 13427: 0.021288877597077545
Position 1283: 0.01969635342361774
Position 15267: 0.019110699563136227
Position 12596: 0.01685749809574021
Position 14051: 0.012010408551331144
Position 14070: 0.011958099643268456
Position 5464: 0.011948329071337648
Position 14076: 0.010667567882315728
Position 14443: 0.009282918157826269
Position 14574: 0.008499815930520713
Position 12091: 0.008220107856062281
Position 7819: 0.00642511463161603
Position 2820: 0.0056980560369243646
Position 942: 0.003429336459031948
Position 13507: 0.0033310209620626865
Position 13263: 0.002514326289009549
Position 13064: 0.0014890025890119825
Position 13568: 0.0008605112982685606
Position 13092: 0.0005839330456200435
Position 12346: 0.0005352351934734236
Position 12651: 0.0004938486796833177
Position 12771: 1.0550814048969889e-05
