Gene = Rpp30
index = 1457
Annotated 5SS: [147 395 518 847]
Annotated 3SS: [206 448 571 908]
SMsplice 5SS: [147 395 518 847]
SMsplice 3SS: [206 448 726 908]
top_k =  100
Partition function (log Z): 2.8375273172626696

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9820394395737482
Position 147: 0.9818478262312649
Position 847: 0.9073578787364218
Position 518: 0.7939949024415798
Position 638: 0.019920932180428116
Position 659: 0.006575628253949257
Position 151: 0.006570469810835644
Position 665: 0.00432936414436706
Position 798: 0.0004872066397683276
Position 1094: 0.0003365395881515252
Position 270: 0.0002884632748415244
Position 140: 0.00025452167381472213
Position 669: 0.00014748410024038283
Position 836: 0.00014403700900372725
Position 532: 0.0001237822701432164
Position 25: 0.00011097199598818507
Position 374: 3.072766492917602e-05
Position 1132: 3.0434466042602503e-05
Position 1171: 2.9664747458864066e-05
Position 368: 2.10269896603842e-05
Position 15: 1.5863512776974135e-05
Position 425: 1.2792057886576326e-05
Position 380: 1.0953422322117295e-05
Position 274: 5.718838438249679e-06
Position 113: 1.1679874840250031e-06
Position 433: 1.125285398330198e-06
Position 445: 1.079027345537679e-06
Position 237: 9.852082843040212e-07
Position 322: 9.665662284670873e-07
Position 115: 6.494079252220721e-07
Position 200: 2.024463910567563e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 206: 0.9877525249497737
Position 448: 0.9682581024101543
Position 908: 0.9014911828449423
Position 726: 0.5841425551725052
Position 650: 0.07524940477531869
Position 931: 0.07405946820556308
Position 571: 0.06028382480408201
Position 658: 0.028711587203970983
Position 767: 0.004868803033492575
Position 503: 0.0036164605458445225
Position 751: 0.003058498667721783
Position 795: 0.002422437872037394
Position 730: 0.0021831195849211457
Position 877: 0.0017103758958990983
Position 1274: 0.0015058673797678894
Position 792: 0.0012316074363638628
Position 472: 0.0006855677326515007
Position 1027: 0.000610609928816252
Position 984: 0.0005139754949332173
Position 249: 0.00042745968394442766
Position 933: 0.00029448149495054146
Position 1055: 0.0002689014924404549
Position 817: 0.00022152979366684312
Position 772: 0.0001628688739841185
Position 301: 0.0001490862765367919
Position 450: 0.00013516798153455025
Position 221: 0.000130736207714893
Position 87: 0.00012547715712269038
Position 328: 8.301643820940289e-05
Position 857: 8.12842700228496e-05
Position 235: 7.096168647450371e-05
Position 371: 5.8045358376201034e-05
Position 1200: 5.030062775367412e-05
Position 1241: 3.8440223992061706e-05
Position 349: 3.0851095232962446e-05
Position 280: 3.289810486140437e-06
Position 334: 1.9453995830002134e-06
Position 256: 1.3685950858321904e-06
Position 319: 7.975016848089572e-07
Position 172: 2.282300575027427e-07
Position 322: 1.8266772670878925e-07
Position 237: 1.5068905098422677e-07
Position 103: 3.612923891442994e-08
Position 61: 1.5200572588942853e-08
Position 69: 6.160274612531616e-09
Position 136: 8.685638885517254e-11
Position 175: 3.418887753237516e-11
Position 147: 3.2306754044243055e-12
