Gene = CycY
index = 1115
Annotated 5SS: [  56 2187]
Annotated 3SS: [1097 2280]
SMsplice 5SS: [2187]
SMsplice 3SS: [2303]
top_k =  100
Partition function (log Z): -8.1381894828248

Sorted 5' Splice Sites (High to Low Probability):
Position 2187: 0.9714198413025232
Position 56: 0.38966865684949226
Position 1281: 0.2301117353818922
Position 630: 0.0815996636100295
Position 3588: 0.07860096717523302
Position 147: 0.05968273078551458
Position 686: 0.025680447496378878
Position 472: 0.02505920535362399
Position 855: 0.018827284642905732
Position 316: 0.014608927550492508
Position 2660: 0.014046875571056654
Position 3003: 0.013787233268746256
Position 738: 0.010604796782848574
Position 550: 0.010215738813389205
Position 3145: 0.008175612431388622
Position 869: 0.0076363120020605454
Position 2999: 0.005818876806040268
Position 294: 0.0050510175314588705
Position 204: 0.0037336997745677364
Position 334: 0.003400995791826001
Position 3592: 0.0033604743599977183
Position 752: 0.002558896256059753
Position 928: 0.0025194094514594217
Position 2438: 0.0005231579163215675
Position 194: 0.000354133591013907
Position 776: 0.00031011279899235196
Position 637: 0.00026625019630094815
Position 408: 0.0002569831036283684
Position 93: 5.974936751080189e-06
Position 102: 3.6311864835503997e-06
Position 95: 8.404613071687478e-07
Position 263: 7.48160858340227e-07
Position 104: 5.653505323976079e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1097: 0.5130197241711218
Position 2303: 0.3905885748533732
Position 2280: 0.3124376773252601
Position 3406: 0.2815510669558982
Position 2002: 0.16561425645543704
Position 3671: 0.08259467005627885
Position 1936: 0.06952861404444251
Position 197: 0.04092917225211083
Position 2083: 0.023193524941606335
Position 2249: 0.022331859629891863
Position 3395: 0.02071774327091976
Position 1471: 0.015233992539613885
Position 698: 0.010880909004499163
Position 794: 0.009264800356373873
Position 2334: 0.008296440993534172
Position 967: 0.005511624114370085
Position 1383: 0.0028968017714647324
Position 615: 0.0028644650311604736
Position 910: 0.0026508172017012336
Position 2727: 0.002069228471956873
Position 1390: 0.0020150336534814507
Position 686: 0.0018265504345683309
Position 984: 0.000570667803217764
Position 658: 0.0004108550294655134
Position 855: 0.000372645905405927
Position 328: 0.00027750939581257917
Position 360: 0.00022861762030362454
Position 450: 4.042870916859764e-06
Position 223: 3.352861663691693e-06
Position 541: 3.2461823548253316e-06
Position 417: 2.8026774917545836e-06
