Gene = Gale
index = 1179
Annotated 5SS: [ 497  865 1969]
Annotated 3SS: [ 623 1677 2028]
SMsplice 5SS: [ 497  865 1969]
SMsplice 3SS: [ 623 1677 2028]
top_k =  100
Partition function (log Z): -0.0742437164959579

Sorted 5' Splice Sites (High to Low Probability):
Position 1969: 0.9918869869998147
Position 497: 0.9640881558927071
Position 865: 0.8087521276273738
Position 844: 0.09383590232389469
Position 2618: 0.07602392293989128
Position 805: 0.02112258214037032
Position 2535: 0.01230737746623848
Position 1653: 0.009151383506325031
Position 557: 0.009025165585607705
Position 1216: 0.007996892485236847
Position 292: 0.007092810070462478
Position 1724: 0.0057557527044923415
Position 251: 0.005238769258354118
Position 2065: 0.0040400250070315846
Position 1850: 0.003636101721748416
Position 1303: 0.003502178907009482
Position 316: 0.002405329910030748
Position 86: 0.0015634441186836543
Position 1132: 0.0014527721505612208
Position 781: 0.0013719611128475198
Position 1094: 0.00126756657325512
Position 1510: 0.0012167838622092933
Position 911: 0.0010205275100415895
Position 2547: 0.0008213631296925119
Position 33: 0.0006633924567569918
Position 875: 0.0006368745919975006
Position 61: 0.0006209048866335097
Position 1090: 0.0005600365794563045
Position 562: 0.00035312229710105734
Position 115: 0.00031433472674742666
Position 1959: 0.0003108233625111162
Position 489: 0.000270479059437444
Position 188: 0.00016388499012881205
Position 378: 0.00015858943988128596
Position 412: 0.0001470138598398664
Position 73: 0.00013971538133694607
Position 2149: 0.00012088020171396817
Position 434: 0.00011818921592753268
Position 279: 3.6403661869132726e-05
Position 162: 3.389019792435891e-05
Position 425: 3.209450555068269e-05
Position 362: 2.3167047189792567e-05
Position 216: 2.2645291303327774e-05
Position 1818: 1.1731894751918817e-05
Position 221: 8.853661398658231e-06
Position 1151: 5.4088634853541915e-06
Position 1237: 5.015190779529844e-06
Position 1148: 4.527793507934303e-06
Position 1251: 4.322459796258691e-06
Position 896: 1.6327153767447805e-06
Position 381: 5.206202654937797e-07
Position 2084: 3.4833730621121744e-07
Position 2052: 3.451110311691306e-07
Position 1843: 7.69471821519761e-08
Position 1824: 3.526060768640098e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2028: 0.9946107724819988
Position 623: 0.9560521749889642
Position 1677: 0.821288467757306
Position 2672: 0.08026806122315332
Position 1652: 0.0727330460457922
Position 1749: 0.05260620932491651
Position 1716: 0.030338841234221727
Position 1402: 0.005965395413339817
Position 2142: 0.004950139807453687
Position 2641: 0.0037043662990572457
Position 1829: 0.0031815829470078607
Position 2736: 0.00287408583918742
Position 1791: 0.0022008998073678025
Position 2718: 0.002031695298237003
Position 1014: 0.0016974193967516588
Position 388: 0.0009346177779852826
Position 1629: 0.0007665741951452502
Position 1917: 0.0005068296774744259
Position 1614: 0.0003827805533581863
Position 2585: 0.0003179558951929568
Position 861: 0.0002224119085491007
Position 1342: 0.0002198264247930102
Position 2038: 0.00021631359990112437
Position 1434: 0.00021371740046273043
Position 2081: 0.000189085059385772
Position 1120: 0.00017831508845052722
Position 496: 0.0001534198897060992
Position 375: 0.00013716935892806403
Position 2698: 7.737918270829864e-05
Position 373: 7.337437224689834e-05
Position 306: 6.340338481513851e-05
Position 320: 3.85918066384996e-05
Position 121: 3.384816601526893e-05
Position 439: 2.757576568073932e-05
Position 196: 1.661252205180828e-05
Position 264: 1.649420981819905e-05
Position 115: 1.285372255743623e-05
Position 368: 1.2430774672254666e-05
Position 162: 1.029141809384482e-05
Position 746: 7.732110883745396e-06
Position 296: 6.864499308758173e-06
Position 248: 5.0302639123799945e-06
Position 523: 3.254451113996093e-07
Position 570: 6.879684449806549e-08
Position 749: 5.2631922492723015e-08
Position 818: 2.0756761483574337e-08
Position 520: 1.9088547340824254e-08
