Gene = Ssl1
index = 1527
Annotated 5SS: [ 60 342 737]
Annotated 3SS: [116 394 788]
SMsplice 5SS: [ 60 342 737]
SMsplice 3SS: [116 394 788]
top_k =  100
Partition function (log Z): 1.5235136326209482

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9934645116930042
Position 737: 0.9861099932457157
Position 342: 0.9082853149541225
Position 1096: 0.08969202379648675
Position 350: 0.024246132312124927
Position 1648: 0.01528679419997929
Position 352: 0.010739646101259782
Position 364: 0.004015035384340002
Position 173: 0.003075826098574852
Position 182: 0.001109262336727581
Position 38: 0.0005615652468726989
Position 275: 0.0002927114323589101
Position 164: 0.00028946166397590174
Position 195: 0.00028078675958495076
Position 186: 0.00022347726276974601
Position 309: 0.00021144194760786572
Position 687: 0.00019853089617676958
Position 159: 0.0001830674592057669
Position 1695: 0.00012736557386330475
Position 521: 9.762131976760685e-05
Position 49: 6.770009756446629e-05
Position 255: 2.671995452484132e-05
Position 982: 4.068608091265729e-06
Position 954: 3.824538567410407e-06
Position 184: 1.7040777345029523e-06
Position 157: 1.4458445936021075e-06
Position 224: 8.738850732161462e-07
Position 584: 7.837330993776113e-07
Position 113: 7.553816685394765e-07
Position 146: 5.4558205917848e-07
Position 6: 2.324852497131664e-10
Position 485: 6.358924011008243e-11
Position 102: 3.970360064982496e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 788: 0.9584640591384936
Position 394: 0.951375439702102
Position 116: 0.9121234694586022
Position 1164: 0.08148001982104151
Position 144: 0.04254335652697007
Position 812: 0.021953896991081606
Position 258: 0.01900265119843651
Position 1712: 0.015677754003823985
Position 176: 0.011400369619751757
Position 1216: 0.007207412538262931
Position 222: 0.0037249483033641503
Position 444: 0.003149405569242962
Position 861: 0.003079408985368874
Position 204: 0.001610833208699432
Position 1609: 0.001162700417894182
Position 838: 0.0007725074733811657
Position 1716: 0.0006573374027047165
Position 266: 0.0006542068781495555
Position 1099: 0.00044857385464463036
Position 157: 0.0003609246793377296
Position 1277: 0.0003570765862064993
Position 1029: 0.00028496070500454835
Position 1095: 0.00025828963303062795
Position 1433: 0.00023469593015878928
Position 1765: 0.00012736557386330477
Position 458: 9.414090673797248e-05
Position 632: 7.825537563923477e-05
Position 643: 7.663704232010511e-05
Position 455: 5.835570280040099e-05
Position 470: 5.8209088223519796e-05
Position 398: 5.099325790342447e-05
Position 407: 3.372130497495516e-05
Position 476: 3.212421128930921e-05
Position 1002: 4.890588654827972e-06
Position 59: 9.349979942383702e-12
Position 64: 2.898854517214794e-14
