Gene = Exn
index = 1158
Annotated 5SS: [  528 13850 15327 21249 22286 22537 23626 23901]
Annotated 3SS: [10545 15222 21000 21310 22346 22603 23695 23964]
SMsplice 5SS: [  528 15327 20867 21249 22286 22537 23626 23901]
SMsplice 3SS: [15222 20488 21000 21310 22346 22603 23695 23964]
top_k =  100
Partition function (log Z): 19.758083321178457

Sorted 5' Splice Sites (High to Low Probability):
Position 15327: 0.9999605998085058
Position 22286: 0.9995082892895069
Position 23901: 0.9989856835716588
Position 23626: 0.9986329120077897
Position 21249: 0.9842799143989484
Position 528: 0.9811297342086689
Position 22537: 0.9790020071343715
Position 20867: 0.4352523736846527
Position 20851: 0.22918419313728458
Position 10726: 0.15124423243423565
Position 20863: 0.150538605043282
Position 22541: 0.019354826317439452
Position 326: 0.01621174041609428
Position 16549: 0.013811290489187236
Position 24239: 0.011012433994600343
Position 22916: 0.007643888060270241
Position 23173: 0.006569857952073918
Position 24125: 0.003077515854677216
Position 69: 0.002658525375247444
Position 23180: 0.00181049999507718
Position 24218: 0.000957136997165159
Position 23630: 0.0007992833569076124
Position 23474: 0.0005069196794605234
Position 24260: 0.0004650097539766211
Position 22290: 0.00027418013662203493
Position 23807: 0.00025468029540185334
Position 24202: 0.00023992451212637584
Position 22560: 0.00023567411539292507
Position 24004: 0.00021217662040121202
Position 24285: 0.00020316399902575602
Position 24185: 0.0001634679680832387
Position 23916: 0.00010688922784310834
Position 22515: 0.00010125976227048065
Position 23922: 8.556704487356195e-05
Position 22480: 8.298763741632819e-05
Position 24243: 7.891294261632021e-05
Position 22489: 6.57671772225904e-05
Position 24000: 6.404381284132478e-05
Position 22460: 6.401036469334596e-05
Position 23905: 6.245604662725884e-05
Position 22434: 4.7399084724045696e-05
Position 22003: 4.062138751685303e-05
Position 15331: 3.940019150510126e-05
Position 23617: 3.322487336485936e-05
Position 22264: 3.0368966570962386e-05
Position 24048: 2.7087330375370395e-05
Position 22464: 1.980693938573008e-05
Position 21377: 1.4483301631074952e-05
Position 23176: 9.948873339768417e-06
Position 22233: 9.510331914988026e-06
Position 22111: 3.857554369776453e-06
Position 21385: 2.7907012358534274e-06
Position 21451: 1.6688996826149719e-06
Position 21389: 1.1970902886459548e-06
Position 23870: 3.187342342279812e-07
Position 23810: 2.749579715322157e-07
Position 22564: 2.4063845430871155e-07
Position 23830: 9.196856283901362e-08
Position 22496: 2.5378309311796742e-08
Position 23873: 1.879757378834569e-08
Position 23846: 5.863704159287717e-09
Position 23459: 1.8048826341389781e-09
Position 23287: 1.6821089840755068e-09
Position 23919: 4.261260800944427e-10
Position 21771: 2.982627302851685e-10
Position 21642: 1.787698228356304e-10
Position 23879: 1.652996229065796e-10
Position 21438: 3.2338947862071085e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 22346: 0.9999744909096177
Position 23964: 0.999194635254761
Position 22603: 0.9980569228627951
Position 23695: 0.9922594062174863
Position 15222: 0.9836837767890976
Position 21000: 0.9750445764406263
Position 21310: 0.9657631203727515
Position 20488: 0.8228036484411694
Position 10545: 0.15124423243423535
Position 20968: 0.01712694698343591
Position 14607: 0.01631622321091289
Position 24326: 0.015444121702622502
Position 21370: 0.013565110502063726
Position 16417: 0.012210699436283673
Position 23495: 0.005884302589931522
Position 23725: 0.005673966890235419
Position 22986: 0.005374968257573067
Position 21321: 0.0023888471215948383
Position 23728: 0.001780366567275877
Position 22989: 0.0016723216705727096
Position 23547: 0.001611437047892962
Position 15608: 0.001600591052903564
Position 21539: 0.0010599242674161787
Position 23244: 0.0008429194224581394
Position 21417: 0.0008167310693624356
Position 22616: 0.0008122687435383489
Position 23474: 0.0007970195252721186
Position 21355: 0.0005800543160393618
Position 24285: 0.0005382188193025262
Position 24340: 0.00020113824403550148
Position 22969: 0.0001545972221196459
Position 24185: 0.0001525477656050155
Position 24289: 0.00010091658488894782
Position 24295: 9.21941016422305e-05
Position 24260: 8.639928229246371e-05
Position 23975: 8.57113109519052e-05
Position 24212: 7.868513505900907e-05
Position 22628: 2.997994541571371e-05
Position 23740: 2.9952270425476415e-05
Position 24359: 1.8627721086153332e-05
Position 22367: 1.5574584687474787e-05
Position 23873: 3.8023216250011647e-06
Position 22383: 2.9975250491325736e-06
Position 24003: 8.142934107747183e-09
