Gene = Dysb
index = 1142
Annotated 5SS: [875]
Annotated 3SS: [932]
SMsplice 5SS: [875]
SMsplice 3SS: [932]
top_k =  100
Partition function (log Z): -3.132111227035516

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9989962126766689
Position 506: 0.027922889033391494
Position 1096: 0.008616250485478247
Position 596: 0.006757029311571433
Position 199: 0.0025734138637103733
Position 647: 0.002125628022228867
Position 275: 0.0014418558857232763
Position 1102: 0.0009199155128169438
Position 1272: 0.0008710798389873612
Position 233: 0.00044225271344001564
Position 518: 0.0002202830273569412
Position 1082: 0.0002111298579884483
Position 879: 0.00014376171282268216
Position 849: 0.0001434074602530614
Position 571: 0.00013687157608335842
Position 1042: 7.530449624329943e-05
Position 1354: 4.489433943413319e-05
Position 1072: 3.222918632098512e-05
Position 1094: 2.033265392987277e-05
Position 1348: 1.7822664155043265e-05
Position 992: 7.120837933573254e-06
Position 221: 4.632586730606875e-07
Position 203: 3.296795669860544e-07
Position 296: 2.7588910058775276e-07
Position 160: 2.1625631272751201e-07
Position 337: 1.4853279810169542e-07
Position 197: 2.984212893290485e-08
Position 140: 2.7485742838904256e-08
Position 365: 1.177631892753066e-08
Position 355: 1.044477368869341e-08
Position 540: 7.609993325264092e-09
Position 645: 5.519710440019715e-09
Position 660: 4.01385824074926e-09
Position 678: 2.269088030439671e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 932: 0.9951276802093679
Position 563: 0.019066165074134982
Position 768: 0.016197501536764223
Position 1194: 0.006960871604019943
Position 948: 0.004690216779243938
Position 1365: 0.0023793617141644116
Position 324: 0.001524182257288293
Position 570: 0.0008940678076659465
Position 675: 0.0007403738327801817
Position 774: 0.0006924744850575329
Position 726: 0.000500231005172795
Position 1377: 0.0004707451196686356
Position 1311: 0.0004630266500303333
Position 1272: 0.00026332279737596075
Position 1425: 0.0002471478950298484
Position 609: 0.0002255209613786814
Position 547: 0.00019158494711210783
Position 1248: 0.00013405664516100632
Position 588: 0.00012265104276000657
Position 777: 0.00012150885617501255
Position 371: 8.39779939794216e-05
Position 344: 8.039201242616887e-05
Position 405: 7.504830419009263e-05
Position 402: 7.248002585238574e-05
Position 290: 6.004275672138803e-05
Position 275: 5.559989701265897e-05
Position 287: 4.93029969144246e-05
Position 311: 4.8623218685625115e-05
Position 361: 4.813743458854865e-05
Position 798: 3.8844225692365265e-05
Position 1342: 3.5994285113780534e-05
Position 293: 2.9345738993338438e-05
Position 1327: 2.2473539663818712e-05
Position 1348: 7.941752121170853e-06
Position 426: 1.9222128573703356e-07
Position 447: 1.2786461458363724e-07
