Gene = swm
index = 1903
Annotated 5SS: [ 132  707 1248 3619 3839]
Annotated 3SS: [ 414  781 1305 3709 3908]
SMsplice 5SS: [ 707 1248 3619 3839]
SMsplice 3SS: [ 781 1308 3709 3908]
top_k =  100
Partition function (log Z): 4.7417114498303174

Sorted 5' Splice Sites (High to Low Probability):
Position 1248: 0.9990809865682312
Position 707: 0.9971028940692545
Position 3619: 0.9879697757850012
Position 3839: 0.9812102435423868
Position 2485: 0.30449990410766437
Position 1563: 0.12913057596059302
Position 224: 0.11993249543636711
Position 2345: 0.10111812893951165
Position 132: 0.0398600023396569
Position 449: 0.0317664000548455
Position 2341: 0.030663434141890503
Position 1579: 0.02721877499370578
Position 216: 0.020435395773352915
Position 220: 0.016356126490602543
Position 1745: 0.016120609656249684
Position 498: 0.013950671859540631
Position 374: 0.012130145920113081
Position 1439: 0.011727037266853368
Position 264: 0.009419395353566224
Position 49: 0.00794023549779584
Position 2069: 0.004612785977182753
Position 3982: 0.004568260229908598
Position 439: 0.0044896537244974504
Position 386: 0.003927507399404455
Position 1421: 0.0038000995839992825
Position 4188: 0.0034809224671841893
Position 4168: 0.0011385338961970835
Position 1451: 0.001134244545353971
Position 277: 0.001085520761560992
Position 260: 0.001066820861535899
Position 1261: 0.0009104354151432188
Position 258: 0.0008398362790835601
Position 299: 0.0007096693763752141
Position 241: 0.0005537462730114021
Position 1074: 0.00036964536424952306
Position 54: 0.00035828383852591167
Position 3744: 0.0003436185145838335
Position 1496: 0.00031469032757256495
Position 1068: 0.0002726194463643451
Position 245: 0.00026435689664158074
Position 94: 0.00019682679422739434
Position 915: 0.0001627733686588315
Position 292: 0.0001457377861347119
Position 1139: 6.622853710670991e-05
Position 893: 4.39711256410274e-05
Position 960: 4.1820894349503915e-05
Position 690: 1.1190310008987092e-05
Position 1412: 5.562887772173673e-06
Position 1258: 1.9491066868304057e-06
Position 3968: 1.2908721322274535e-06
Position 1110: 1.7355132662851312e-07
Position 249: 1.972107738239812e-08
Position 203: 7.750431323696352e-09
Position 91: 7.736416656787882e-09
Position 262: 6.622727102694277e-09
Position 147: 4.890255605789447e-09
Position 22: 3.3639975449266097e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 781: 0.9975718127455354
Position 3709: 0.9933776226003912
Position 3908: 0.9599762929257535
Position 1308: 0.8164460115130883
Position 2670: 0.274176130867215
Position 1630: 0.16916846540218475
Position 414: 0.15048004856605038
Position 2559: 0.11759588136125279
Position 560: 0.09908153425642789
Position 1305: 0.09278702185190044
Position 1338: 0.07664718775857138
Position 1837: 0.02906303973730513
Position 2406: 0.02262463379575463
Position 4404: 0.014632789007511679
Position 565: 0.013886740399648309
Position 2690: 0.011573060618875121
Position 611: 0.011415566096086526
Position 4025: 0.010915693497046759
Position 2126: 0.004612785977182753
Position 1373: 0.004590310404156621
Position 3796: 0.0031156992345156786
Position 4357: 0.0028826381696487164
Position 3757: 0.0024476016505194584
Position 614: 0.0020545767528235264
Position 336: 0.001809136031312788
Position 1126: 0.001260086510707438
Position 984: 0.0011349387499428479
Position 285: 0.0010962906013804192
Position 3942: 0.0008630499101159523
Position 472: 0.000821605337199313
Position 4053: 0.0008089718246465334
Position 427: 0.0006683453364126955
Position 333: 0.0006111494297867163
Position 3740: 0.0004323918488558991
Position 4033: 0.000321213739253524
Position 646: 0.0002845209698155281
Position 180: 0.0002500520622975224
Position 124: 0.00023745277072253392
Position 302: 0.0002234051194763815
Position 113: 0.00014664289945044392
Position 1133: 0.00012071842925277104
Position 1014: 0.00011978775426556122
Position 836: 8.439561164232404e-05
Position 1196: 4.4744583808314324e-05
Position 878: 3.592405243267687e-05
Position 943: 3.296741453927407e-05
Position 1192: 2.1124077745937942e-05
