Gene = spz4
index = 1890
Annotated 5SS: [ 459 5670]
Annotated 3SS: [4380 5728]
SMsplice 5SS: [ 459 5670]
SMsplice 3SS: [4380 5728]
top_k =  100
Partition function (log Z): -3.289544580761426

Sorted 5' Splice Sites (High to Low Probability):
Position 5670: 0.9969571701486196
Position 459: 0.8743132941524782
Position 247: 0.2355013843674037
Position 3648: 0.22988353608407283
Position 245: 0.22946227766452165
Position 251: 0.18255688076082918
Position 556: 0.11517281469936648
Position 792: 0.07859750266973474
Position 3620: 0.06546443275904894
Position 4912: 0.04125173617390906
Position 14: 0.04039579291272702
Position 2697: 0.03434209172087806
Position 4642: 0.02663491044059022
Position 6217: 0.018556818437797825
Position 6366: 0.015551313283065308
Position 6516: 0.01387017302745639
Position 3665: 0.013341675113469193
Position 574: 0.011778118168459925
Position 6220: 0.0067431038876459935
Position 249: 0.004151193951654134
Position 6212: 0.003884127136599007
Position 6227: 0.003429328345301077
Position 2959: 0.002782092607591931
Position 5828: 0.002568773607054812
Position 201: 0.0024462466674115817
Position 401: 0.0020897919220159936
Position 2091: 0.001609441740800817
Position 2780: 0.0015602327321533665
Position 2659: 0.001530782346419997
Position 35: 0.001323655526907495
Position 172: 0.0008092141097671162
Position 86: 0.0005862260800140446
Position 257: 0.0005018882455155614
Position 411: 8.903637497032071e-05
Position 6154: 5.772411202167226e-05
Position 265: 4.6656593650896665e-05
Position 816: 3.934300967482903e-05
Position 263: 2.8461837182900187e-05
Position 102: 2.8169144752976957e-05
Position 463: 1.6896082243965167e-05
Position 276: 1.472233765993254e-05
Position 52: 6.65243907029057e-06
Position 18: 6.496859266686879e-06
Position 27: 6.199481146586149e-06
Position 29: 5.339124688813446e-06
Position 386: 3.2626563839378126e-08
Position 5: 5.561332165747135e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4380: 0.9999743565829473
Position 5728: 0.995514981880327
Position 302: 0.6844055448302498
Position 2524: 0.21466774101043973
Position 3057: 0.13425301897785744
Position 526: 0.08709256698913048
Position 5285: 0.056705114956437874
Position 6280: 0.03255456367339188
Position 6422: 0.015734974084896998
Position 4976: 0.011123192132291574
Position 6798: 0.007950612996614084
Position 86: 0.003737437225333814
Position 5890: 0.0025016510511967818
Position 684: 0.002369557396039744
Position 334: 0.002362539467731445
Position 6825: 0.0022492465838841657
Position 6926: 0.0018915383103154419
Position 6879: 0.0017787751366426926
Position 5747: 0.0015069823587020355
Position 1932: 0.0005124981340583351
Position 1726: 0.0004978435597802291
Position 2008: 0.0002518690051481029
Position 155: 0.00023669676530476455
Position 703: 8.137090359040049e-05
Position 158: 3.6035074202040084e-05
Position 245: 8.62375900574424e-07
Position 109: 8.390482657227142e-07
Position 187: 7.119096276913378e-07
Position 95: 4.0873341506947283e-07
Position 448: 2.2592178451328758e-07
