Gene = lt
index = 1760
Annotated 5SS: [  131   313   536   704  1125  2971 14048 14511 14746 15040 15219]
Annotated 3SS: [  186   364   585   770  2642 13978 14108 14558 14799 15091 15277]
SMsplice 5SS: [  536   704  1125  2971 14048 14746 15040 15219]
SMsplice 3SS: [  585   770  2642 13978 14108 14799 15091 15277]
top_k =  100
Partition function (log Z): -15.372505540865415

Sorted 5' Splice Sites (High to Low Probability):
Position 704: 0.992788441784937
Position 536: 0.9881728445939673
Position 2971: 0.8564738312995315
Position 1125: 0.7858555157313742
Position 313: 0.2103010972839885
Position 1625: 0.13758975514442218
Position 131: 0.05981545801220048
Position 1310: 0.05923270561378145
Position 3790: 0.053527258985414626
Position 29: 0.04301124054190347
Position 1325: 0.04270982933460317
Position 2493: 0.03294924023184666
Position 1129: 0.026640067481322915
Position 3774: 0.01941966964632311
Position 1669: 0.016377115687162446
Position 23: 0.010738753537597411
Position 315: 0.010649420312385536
Position 1163: 0.0060124505100751235
Position 293: 0.004368279345525498
Position 952: 0.004275351707645213
Position 700: 0.003968036401827211
Position 126: 0.003473087353096216
Position 301: 0.003393831751951012
Position 1153: 0.0026428240399333875
Position 708: 0.0026321596967038845
Position 505: 0.0023337461401792335
Position 353: 0.0018168536734674283
Position 237: 0.00030214169947567586
Position 697: 0.00025864615461655336
Position 339: 0.00025010933368044703
Position 1398: 0.00023285996810288958
Position 129: 0.0002000161289799247
Position 112: 8.197411486298922e-05
Position 90: 6.607403251853554e-05
Position 58: 6.369012331774276e-05
Position 7: 5.259284847015954e-05
Position 959: 4.5415136876932014e-05
Position 1134: 3.521968783533841e-05
Position 66: 4.831054565939585e-06
Position 140: 4.2502399897052935e-06
Position 69: 6.799525148506359e-07
Position 56: 3.268560822381619e-07
Position 540: 2.2039644263610194e-07
Position 652: 3.40660014673533e-08
Position 220: 1.2935853299357496e-08
Position 473: 1.2901799610783832e-08
Position 245: 1.1006566313789251e-08
Position 488: 2.1064934118010475e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9999945668008695
Position 2642: 0.9522084798218173
Position 585: 0.9189502400903384
Position 6553: 0.37956124998733953
Position 364: 0.21272787926679154
Position 3907: 0.21085327890755456
Position 186: 0.10187817377624782
Position 5336: 0.08578048277439929
Position 4092: 0.07750007439048742
Position 608: 0.07052222058666542
Position 1227: 0.0679050750723233
Position 5266: 0.06552075458398034
Position 3541: 0.060799015275459625
Position 2375: 0.0409822595253602
Position 3128: 0.022467282001822388
Position 3947: 0.015317456625926217
Position 1465: 0.01398375648209488
Position 81: 0.011858673133942703
Position 3108: 0.011098148814561379
Position 416: 0.010765793184706947
Position 3053: 0.010317913150948923
Position 1239: 0.008278444604375183
Position 441: 0.006436559816394871
Position 3597: 0.00635175993880207
Position 2489: 0.0042893777576957694
Position 1366: 0.004092103378806122
Position 1525: 0.003712425740898244
Position 2160: 0.0029358368428323415
Position 626: 0.001844335454135227
Position 389: 0.0017058139588793026
Position 651: 0.0007728279119323377
Position 126: 0.0003108394661397156
Position 425: 0.00025953850116266445
Position 632: 0.0002360391108227927
Position 447: 0.00021843644802993842
Position 110: 0.00012065769923162474
Position 296: 7.867765425802149e-05
Position 491: 6.539213005229581e-05
Position 1040: 2.457743655629601e-05
Position 1179: 1.7363608062182457e-05
Position 1172: 1.1840840564419911e-05
Position 1015: 1.0152643579957373e-05
Position 203: 2.1854297574973584e-06
Position 52: 2.3857216403417046e-08
