Gene = Gbs-70E
index = 1183
Annotated 5SS: [ 439  978 3859 8243 8621]
Annotated 3SS: [ 815 3492 8035 8307 8679]
SMsplice 5SS: [ 439  978 3859 8243 8621]
SMsplice 3SS: [ 815 3492 8035 8307 8679]
top_k =  100
Partition function (log Z): 14.554500520574463

Sorted 5' Splice Sites (High to Low Probability):
Position 8621: 0.9999980558574981
Position 3859: 0.9865092704571599
Position 8243: 0.9728021366113571
Position 439: 0.9567105944901867
Position 978: 0.9407088525189701
Position 1130: 0.0516206594584029
Position 1234: 0.035215077710590216
Position 1976: 0.03495038709912131
Position 1689: 0.034456212007476
Position 1991: 0.033152860556908595
Position 7535: 0.03149764155751843
Position 8247: 0.026268442405935306
Position 4044: 0.02363016691489693
Position 1292: 0.02274402817112001
Position 2402: 0.01890737707777762
Position 5712: 0.015700781408244283
Position 2237: 0.010808845290405865
Position 622: 0.009518386654390604
Position 2356: 0.008471403988617104
Position 8390: 0.0083376264699293
Position 9147: 0.006453714396246569
Position 4095: 0.004178314737832025
Position 2295: 0.003954165549447487
Position 8806: 0.0035654575903030336
Position 1647: 0.0032043998271477905
Position 2810: 0.0030917747546972837
Position 8853: 0.0030878533248539734
Position 3889: 0.0028650265773654832
Position 1286: 0.0027077938703785435
Position 3854: 0.002428677275971805
Position 446: 0.0017081567692485142
Position 992: 0.0014242909292416154
Position 296: 0.001155121974457024
Position 8423: 0.001100023124210417
Position 928: 0.0009291469095231705
Position 1229: 0.0007942228853460964
Position 403: 0.0007718113860941148
Position 1240: 0.000667336056776406
Position 8907: 0.000606015256002381
Position 8469: 0.0004042975787153696
Position 77: 0.0002877906808084216
Position 8427: 0.0002655335718273728
Position 420: 0.00023528886109410653
Position 282: 0.00021787087452263657
Position 179: 0.0001968406774427583
Position 177: 0.00017752690416761234
Position 9044: 0.0001691907427974067
Position 27: 0.00014485197004709613
Position 839: 0.00013671885009778205
Position 8681: 0.00012582052147904835
Position 524: 0.00010185165836089194
Position 91: 9.554334061503318e-05
Position 334: 9.478817140832563e-05
Position 235: 7.34947839782087e-05
Position 443: 7.191617076554791e-05
Position 95: 7.141259801710104e-05
Position 8094: 4.56744554485507e-05
Position 855: 3.593973354926871e-05
Position 165: 1.6895614296599936e-05
Position 277: 6.945847257254613e-06
Position 972: 6.374493399136647e-06
Position 97: 6.314340231421241e-06
Position 140: 3.806620478552336e-06
Position 982: 3.2319219418816184e-06
Position 181: 2.416528808494626e-06
Position 32: 2.090402895182812e-06
Position 8961: 1.3056964542935182e-06
Position 8625: 1.097068208743185e-06
Position 346: 6.951448438954419e-07
Position 198: 3.528420179261361e-07
Position 262: 3.0549011786642536e-07
Position 8172: 2.3483220464422363e-07
Position 603: 7.38131896534939e-08
Position 8510: 3.1035634566961076e-08
Position 6473: 1.3761130939560964e-09
Position 8513: 1.2538406955903187e-09
Position 791: 3.020108383416627e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8679: 0.9993833867804761
Position 8307: 0.9952527788351073
Position 3492: 0.9899462283838285
Position 8035: 0.9733458740499114
Position 815: 0.7525156959420392
Position 1042: 0.24025021036587388
Position 899: 0.10475991516052328
Position 846: 0.02619486017785975
Position 3906: 0.024927896150579096
Position 1736: 0.022047579715736624
Position 7427: 0.020669580279874356
Position 7988: 0.020230293149966504
Position 7401: 0.015127547777256594
Position 5452: 0.0145850467814579
Position 530: 0.010313023993364845
Position 8513: 0.007558969060874264
Position 867: 0.006687224546201909
Position 3513: 0.004709138203809149
Position 775: 0.00469362438807886
Position 502: 0.004113795871875225
Position 499: 0.0035303603600096785
Position 8919: 0.0035022840013570204
Position 8481: 0.002691627089550253
Position 9228: 0.0019308365115143044
Position 9633: 0.0015994451755090163
Position 914: 0.0015000908470514753
Position 8314: 0.0014966599265871085
Position 1519: 0.0014652043714131835
Position 7602: 0.0014498464121714318
Position 9573: 0.0013668572796214716
Position 9665: 0.0011756333814147057
Position 8318: 0.0011210789259018799
Position 9304: 0.0011164701492002375
Position 5472: 0.0011157346267863845
Position 9598: 0.0006517880963286564
Position 8973: 0.0006320244903555441
Position 8699: 0.0006166043338315737
Position 6967: 0.0006052351984798887
Position 8410: 0.0005249464292915567
Position 8985: 0.00046849631566076814
Position 9081: 0.00043520111471286526
Position 10005: 0.00039554568527711416
Position 8449: 0.0003510792062777143
Position 1460: 0.00026904342354502924
Position 9033: 0.00025866948041024224
Position 389: 0.00025303779099238033
Position 8341: 0.0002438797386444803
Position 234: 0.00023247343936328465
Position 9163: 0.00018109458249829057
Position 9106: 0.0001691907427974067
Position 346: 0.00016596193344263087
Position 669: 0.00015243739762841737
Position 8745: 0.00012563589631386698
Position 920: 0.00012058550436724029
Position 1360: 0.00011535242571179106
Position 862: 0.00011206449275797627
Position 832: 8.366664693885348e-05
Position 8356: 5.13997424346187e-05
Position 363: 4.158973043277909e-05
Position 932: 1.894876087816138e-05
Position 1129: 1.1429201344077143e-05
Position 369: 9.789369156548802e-06
Position 396: 7.1225882953380735e-06
Position 312: 6.9286044754186616e-06
Position 198: 4.929666344354731e-06
Position 2481: 3.0834983357149134e-06
Position 2745: 2.2954858592485986e-06
Position 393: 2.192308686321741e-06
Position 296: 2.1191260106650105e-06
Position 2444: 1.537697560483677e-06
Position 2574: 1.505252387350948e-06
Position 374: 9.60523776246354e-07
Position 334: 9.572992721602305e-07
Position 135: 8.398901090190015e-07
Position 8751: 1.9351085683497575e-07
Position 6281: 1.3761130939560964e-09
