Gene = GramD1B
index = 1200
Annotated 5SS: [ 2467  5469  6128  7946  9546  9863 10066 10374 10957 12377]
Annotated 3SS: [ 5177  5652  7695  8431  9609  9934 10176 10653 11928 12443]
SMsplice 5SS: [  594  5469  6128  7946  9546  9863 10066 10374 12377 12565 13352]
SMsplice 3SS: [ 5177  5652  7698  8431  9609  9934 10176 11928 12443 13201 13526]
top_k =  100
Partition function (log Z): 20.94614775581018

Sorted 5' Splice Sites (High to Low Probability):
Position 12377: 0.9998713167206692
Position 9546: 0.9968602131350258
Position 6128: 0.9962194972504138
Position 10066: 0.993109337857654
Position 9863: 0.9912171682607522
Position 594: 0.9838769529934671
Position 10374: 0.9789009765529539
Position 5469: 0.9296876974917604
Position 7946: 0.9192556945004756
Position 12565: 0.8444633703061377
Position 13352: 0.6533110893401323
Position 10930: 0.3275136234412907
Position 10957: 0.3101088292568379
Position 1187: 0.2673883034071067
Position 1379: 0.06414016456758007
Position 8086: 0.05637163649417184
Position 8039: 0.05381046786068391
Position 13795: 0.044967518627595515
Position 7942: 0.0334752649277297
Position 6519: 0.032436323057516515
Position 5473: 0.03131872039433327
Position 5522: 0.030745400904665966
Position 8536: 0.029718803057708115
Position 11661: 0.014240527293776648
Position 11012: 0.01119945494111634
Position 12181: 0.010635247181916834
Position 13091: 0.00937645668439359
Position 12725: 0.007662668474358523
Position 8631: 0.006301273595201976
Position 964: 0.004770483481359009
Position 10705: 0.00412587555309143
Position 13356: 0.003961626049368537
Position 10828: 0.0033494227397064757
Position 708: 0.003278497135202929
Position 948: 0.003029138953255909
Position 12670: 0.0027917542019430864
Position 755: 0.0017910505743937246
Position 10117: 0.0016826644966704035
Position 5814: 0.0016502910798745758
Position 9869: 0.0010477474474272044
Position 9331: 0.0009577113692209463
Position 724: 0.0007939150467804743
Position 9659: 0.0005924663836256717
Position 860: 0.0004888754426523125
Position 102: 0.00044815484813424554
Position 211: 0.00043929411807816537
Position 9995: 0.0004291566651720788
Position 9803: 0.0004001033936904718
Position 737: 0.00038274500676565963
Position 3155: 0.0002810602130534442
Position 459: 0.0002316709211605808
Position 650: 0.00022181368432424813
Position 935: 0.00020300937050117367
Position 6269: 0.00018031806597367084
Position 701: 0.00012840648689953823
Position 746: 0.00010596688828845727
Position 9842: 7.445913614366934e-05
Position 9812: 6.062699212109311e-05
Position 477: 5.8802430103450316e-05
Position 7966: 2.3734829769817256e-05
Position 12532: 1.8935266989242002e-05
Position 10493: 9.537616860383457e-06
Position 10398: 8.6496764589334e-06
Position 491: 5.460353132397073e-06
Position 946: 3.6264835474322757e-06
Position 259: 3.389447181268066e-06
Position 191: 1.422558431061304e-06
Position 12608: 1.3813362562167727e-06
Position 120: 5.913495803551767e-07
Position 1273: 5.042666184577741e-07
Position 126: 3.7256194079364715e-07
Position 231: 1.7981107047842367e-07
Position 183: 1.334684924335721e-07
Position 504: 8.419664954474811e-08
Position 267: 6.474906815394803e-08
