Gene = dib
index = 1670
Annotated 5SS: [ 598 1340 1597]
Annotated 3SS: [ 737 1398 1682]
SMsplice 5SS: [ 598 1340 1597 1818]
SMsplice 3SS: [ 737 1398 1682 1939]
top_k =  100
Partition function (log Z): 0.09514023540528727

Sorted 5' Splice Sites (High to Low Probability):
Position 1340: 0.9844531755888487
Position 1597: 0.934298844142015
Position 598: 0.8597428254248042
Position 1818: 0.6597061756509646
Position 641: 0.07008021247126699
Position 971: 0.042624195895109435
Position 1046: 0.03642313282674518
Position 622: 0.03146403126179029
Position 1804: 0.029619478942195115
Position 148: 0.018022933593447706
Position 1013: 0.01202479881203407
Position 2037: 0.010007949674375894
Position 1346: 0.009113073355499973
Position 1812: 0.0065026697801950605
Position 676: 0.004699458741443685
Position 221: 0.0046394945819257394
Position 447: 0.003942216773726831
Position 2078: 0.0029552208210210833
Position 986: 0.002361523185308716
Position 1043: 0.002322519442888648
Position 1493: 0.001411641088366043
Position 1629: 0.0012371998436387685
Position 981: 0.000749906148352977
Position 942: 0.0006815860492861399
Position 959: 0.0005427054351071857
Position 602: 0.0004840133180618767
Position 1038: 0.00039730080087688847
Position 1344: 0.00035660568085669423
Position 550: 0.00026746320930668994
Position 284: 0.0002605878000481069
Position 475: 0.00025405024203972466
Position 498: 0.00019359388876864103
Position 1317: 0.00016291184476057504
Position 1529: 0.00015908964354151224
Position 281: 0.00014000637039460418
Position 1423: 0.00012623257333364997
Position 553: 0.0001259978266175726
Position 433: 0.00010038368805685699
Position 418: 8.840873633624354e-05
Position 477: 8.518840314476993e-05
Position 243: 6.876222023829646e-05
Position 1283: 6.197661254671198e-05
Position 1277: 3.8465686595366924e-05
Position 1139: 3.58185104347073e-05
Position 1496: 3.329173054673152e-05
Position 107: 1.570212996865739e-05
Position 1876: 7.300755922901297e-06
Position 428: 6.934830550459943e-06
Position 1863: 6.784842885081013e-06
Position 35: 5.330378357594297e-06
Position 1516: 4.601988972782379e-06
Position 507: 2.6737502920396634e-06
Position 628: 2.2433269303462707e-06
Position 1093: 2.070014922318856e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.991052216104692
Position 1682: 0.9294177138896893
Position 737: 0.853527222121537
Position 1939: 0.4127243462480247
Position 1124: 0.19883599001520827
Position 1963: 0.12756238612842313
Position 1898: 0.10002827692212324
Position 1919: 0.03810521898137079
Position 2096: 0.014381891568283267
Position 772: 0.011093882271490788
Position 2226: 0.0068515041840765895
Position 863: 0.006456489302388638
Position 2120: 0.006360791942503304
Position 787: 0.004303376591041794
Position 1038: 0.00422625124612748
Position 1382: 0.00331377986611112
Position 269: 0.003148493284938566
Position 2007: 0.0028616437825679324
Position 258: 0.002252595323628478
Position 2196: 0.0020189138979187994
Position 1416: 0.001726270777858938
Position 2032: 0.001560145152804116
Position 1985: 0.0015484178169619398
Position 296: 0.0012768191559094303
Position 1474: 0.0010370779621403357
Position 1641: 0.0010128871842428572
Position 644: 0.0007347016827771372
Position 703: 0.0007258878957200365
Position 2238: 0.0007161333997494157
Position 1144: 0.0006393725916160537
Position 335: 0.0006355351597685568
Position 2099: 0.000555448515799802
Position 684: 0.0005022360193551468
Position 2169: 0.0003729628656472049
Position 303: 0.000312032066570045
Position 196: 0.00030939047338591206
Position 215: 0.0002691284810297662
Position 1595: 0.0002068839770503581
Position 446: 8.876997228307057e-05
Position 207: 6.729278936185464e-05
Position 1711: 5.734729887002229e-05
Position 1443: 4.831443908581333e-05
Position 1426: 4.589251547353744e-05
Position 537: 4.0178525301976614e-05
Position 340: 2.8210888583054318e-05
Position 221: 2.7068967393449678e-05
Position 498: 2.028596970476941e-05
Position 1770: 1.314117713943276e-05
Position 320: 1.004543360034726e-05
Position 455: 7.848193565901528e-06
