Gene = Oseg5
index = 1348
Annotated 5SS: [ 370  893 1185 1636 2224]
Annotated 3SS: [ 435  956 1255 1695 2384]
SMsplice 5SS: [ 370  893 1185 1431 1636 2224]
SMsplice 3SS: [ 435  956 1255 1492 1695 2384]
top_k =  100
Partition function (log Z): 15.447807596912462

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.9996146258062268
Position 1636: 0.9951055448827827
Position 1431: 0.9707233430539483
Position 1185: 0.9342860173323595
Position 2224: 0.9303717430984125
Position 893: 0.76343760688774
Position 43: 0.4124809371239137
Position 879: 0.16321749439202501
Position 23: 0.13583401163791933
Position 2653: 0.05433521886086263
Position 843: 0.0490007198008136
Position 2025: 0.02993633673701209
Position 1143: 0.02477626784372431
Position 570: 0.009072243427091084
Position 2239: 0.008666839406239326
Position 1192: 0.008115653008010811
Position 830: 0.005870774067222271
Position 1984: 0.0035599115794334585
Position 2155: 0.003467196902153414
Position 138: 0.003282793964684517
Position 726: 0.002981040179839705
Position 1195: 0.002568768464939928
Position 2310: 0.002328348883127329
Position 1625: 0.0019458065047701426
Position 67: 0.0019187354258784692
Position 2123: 0.0018238039375447859
Position 1616: 0.0007238758438477545
Position 1906: 0.0007143150017242996
Position 594: 0.0006640356848308113
Position 222: 0.0005625052711286708
Position 2017: 0.000553079195268491
Position 773: 0.0004347538778709041
Position 365: 0.0003831587604481017
Position 770: 0.00038038630769633567
Position 3: 0.0003672930390629651
Position 1865: 0.0003008916569480083
Position 21: 0.0002763711125051178
Position 787: 0.0002457941886821127
Position 583: 0.00020676592002649686
Position 186: 0.0001911124257025705
Position 467: 0.00017738251784428586
Position 1428: 0.00014083082994049384
Position 1110: 0.00011366747803667999
Position 15: 0.0001069341338885689
Position 1040: 9.838411373282646e-05
Position 561: 8.954609603813336e-05
Position 728: 8.268072277146926e-05
Position 558: 8.15947859287134e-05
Position 1570: 6.231255158668232e-05
Position 1169: 4.372605966094357e-05
Position 611: 3.300609553948128e-05
Position 2273: 2.2969563032193185e-05
Position 287: 6.606086585897509e-06
Position 2021: 3.458044449308009e-06
Position 1824: 3.188787386360396e-06
Position 1971: 3.1165740611692996e-06
Position 1550: 6.468333242696656e-07
Position 1499: 2.7873850434178058e-08
Position 1435: 2.639094141897108e-08
Position 327: 1.3327957626577048e-08
Position 374: 6.981631453886244e-10
Position 1529: 5.729179004797907e-10
Position 75: 2.0017802536673926e-12
Position 118: 2.73266978390052e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1695: 0.9954219781234086
Position 956: 0.9876958467769633
Position 1492: 0.9703098128849168
Position 1255: 0.9661403741637472
Position 435: 0.9589632543076099
Position 2384: 0.9521635469150592
Position 112: 0.4642898278942725
Position 80: 0.08595862842620995
Position 448: 0.037603153295207574
Position 2732: 0.037066891117219905
Position 2703: 0.010561662747738938
Position 2414: 0.010180547451373801
Position 2337: 0.009337977076648225
Position 1017: 0.006189302318729278
Position 2781: 0.005646408486178759
Position 2301: 0.005409129891497324
Position 991: 0.0035453494881542615
Position 1322: 0.0028295479858236883
Position 2148: 0.0021032829654095008
Position 2057: 0.0018372241061979462
Position 625: 0.0017525197207034033
Position 259: 0.0015110075741488393
Position 2421: 0.0013588017413237639
Position 2046: 0.0010651463827476312
Position 2838: 0.001060256509725081
Position 238: 0.0008933122575910164
Position 191: 0.0008794525780481337
Position 1222: 0.0007065331912386393
Position 202: 0.0006992358735381814
Position 1926: 0.0005459842705827359
Position 1865: 0.0004587910908529863
Position 2106: 0.00032842816418374946
Position 286: 0.00030053864243699443
Position 290: 0.0002763511183699257
Position 273: 0.00019828525502443224
Position 662: 0.00016413580973249778
Position 1284: 0.00012522383248126604
Position 665: 6.159282992628177e-05
Position 1393: 4.4001851977143214e-05
Position 1503: 4.142740888694213e-05
Position 1602: 3.0953263451800645e-05
Position 1390: 1.7299474988317706e-05
Position 59: 9.005638523191619e-06
Position 345: 4.837999678855871e-06
Position 327: 4.614607269359421e-06
Position 1783: 3.277071597983034e-06
Position 1789: 8.096967656366356e-07
Position 482: 5.032342271829317e-07
Position 457: 1.6717071191312912e-07
Position 50: 8.246827445759504e-10
Position 47: 1.2654060711771155e-10
