Gene = serp
index = 1869
Annotated 5SS: [ 596 1791 2207]
Annotated 3SS: [1617 1956 5516]
SMsplice 5SS: [ 596 1791 2207]
SMsplice 3SS: [1617 1956 5516]
top_k =  100
Partition function (log Z): 8.23249018875041

Sorted 5' Splice Sites (High to Low Probability):
Position 2207: 0.9998554487162273
Position 1791: 0.9983038472757443
Position 596: 0.9290600714374488
Position 5304: 0.20916435140736991
Position 5237: 0.10478058058686215
Position 785: 0.07074499374498804
Position 2652: 0.03570074076957209
Position 443: 0.03467082471740492
Position 855: 0.023231991719690433
Position 1200: 0.022364457676001762
Position 375: 0.0139541624765129
Position 5327: 0.009723222216379362
Position 2563: 0.009281970526406266
Position 3550: 0.009125486684013227
Position 287: 0.004716598221542946
Position 255: 0.0020218031213355895
Position 851: 0.0018476992406280981
Position 1780: 0.0011796850948491318
Position 1048: 0.0006969449164538694
Position 1063: 0.00048002224827746687
Position 426: 0.00042312059905871537
Position 339: 0.00037112774253404663
Position 1819: 0.00034279395249966896
Position 552: 0.00033408298708254735
Position 601: 0.00028345018752163036
Position 2479: 0.0002445844409135683
Position 351: 0.00018208646492180966
Position 363: 9.022989521373095e-05
Position 447: 7.884910763815165e-05
Position 1812: 7.266768398147293e-05
Position 328: 6.734276585709323e-05
Position 445: 4.813345646486241e-05
Position 373: 4.409174415506014e-05
Position 1795: 4.2034007749245335e-05
Position 2309: 4.024587039406218e-05
Position 428: 3.188486479159769e-05
Position 1815: 2.686006731373163e-05
Position 2297: 2.2191074316288713e-05
Position 1831: 1.771195705064636e-05
Position 188: 1.5887676522425945e-05
Position 160: 1.2337310345569178e-05
Position 2316: 1.1232468504057539e-05
Position 2615: 8.367127310686564e-06
Position 270: 5.608940297804204e-06
Position 204: 5.280033401084403e-06
Position 559: 4.950408732155254e-06
Position 326: 4.172513071264364e-06
Position 1740: 4.144303263744021e-06
Position 31: 3.4239697595584855e-06
Position 1727: 3.3033223220647913e-06
Position 1770: 3.2780982136104886e-06
Position 285: 2.532306189743546e-06
Position 1730: 1.0857748994244371e-06
Position 2251: 9.8489061717895e-07
Position 490: 1.5887980413987702e-07
Position 2032: 2.7080415019407366e-08
Position 2211: 1.838270759665678e-08
Position 2204: 1.578375313166285e-08
Position 2307: 1.2177092432575332e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.9983991181758952
Position 1617: 0.9833444238295569
Position 5516: 0.9551598638496569
Position 5119: 0.3389535449862155
Position 528: 0.041679450645142585
Position 2380: 0.026142531548768402
Position 1000: 0.023070197685537693
Position 639: 0.021133570883428206
Position 5437: 0.013872561265600335
Position 731: 0.013262773386115425
Position 1459: 0.010769382357972423
Position 5382: 0.00762799498097929
Position 2525: 0.006095910481745225
Position 443: 0.005839331101405447
Position 2499: 0.0052525126980800824
Position 2538: 0.004728852237163464
Position 5325: 0.00437983225409541
Position 2798: 0.0038806708996583714
Position 2387: 0.002603960928413214
Position 3389: 0.0024731725948941388
Position 949: 0.0020141063851342404
Position 3316: 0.0017628922528287966
Position 2007: 0.0014398816368879875
Position 3550: 0.001208149187645032
Position 2261: 0.001124300424113943
Position 455: 0.0010299921921659622
Position 2278: 0.000980512036810264
Position 2590: 0.0009722414824968606
Position 1621: 0.0007850308662993272
Position 1649: 0.000641693403324414
Position 497: 0.0005499300666644189
Position 1430: 0.0005366692146289065
Position 646: 0.0003548536204358276
Position 490: 0.00028527292289407907
Position 1244: 0.00021560047533776943
Position 2999: 0.0001905609732715815
Position 4222: 0.00016229389695219713
Position 4277: 0.0001567782887998387
Position 2010: 0.00015407607922805105
Position 922: 0.00011413315385892423
Position 2535: 0.00010131053189844727
Position 1395: 7.250103872415718e-05
Position 2807: 6.778751364176292e-05
Position 910: 4.041970682795442e-05
Position 2838: 3.280071078047559e-05
Position 878: 2.6072797788805897e-05
Position 2695: 1.8472479561833287e-05
Position 982: 1.3484622677000514e-05
Position 2326: 8.819456003988553e-06
Position 1834: 4.448048077233913e-06
Position 254: 3.789285393778608e-06
Position 507: 3.6226185916673976e-06
Position 782: 3.5171216014510383e-06
Position 366: 2.223992737057727e-06
Position 540: 1.3923267475495884e-06
Position 698: 1.0886855213318378e-06
Position 1966: 9.201106626852341e-07
Position 2608: 9.078806448633767e-07
Position 2004: 7.147726400375626e-07
Position 2025: 6.454323879830359e-07
Position 478: 6.075432283785129e-07
Position 332: 2.523894147141365e-07
Position 393: 2.476343547581886e-07
Position 2316: 1.5059743825597702e-07
Position 463: 9.773208233625356e-08
Position 1874: 9.303742326314612e-08
Position 1850: 8.658053627443257e-08
Position 2250: 6.668428021495584e-08
Position 2106: 2.7080415019407366e-08
Position 830: 1.9352202933169728e-08
