Gene = DNApol-alpha50
index = 1126
Annotated 5SS: [ 186 2821]
Annotated 3SS: [2651 2876]
SMsplice 5SS: [ 186 2821]
SMsplice 3SS: [2651 2876]
top_k =  100
Partition function (log Z): -5.023743718745917

Sorted 5' Splice Sites (High to Low Probability):
Position 2821: 0.9939305835665156
Position 186: 0.5221780868831812
Position 944: 0.47878396224986947
Position 774: 0.23679725428292378
Position 770: 0.23287032553099454
Position 3122: 0.09890290799129636
Position 968: 0.03905132452490509
Position 3149: 0.03154473576187687
Position 1108: 0.026088024915835614
Position 210: 0.020798920942783676
Position 3020: 0.014845631427119851
Position 2263: 0.004924741901283336
Position 1052: 0.004799035876580158
Position 2268: 0.0028258123345540234
Position 3191: 0.0022709600203912623
Position 2810: 0.001689331483469188
Position 3790: 0.0012476347605740131
Position 559: 0.0009638548690826591
Position 309: 0.0004600802646917323
Position 714: 0.00038101068212822005
Position 121: 0.0002769958438737266
Position 172: 0.00019489590793719548
Position 326: 0.00019442047165872838
Position 314: 0.00015869161615450367
Position 601: 0.00010314413523188208
Position 2825: 7.77821374748418e-05
Position 77: 6.109200150885453e-05
Position 75: 5.083020332634831e-05
Position 4: 4.131588648439791e-05
Position 833: 3.749263505234209e-05
Position 144: 2.3043411777592645e-05
Position 465: 1.1033528332766785e-05
Position 973: 9.494271475474707e-06
Position 1079: 5.0223203248277034e-06
Position 675: 2.055172476534455e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2651: 0.9077295231310524
Position 2876: 0.8849671106001985
Position 832: 0.5309727819885299
Position 3251: 0.11318672242321112
Position 2923: 0.0838603321828788
Position 2673: 0.05516523014227219
Position 3101: 0.025270247771119518
Position 769: 0.015601166609530448
Position 3839: 0.014400464433075395
Position 431: 0.012927214724004661
Position 3776: 0.010095965109906548
Position 2484: 0.007535574686700508
Position 261: 0.007235975325912031
Position 2679: 0.006533917353479104
Position 519: 0.005493271622279578
Position 2770: 0.004501997549301694
Position 3255: 0.0038760360733216615
Position 3804: 0.003416525274514592
Position 624: 0.0028392318362245603
Position 3357: 0.0027766567187831564
Position 242: 0.002559513519182189
Position 813: 0.002257410829822136
Position 2319: 0.0022019127459878786
Position 2325: 0.0019683606357369025
Position 1024: 0.0019109409862396013
Position 2963: 0.0016257818304053514
Position 341: 0.0013625514996180885
Position 919: 0.0012218078169468356
Position 396: 0.0011198979685860893
Position 548: 0.0009102263551241798
Position 3189: 0.0006197724647412679
Position 4085: 0.00044949739619180125
Position 792: 7.0956226038154185e-06
Position 845: 8.145856645841964e-07
